p,n,poly,factorization
9319,2,x^2 + x + 12,2^4 * 3 * 5 * 233 * 1553
9319,3,x^3 + x^2 + 5,2 * 3^2 * 7 * 61 * 1553 * 67801
9319,4,x^4 + x^3 + 14,2^5 * 3 * 5 * 233 * 1553 * 43421881
9319,5,x^5 + x^4 + 9,2 * 3 * 1553 * 1621 * 7151 * 650689891
9319,6,x^6 + x^5 + 14,2^4 * 3^2 * 5 * 7 * 61 * 233 * 1553 * 67801 * 86834443
9319,7,x^7 + x^6 + 78,2 * 3 * 1553 * 11117 * 2360131439 * 24965408707
9319,8,x^8 + x^7 + 3,2^6 * 3 * 5 * 233 * 1553 * 9985057 * 43421881 * 377656273
9319,9,x^9 + x^8 + 53,2 * 3^3 * 7 * 19 * 61 * 631 * 1553 * 67801 * 18210071687576784823
9319,10,x^10 + x^9 + 209,2^4 * 3 * 5^2 * 11 * 233 * 251 * 1553 * 1621 * 7151 * 650689891 * 546253503401
9319,11,x^11 + x^10 + 2,2 * 3 * 23 * 1553 * 2177297 * 64192217 * 2206520713 * 696472268934751
9319,12,x^12 + x^11 + 34,2^5 * 3^2 * 5 * 7 * 13 * 61 * 233 * 337 * 1553 * 3037 * 6337 * 67801 * 89449 * 43421881 * 86834443
9319,13,x^13 + x^12 + 32,2 * 3 * 53 * 1553 * 150827 * 427421723 * 125564477346703126803075955760837
9319,14,x^14 + x^13 + 56,2^4 * 3 * 5 * 233 * 1553 * 11117 * 2360131439 * 24965408707 * 654891373531287855668287
9319,15,x^15 + x^14 + 40,2 * 3^2 * 7 * 31 * 61 * 1553 * 1621 * 7151 * 67801 * 650689891 * 1834620299002960963985435796991
9319,16,x^16 + x^15 + 41,2^7 * 3 * 5 * 17 * 233 * 1553 * 257281 * 5580593 * 9985057 * 43421881 * 99711569 * 377656273 * 11685356369
9319,17,x^17 + x^16 + 59,2 * 3 * 1553 * 24413 * 13349047 * 1683685441 * 5896892674793529814041232816673974591402291
9319,18,x^18 + x^17 + 62,2^4 * 3^3 * 5 * 7 * 19 * 61 * 233 * 631 * 1553 * 67801 * 86834443 * 908857639 * 720642728058157 * 18210071687576784823
9319,19,x^19 + x^18 + 5,2 * 3 * 1553 * 499952040565268846237 * 149629171094671440534751 * 3756207724433826087382912883
9319,20,x^20 + x^19 + 3,2^5 * 3 * 5^2 * 11 * 233 * 251 * 1553 * 1621 * 7151 * 43421881 * 650689891 * 1077172081 * 546253503401 * 52804313447167023062641
