p,r,n,poly,factorization
4621,1,2,x^2 + x + 6,2^3 * 3 * 5 * 7 * 11 * 2311
4621,1,3,x^3 + x^2 + 68,2^2 * 3^2 * 5 * 7 * 11 * 1987 * 3583
4621,1,4,x^4 + x^3 + 23,2^4 * 3 * 5 * 7 * 11 * 137 * 2311 * 77933
4621,1,5,x^5 + x^4 + 14,2^2 * 3 * 5^2 * 7 * 11 * 31 * 1201 * 2449983511
4621,1,6,x^6 + x^5 + 2,2^3 * 3^2 * 5 * 7 * 11 * 97^2 * 1987 * 2269 * 2311 * 3583
4621,1,7,x^7 + x^6 + 2,2^2 * 3 * 5 * 7^2 * 11 * 2532587 * 22078253 * 24881851
4621,1,8,x^8 + x^7 + 198,2^5 * 3 * 5 * 7 * 11 * 73 * 137 * 2311 * 77933 * 3123136876417
4621,1,9,x^9 + x^8 + 24,2^2 * 3^3 * 5 * 7 * 11 * 19 * 37 * 1987 * 3583 * 4616780546902641787
4621,1,10,x^10 + x^9 + 103,2^3 * 3 * 5^2 * 7 * 11 * 31 * 1201 * 2311 * 2449983511 * 455879330130841
4621,1,11,x^11 + x^10 + 23,2^2 * 3 * 5 * 7 * 11^2 * 403702085534270515177868024945549101
4621,1,12,x^12 + x^11 + 2,2^4 * 3^2 * 5 * 7 * 11 * 13 * 97^2 * 137 * 1987 * 2269 * 2311 * 3583 * 77933 * 5749633 * 6100429
4621,1,13,x^13 + x^12 + 14,2^2 * 3 * 5 * 7 * 11 * 53 * 2542021 * 131924209 * 5335143592264906307429612669
4621,1,14,x^14 + x^13 + 191,2^3 * 3 * 5 * 7^2 * 11 * 631 * 1471 * 2311 * 2532587 * 14223749 * 22078253 * 24881851 * 737336489
4621,1,15,x^15 + x^14 + 72,2^2 * 3^2 * 5^2 * 7 * 11 * 31 * 1201 * 1987 * 3583 * 478801 * 76365181 * 2449983511 * 5685168236798101
4621,1,16,x^16 + x^15 + 38,2^6 * 3 * 5 * 7 * 11 * 17 * 73 * 137 * 2311 * 77933 * 3123136876417 * 6115174172158283135813742593
4621,1,17,x^17 + x^16 + 195,2^2 * 3 * 5 * 7 * 11 * 43238387493163171102007591155989335778643783093999410340337
4621,1,18,x^18 + x^17 + 150,2^3 * 3^3 * 5 * 7 * 11 * 19 * 37 * 97^2 * 109 * 1987 * 2269 * 2311 * 3583 * 4616780546902641787 * 89328350213030469529
4621,1,19,x^19 + x^18 + 98,2^2 * 3 * 5 * 7 * 11 * 1702586298953 * 825534743975651 * 656896482138108672406476582648230695813
4621,1,20,x^20 + x^19 + 378,2^4 * 3 * 5^2 * 7 * 11 * 31 * 137 * 1201 * 2311 * 77933 * 2449983511 * 455879330130841 * 207915912116591909276633497681
4621,1,21,x^21 + x^20 + 98,2^2 * 3^2 * 5 * 7^2 * 11 * 757 * 1303 * 1987 * 3583 * 2532587 * 22078253 * 24881851 * 604388952889 * 158994029607341679631593259
4621,2,2,x^4 + x^3 + 23,2^4 * 3 * 5 * 7 * 11 * 137 * 2311 * 77933
4621,2,3,x^6 + x^5 + 2,2^3 * 3^2 * 5 * 7 * 11 * 97^2 * 1987 * 2269 * 2311 * 3583
4621,2,4,x^8 + x^7 + 198,2^5 * 3 * 5 * 7 * 11 * 73 * 137 * 2311 * 77933 * 3123136876417
4621,2,5,x^10 + x^9 + 103,2^3 * 3 * 5^2 * 7 * 11 * 31 * 1201 * 2311 * 2449983511 * 455879330130841
4621,2,6,x^12 + x^11 + 2,2^4 * 3^2 * 5 * 7 * 11 * 13 * 97^2 * 137 * 1987 * 2269 * 2311 * 3583 * 77933 * 5749633 * 6100429
4621,2,7,x^14 + x^13 + 191,2^3 * 3 * 5 * 7^2 * 11 * 631 * 1471 * 2311 * 2532587 * 14223749 * 22078253 * 24881851 * 737336489
4621,2,8,x^16 + x^15 + 38,2^6 * 3 * 5 * 7 * 11 * 17 * 73 * 137 * 2311 * 77933 * 3123136876417 * 6115174172158283135813742593
4621,2,9,x^18 + x^17 + 150,2^3 * 3^3 * 5 * 7 * 11 * 19 * 37 * 97^2 * 109 * 1987 * 2269 * 2311 * 3583 * 4616780546902641787 * 89328350213030469529
4621,2,10,x^20 + x^19 + 378,2^4 * 3 * 5^2 * 7 * 11 * 31 * 137 * 1201 * 2311 * 77933 * 2449983511 * 455879330130841 * 207915912116591909276633497681
4621,3,2,x^6 + x^5 + 2,2^3 * 3^2 * 5 * 7 * 11 * 97^2 * 1987 * 2269 * 2311 * 3583
4621,3,3,x^9 + x^8 + 24,2^2 * 3^3 * 5 * 7 * 11 * 19 * 37 * 1987 * 3583 * 4616780546902641787
4621,3,4,x^12 + x^11 + 2,2^4 * 3^2 * 5 * 7 * 11 * 13 * 97^2 * 137 * 1987 * 2269 * 2311 * 3583 * 77933 * 5749633 * 6100429
4621,3,5,x^15 + x^14 + 72,2^2 * 3^2 * 5^2 * 7 * 11 * 31 * 1201 * 1987 * 3583 * 478801 * 76365181 * 2449983511 * 5685168236798101
4621,3,6,x^18 + x^17 + 150,2^3 * 3^3 * 5 * 7 * 11 * 19 * 37 * 97^2 * 109 * 1987 * 2269 * 2311 * 3583 * 4616780546902641787 * 89328350213030469529
4621,3,7,x^21 + x^20 + 98,2^2 * 3^2 * 5 * 7^2 * 11 * 757 * 1303 * 1987 * 3583 * 2532587 * 22078253 * 24881851 * 604388952889 * 158994029607341679631593259
4621,4,2,x^8 + x^7 + 198,2^5 * 3 * 5 * 7 * 11 * 73 * 137 * 2311 * 77933 * 3123136876417
4621,4,3,x^12 + x^11 + 2,2^4 * 3^2 * 5 * 7 * 11 * 13 * 97^2 * 137 * 1987 * 2269 * 2311 * 3583 * 77933 * 5749633 * 6100429
4621,4,4,x^16 + x^15 + 38,2^6 * 3 * 5 * 7 * 11 * 17 * 73 * 137 * 2311 * 77933 * 3123136876417 * 6115174172158283135813742593
4621,4,5,x^20 + x^19 + 378,2^4 * 3 * 5^2 * 7 * 11 * 31 * 137 * 1201 * 2311 * 77933 * 2449983511 * 455879330130841 * 207915912116591909276633497681
4621,5,2,x^10 + x^9 + 103,2^3 * 3 * 5^2 * 7 * 11 * 31 * 1201 * 2311 * 2449983511 * 455879330130841
4621,5,3,x^15 + x^14 + 72,2^2 * 3^2 * 5^2 * 7 * 11 * 31 * 1201 * 1987 * 3583 * 478801 * 76365181 * 2449983511 * 5685168236798101
4621,5,4,x^20 + x^19 + 378,2^4 * 3 * 5^2 * 7 * 11 * 31 * 137 * 1201 * 2311 * 77933 * 2449983511 * 455879330130841 * 207915912116591909276633497681
4621,6,2,x^12 + x^11 + 2,2^4 * 3^2 * 5 * 7 * 11 * 13 * 97^2 * 137 * 1987 * 2269 * 2311 * 3583 * 77933 * 5749633 * 6100429
4621,6,3,x^18 + x^17 + 150,2^3 * 3^3 * 5 * 7 * 11 * 19 * 37 * 97^2 * 109 * 1987 * 2269 * 2311 * 3583 * 4616780546902641787 * 89328350213030469529
4621,7,2,x^14 + x^13 + 191,2^3 * 3 * 5 * 7^2 * 11 * 631 * 1471 * 2311 * 2532587 * 14223749 * 22078253 * 24881851 * 737336489
4621,7,3,x^21 + x^20 + 98,2^2 * 3^2 * 5 * 7^2 * 11 * 757 * 1303 * 1987 * 3583 * 2532587 * 22078253 * 24881851 * 604388952889 * 158994029607341679631593259
4621,8,2,x^16 + x^15 + 38,2^6 * 3 * 5 * 7 * 11 * 17 * 73 * 137 * 2311 * 77933 * 3123136876417 * 6115174172158283135813742593
4621,9,2,x^18 + x^17 + 150,2^3 * 3^3 * 5 * 7 * 11 * 19 * 37 * 97^2 * 109 * 1987 * 2269 * 2311 * 3583 * 4616780546902641787 * 89328350213030469529
4621,10,2,x^20 + x^19 + 378,2^4 * 3 * 5^2 * 7 * 11 * 31 * 137 * 1201 * 2311 * 77933 * 2449983511 * 455879330130841 * 207915912116591909276633497681
