p,n,poly,factorization
7121,2,x^2 + x + 6,2^5 * 3 * 5 * 89 * 1187
7121,3,x^3 + x^2 + 6,2^4 * 5 * 7 * 89 * 1237 * 5857
7121,4,x^4 + x^3 + 12,2^6 * 3 * 5 * 89 * 1093 * 1187 * 23197
7121,5,x^5 + x^4 + 6,2^4 * 5^2 * 11 * 89 * 1021 * 1321 * 34668391
7121,6,x^6 + x^5 + 54,2^5 * 3^2 * 5 * 7 * 13^2 * 89 * 1187 * 1237 * 5857 * 100003
7121,7,x^7 + x^6 + 3,2^4 * 5 * 29 * 89 * 421 * 36583 * 291976229537441
7121,8,x^8 + x^7 + 3,2^7 * 3 * 5 * 17 * 89 * 1093 * 1187 * 2393 * 23197 * 31604019961
7121,9,x^9 + x^8 + 12,2^4 * 5 * 7 * 89 * 181 * 1237 * 5857 * 295360291 * 2439019275373
7121,10,x^10 + x^9 + 23,2^5 * 3 * 5^2 * 11 * 89 * 1021 * 1187 * 1321 * 85711 * 96821 * 309811 * 34668391
7121,11,x^11 + x^10 + 53,2^4 * 5 * 89 * 7483570409920001 * 44808664555643592807611
7121,12,x^12 + x^11 + 38,2^6 * 3^2 * 5 * 7 * 13^2 * 89 * 1093 * 1187 * 1237 * 5857 * 23197 * 100003 * 2571366221358241
7121,13,x^13 + x^12 + 41,2^4 * 5 * 89 * 91773156696519377 * 185283672855600857309887465949
7121,14,x^14 + x^13 + 75,2^5 * 3 * 5 * 29 * 89 * 421 * 1187 * 10753 * 36583 * 4315823 * 2809258218719 * 291976229537441
7121,15,x^15 + x^14 + 3,2^4 * 5^2 * 7 * 11 * 89 * 1021 * 1237 * 1321 * 5857 * 34668391 * 6610995994468059433438227574081
7121,16,x^16 + x^15 + 195,2^8 * 3 * 5 * 17 * 89 * 1093 * 1187 * 2393 * 23197 * 31604019961 * 3305962252561564539639868534081
7121,17,x^17 + x^16 + 23,2^4 * 5 * 89 * 103 * 1361 * 71843 * 290531 * 349963 * 42699456351329986633100196519999991137341
7121,18,x^18 + x^17 + 38,2^5 * 3^3 * 5 * 7 * 13^2 * 19^2 * 89 * 181 * 199 * 1009 * 1187 * 1237 * 5857 * 100003 * 295360291 * 2439019275373 * 599616003330037
7121,19,x^19 + x^18 + 23,2^4 * 5 * 89 * 122741 * 60225692777 * 1124749502373383 * 266668344408313218573332764798661840969
7121,20,x^20 + x^19 + 151,2^6 * 3 * 5^2 * 11 * 89 * 1021 * 1093 * 1187 * 1321 * 23197 * 85711 * 96821 * 309811 * 34668391 * 259305941 * 25498545653192891870141
