p,n,poly,factorization
977,2,x^2 + x + 6,2^5 * 3 * 61 * 163
977,3,x^3 + x^2 + 12,2^4 * 7 * 61 * 136501
977,4,x^4 + x^3 + 3,2^6 * 3 * 5 * 53 * 61 * 163 * 1801
977,5,x^5 + x^4 + 24,2^4 * 11^2 * 31 * 61 * 71 * 3424661
977,6,x^6 + x^5 + 40,2^5 * 3^2 * 7 * 19 * 61 * 163 * 16729 * 136501
977,7,x^7 + x^6 + 13,2^4 * 29 * 61 * 5573 * 914047 * 5893273
977,8,x^8 + x^7 + 3,2^7 * 3 * 5 * 17^2 * 53 * 61 * 163 * 1801 * 3881 * 406169
977,9,x^9 + x^8 + 40,2^4 * 7 * 61 * 109^2 * 2179 * 136501 * 33593647177
977,10,x^10 + x^9 + 21,2^5 * 3 * 11^2 * 31 * 61 * 71 * 163 * 1511 * 5441 * 110711 * 3424661
977,11,x^11 + x^10 + 13,2^4 * 61 * 91890349 * 77343877777 * 111607798039
977,12,x^12 + x^11 + 13,2^6 * 3^2 * 5 * 7 * 13 * 19 * 53 * 61 * 163 * 1801 * 16729 * 136501 * 70086512101
977,13,x^13 + x^12 + 10,2^4 * 61 * 131 * 47552051 * 35180145391 * 3454946538506971
977,14,x^14 + x^13 + 234,2^5 * 3 * 29 * 61 * 163 * 463 * 5573 * 13441 * 914047 * 5893273 * 139608068671
977,15,x^15 + x^14 + 24,2^4 * 7 * 11^2 * 31 * 61 * 71 * 35521 * 136501 * 3424661 * 23346757935491441281
977,16,x^16 + x^15 + 5,2^8 * 3 * 5 * 17^2 * 53 * 61 * 113 * 163 * 593 * 1801 * 2657 * 3881 * 406169 * 2331319642452257
977,17,x^17 + x^16 + 26,2^4 * 61 * 919 * 97547 * 7695349282294021778006851712082373624997
977,18,x^18 + x^17 + 117,2^5 * 3^3 * 7 * 19 * 61 * 109^2 * 163 * 2179 * 16729 * 98299 * 136501 * 1610443 * 1831267 * 33593647177
977,19,x^19 + x^18 + 42,2^4 * 61 * 229 * 419 * 60953 * 147926173 * 357497617 * 2129041510093507574982285769
977,20,x^20 + x^19 + 35,2^6 * 3 * 5^2 * 11^2 * 31 * 53 * 61 * 71 * 163 * 1511 * 1801 * 5441 * 9241 * 110711 * 257401 * 3424661 * 69800229471101
977,21,x^21 + x^20 + 118,2^4 * 7^2 * 29 * 43 * 61 * 5573 * 136501 * 914047 * 5893273 * 2510287846386242618296263130056709
977,22,x^22 + x^21 + 42,2^5 * 3 * 23 * 61 * 89 * 163 * 199 * 610523 * 91890349 * 77343877777 * 111607798039 * 3182939599953335707
977,23,x^23 + x^22 + 19,2^4 * 47 * 61 * 1289 * 45127 * 4555427 * 40871093 * 526566667687069 * 2238407754860672877303098653
977,24,x^24 + x^23 + 331,2^7 * 3^2 * 5 * 7 * 13 * 17^2 * 19 * 53 * 61 * 163 * 193 * 1801 * 3881 * 16729 * 136501 * 406169 * 70086512101 * 4301294717884587947137
977,25,x^25 + x^24 + 85,2^4 * 11^2 * 31 * 61 * 71 * 101 * 3424661 * 1443380991349651 * 4307139312468717998474572720974228676994651
977,26,x^26 + x^25 + 27,2^5 * 3 * 61 * 131 * 163 * 47552051 * 50255531 * 35180145391 * 3454946538506971 * 15035109917432589571133682851
