p,n,poly,factorization
9871,2,x^2 + x + 24,2^5 * 3 * 5 * 7 * 47 * 617
9871,3,x^3 + x^2 + 2,2 * 3^2 * 5 * 7 * 47 * 1657 * 19603
9871,4,x^4 + x^3 + 3,2^6 * 3 * 5 * 7 * 47 * 61 * 269 * 617 * 2969
9871,5,x^5 + x^4 + 26,2 * 3 * 5^2 * 7 * 11 * 47 * 172633834616231
9871,6,x^6 + x^5 + 17,2^5 * 3^2 * 5 * 7 * 13 * 47 * 617 * 1657 * 19603 * 7494367
9871,7,x^7 + x^6 + 42,2 * 3 * 5 * 7^2 * 47 * 3823 * 13217 * 7337569 * 356470409
9871,8,x^8 + x^7 + 7,2^7 * 3 * 5 * 7 * 47 * 61 * 269 * 617 * 641 * 2969 * 115153 * 64310417
9871,9,x^9 + x^8 + 26,2 * 3^3 * 5 * 7 * 47 * 73 * 1657 * 19603 * 46401661 * 91030990801087
9871,10,x^10 + x^9 + 17,2^5 * 3 * 5^2 * 7 * 11 * 41 * 47 * 617 * 172633834616231 * 231535056334301
9871,11,x^11 + x^10 + 2,2 * 3 * 5 * 7 * 23 * 47 * 67 * 105086411 * 54238331321148424405696063511
9871,12,x^12 + x^11 + 29,2^6 * 3^2 * 5 * 7 * 13 * 37 * 47 * 61 * 269 * 373 * 421 * 617 * 829 * 1657 * 2969 * 19603 * 1971049 * 7494367
9871,13,x^13 + x^12 + 21,2 * 3 * 5 * 7 * 47 * 53 * 3316483 * 156449021821 * 31120841015528901615209700587
9871,14,x^14 + x^13 + 37,2^5 * 3 * 5 * 7^2 * 47 * 617 * 3823 * 13217 * 7337569 * 356470409 * 924959924681362563430711
9871,15,x^15 + x^14 + 26,2 * 3^2 * 5^2 * 7 * 11 * 47 * 241 * 691 * 1657 * 19603 * 5392141 * 172633834616231 * 100366524577581543511
9871,16,x^16 + x^15 + 34,2^8 * 3 * 5 * 7 * 17 * 47 * 61 * 113 * 269 * 617 * 641 * 2969 * 115153 * 64310417 * 23460207808428290789615184961
9871,17,x^17 + x^16 + 13,2 * 3 * 5 * 7 * 47 * 3299 * 2065361787036920827946339 * 1192460430434536634791866278093332217
9871,18,x^18 + x^17 + 3,2^5 * 3^3 * 5 * 7 * 13 * 19 * 47 * 73 * 617 * 1657 * 10369 * 19603 * 7494367 * 46401661 * 91030990801087 * 4695441520852058401
9871,19,x^19 + x^18 + 189,2 * 3 * 5 * 7 * 47 * 3307 * 6551890927097 * 484882635348807880931843 * 75354162675596290851461684889337
9871,20,x^20 + x^19 + 372,2^6 * 3 * 5^2 * 7 * 11 * 41 * 47 * 61 * 269 * 617 * 2969 * 109153407353761 * 172633834616231 * 231535056334301 * 825756333769842721
