p,e,n,poly,factorization
9001,1,2,x^2 + x + 26,2^4 * 3^2 * 5^3 * 7 * 643
9001,1,3,x^3 + x^2 + 7,2^3 * 3^3 * 5^3 * 37^2 * 109 * 181
9001,1,4,x^4 + x^3 + 38,2^5 * 3^2 * 5^3 * 7 * 13 * 643 * 3116077
9001,1,5,x^5 + x^4 + 13,2^3 * 3^2 * 5^4 * 11 * 61 * 331 * 8761 * 674741
9001,1,6,x^6 + x^5 + 13,2^4 * 3^3 * 5^3 * 7 * 37^2 * 109 * 181 * 643 * 81009001
9001,1,7,x^7 + x^6 + 13,2^3 * 3^2 * 5^3 * 531854480806517835189007
9001,1,8,x^8 + x^7 + 70,2^6 * 3^2 * 5^3 * 7 * 13 * 17 * 73 * 89 * 137 * 643 * 1129 * 192113 * 3116077
9001,1,9,x^9 + x^8 + 42,2^3 * 3^4 * 5^3 * 37^2 * 109 * 181 * 177265130810103486027001
9001,1,10,x^10 + x^9 + 143,2^4 * 3^2 * 5^4 * 7 * 11 * 61 * 151 * 331 * 643 * 8761 * 674741 * 43464816715351
9001,1,11,x^11 + x^10 + 38,2^3 * 3^2 * 5^3 * 23 * 92203 * 48877578138401 * 33680094602521617119
9001,1,12,x^12 + x^11 + 58,2^5 * 3^3 * 5^3 * 7 * 13 * 37^2 * 109 * 181 * 643 * 1954741 * 3116077 * 81009001 * 3357946861
9001,1,13,x^13 + x^12 + 71,2^3 * 3^2 * 5^3 * 53 * 66587 * 725479 * 54819571 * 2001104287729 * 1007028759360703
9001,1,14,x^14 + x^13 + 193,2^4 * 3^2 * 5^3 * 7^2 * 127 * 643 * 11511361 * 51959849991169 * 531854480806517835189007
9001,1,15,x^15 + x^14 + 73,2^3 * 3^3 * 5^4 * 11 * 37^2 * 61 * 109 * 181 * 331 * 8761 * 30181 * 674741 * 1427395147456579301527886221
9001,1,16,x^16 + x^15 + 280,2^7 * 3^2 * 5^3 * 7 * 13 * 17 * 73 * 89 * 137 * 643 * 1129 * 13681 * 192113 * 3116077 * 500018889313 * 3149139098388817
9001,1,17,x^17 + x^16 + 291,2^3 * 3^2 * 5^3 * 35089 * 52908987177473426073290821050443960894371039329282768818753
9001,1,18,x^18 + x^17 + 291,2^4 * 3^4 * 5^3 * 7 * 19 * 37^2 * 109 * 181 * 643 * 81009001 * 27989231180465893264579 * 177265130810103486027001
9001,1,19,x^19 + x^18 + 58,2^3 * 3^2 * 5^3 * 571313550474311 * 3153066775771557070713941321 * 83497653278858029654289463349
