p,n,poly,factorization
6569,2,x^2 + x + 3,2^4 * 3^2 * 5 * 73 * 821
6569,3,x^3 + x^2 + 3,2^3 * 821 * 43158331
6569,4,x^4 + x^3 + 23,2^5 * 3^2 * 5 * 41 * 73 * 113 * 821 * 4657
6569,5,x^5 + x^4 + 11,2^3 * 821 * 137771 * 13517779391
6569,6,x^6 + x^5 + 15,2^4 * 3^3 * 5 * 7 * 13^2 * 73 * 821 * 12157 * 43158331
6569,7,x^7 + x^6 + 3,2^3 * 71 * 821 * 1131887699191733900921
6569,8,x^8 + x^7 + 7,2^6 * 3^2 * 5 * 41 * 73 * 113 * 821 * 4657 * 5336993 * 174449777
6569,9,x^9 + x^8 + 3,2^3 * 821 * 1873 * 43158331 * 42900049553281654267
6569,10,x^10 + x^9 + 173,2^4 * 3^2 * 5^2 * 11 * 73 * 821 * 137771 * 13517779391 * 33850746484151
6569,11,x^11 + x^10 + 7,2^3 * 821 * 7297250489780549 * 20506874900616686929799
6569,12,x^12 + x^11 + 173,2^5 * 3^3 * 5 * 7 * 13^2 * 41 * 73 * 113 * 821 * 4657 * 12157 * 12318193 * 43158331 * 151164577
6569,13,x^13 + x^12 + 7,2^3 * 821 * 1093 * 62141 * 78989 * 21911969 * 54930156943371476507100257
6569,14,x^14 + x^13 + 70,2^4 * 3^2 * 5 * 71 * 73 * 821 * 7603 * 1647025619 * 6415701041 * 1131887699191733900921
6569,15,x^15 + x^14 + 28,2^3 * 31 * 61 * 151 * 821 * 137771 * 3135961 * 43158331 * 13517779391 * 3871585441160084821
6569,16,x^16 + x^15 + 136,2^7 * 3^2 * 5 * 17 * 41 * 73 * 97 * 113 * 673 * 821 * 4657 * 5336993 * 174449777 * 91322908561 * 17106006961793
6569,17,x^17 + x^16 + 60,2^3 * 409 * 821 * 23767 * 20004683 * 61833660858858817922368367480538765591613547309
6569,18,x^18 + x^17 + 243,2^4 * 3^4 * 5 * 7 * 13^2 * 19 * 73 * 821 * 1873 * 12157 * 24391 * 43158331 * 57795111953668279 * 42900049553281654267
6569,19,x^19 + x^18 + 67,2^3 * 821 * 3743048886836346737227431053 * 138620458835854512934194196224254967602807
6569,20,x^20 + x^19 + 106,2^5 * 3^2 * 5^2 * 11 * 41 * 73 * 113 * 821 * 1481 * 4657 * 137771 * 13517779391 * 33850746484151 * 2341202754245014808102425241
