p,r,n,poly,factorization
9203,1,2,x^2 + x + 2,2^3 * 3 * 13 * 43 * 59 * 107
9203,1,3,x^3 + x^2 + 7,2 * 19 * 43 * 107 * 4458127
9203,1,4,x^4 + x^3 + 41,2^4 * 3 * 5 * 13 * 43 * 59 * 107 * 401 * 21121
9203,1,5,x^5 + x^4 + 11,2 * 43 * 107 * 7174057962266521
9203,1,6,x^6 + x^5 + 22,2^3 * 3^2 * 7 * 13 * 19 * 37 * 43 * 59 * 107 * 108991 * 4458127
9203,1,7,x^7 + x^6 + 7,2 * 43 * 107 * 14897 * 19237 * 2120252395248737
9203,1,8,x^8 + x^7 + 5,2^5 * 3 * 5 * 13 * 43 * 59 * 107 * 401 * 21121 * 28297 * 126749804353
9203,1,9,x^9 + x^8 + 31,2 * 19 * 43 * 107 * 4458127 * 65550637 * 9268290034124761
9203,1,10,x^10 + x^9 + 168,2^3 * 3 * 11 * 13 * 31 * 43 * 59 * 107 * 151 * 7691 * 18111581 * 7174057962266521
9203,1,11,x^11 + x^10 + 34,2 * 23 * 43 * 67 * 107 * 2311 * 372159877 * 3288586575866568513192899
9203,1,12,x^12 + x^11 + 78,2^4 * 3^2 * 5 * 7 * 13 * 19 * 37 * 43 * 59 * 107 * 401 * 21121 * 108991 * 4458127 * 7173278342858473
9203,1,13,x^13 + x^12 + 10,2 * 43 * 107 * 42017 * 8785676677722284806481118656830059490555433
9203,1,14,x^14 + x^13 + 51,2^3 * 3 * 13 * 43 * 59 * 107 * 14897 * 19237 * 194377 * 87157379 * 35857524809 * 2120252395248737
9203,1,15,x^15 + x^14 + 11,2 * 19 * 43 * 107 * 4561 * 4458127 * 9160469041 * 7174057962266521 * 1231431899606495761
9203,1,16,x^16 + x^15 + 118,2^6 * 3 * 5 * 13 * 17 * 43 * 59 * 97 * 107 * 401 * 21121 * 28297 * 32720833 * 77530561 * 126749804353 * 6150174625313
9203,1,17,x^17 + x^16 + 27,2 * 43 * 107 * 11871169 * 77869249 * 232984196586892889 * 12295098374537883601986492862409
9203,1,18,x^18 + x^17 + 6,2^3 * 3^3 * 7 * 13 * 19 * 37 * 43 * 59 * 107 * 127 * 34381 * 39619 * 108991 * 4458127 * 65550637 * 1170656666317 * 9268290034124761
9203,1,19,x^19 + x^18 + 21,2 * 43 * 107 * 229 * 23599 * 27779 * 1493932926195174450166230835308871101956219089365480075254237
9203,1,20,x^20 + x^19 + 276,2^4 * 3 * 5^2 * 11 * 13 * 31 * 43 * 59 * 61 * 107 * 151 * 401 * 7691 * 21121 * 18111581 * 85485282161 * 7174057962266521 * 1973532043346243761
9203,2,2,x^4 + x^3 + 41,2^4 * 3 * 5 * 13 * 43 * 59 * 107 * 401 * 21121
9203,2,3,x^6 + x^5 + 22,2^3 * 3^2 * 7 * 13 * 19 * 37 * 43 * 59 * 107 * 108991 * 4458127
9203,2,4,x^8 + x^7 + 5,2^5 * 3 * 5 * 13 * 43 * 59 * 107 * 401 * 21121 * 28297 * 126749804353
9203,2,5,x^10 + x^9 + 168,2^3 * 3 * 11 * 13 * 31 * 43 * 59 * 107 * 151 * 7691 * 18111581 * 7174057962266521
9203,2,6,x^12 + x^11 + 78,2^4 * 3^2 * 5 * 7 * 13 * 19 * 37 * 43 * 59 * 107 * 401 * 21121 * 108991 * 4458127 * 7173278342858473
9203,2,7,x^14 + x^13 + 51,2^3 * 3 * 13 * 43 * 59 * 107 * 14897 * 19237 * 194377 * 87157379 * 35857524809 * 2120252395248737
9203,2,8,x^16 + x^15 + 118,2^6 * 3 * 5 * 13 * 17 * 43 * 59 * 97 * 107 * 401 * 21121 * 28297 * 32720833 * 77530561 * 126749804353 * 6150174625313
9203,2,9,x^18 + x^17 + 6,2^3 * 3^3 * 7 * 13 * 19 * 37 * 43 * 59 * 107 * 127 * 34381 * 39619 * 108991 * 4458127 * 65550637 * 1170656666317 * 9268290034124761
9203,2,10,x^20 + x^19 + 276,2^4 * 3 * 5^2 * 11 * 13 * 31 * 43 * 59 * 61 * 107 * 151 * 401 * 7691 * 21121 * 18111581 * 85485282161 * 7174057962266521 * 1973532043346243761
9203,3,2,x^6 + x^5 + 22,2^3 * 3^2 * 7 * 13 * 19 * 37 * 43 * 59 * 107 * 108991 * 4458127
9203,3,3,x^9 + x^8 + 31,2 * 19 * 43 * 107 * 4458127 * 65550637 * 9268290034124761
9203,3,4,x^12 + x^11 + 78,2^4 * 3^2 * 5 * 7 * 13 * 19 * 37 * 43 * 59 * 107 * 401 * 21121 * 108991 * 4458127 * 7173278342858473
9203,3,5,x^15 + x^14 + 11,2 * 19 * 43 * 107 * 4561 * 4458127 * 9160469041 * 7174057962266521 * 1231431899606495761
9203,3,6,x^18 + x^17 + 6,2^3 * 3^3 * 7 * 13 * 19 * 37 * 43 * 59 * 107 * 127 * 34381 * 39619 * 108991 * 4458127 * 65550637 * 1170656666317 * 9268290034124761
9203,4,2,x^8 + x^7 + 5,2^5 * 3 * 5 * 13 * 43 * 59 * 107 * 401 * 21121 * 28297 * 126749804353
9203,4,3,x^12 + x^11 + 78,2^4 * 3^2 * 5 * 7 * 13 * 19 * 37 * 43 * 59 * 107 * 401 * 21121 * 108991 * 4458127 * 7173278342858473
9203,4,4,x^16 + x^15 + 118,2^6 * 3 * 5 * 13 * 17 * 43 * 59 * 97 * 107 * 401 * 21121 * 28297 * 32720833 * 77530561 * 126749804353 * 6150174625313
9203,4,5,x^20 + x^19 + 276,2^4 * 3 * 5^2 * 11 * 13 * 31 * 43 * 59 * 61 * 107 * 151 * 401 * 7691 * 21121 * 18111581 * 85485282161 * 7174057962266521 * 1973532043346243761
9203,5,2,x^10 + x^9 + 168,2^3 * 3 * 11 * 13 * 31 * 43 * 59 * 107 * 151 * 7691 * 18111581 * 7174057962266521
9203,5,3,x^15 + x^14 + 11,2 * 19 * 43 * 107 * 4561 * 4458127 * 9160469041 * 7174057962266521 * 1231431899606495761
