p,n,poly,factorization
5333,2,x^2 + x + 2,2^3 * 3 * 7 * 31 * 43 * 127
5333,3,x^3 + x^2 + 7,2^2 * 13 * 31 * 43 * 2188171
5333,4,x^4 + x^3 + 2,2^4 * 3 * 5 * 7 * 31 * 43 * 127 * 197 * 14437
5333,5,x^5 + x^4 + 2,2^2 * 11^2 * 31 * 43 * 838711 * 7972051
5333,6,x^6 + x^5 + 5,2^3 * 3^2 * 7 * 13 * 31 * 43 * 127 * 283 * 33493 * 2188171
5333,7,x^7 + x^6 + 12,2^2 * 31 * 43 * 211 * 109050708051853841113
5333,8,x^8 + x^7 + 19,2^5 * 3 * 5 * 7 * 31 * 41 * 43 * 127 * 137 * 197 * 257 * 2617 * 14437 * 107057
5333,9,x^9 + x^8 + 3,2^2 * 13 * 31 * 43 * 73 * 1873 * 36541 * 2188171 * 4604563179163
5333,10,x^10 + x^9 + 48,2^3 * 3 * 7 * 11^2 * 31 * 43 * 127 * 310711 * 838711 * 7972051 * 2602844831
5333,11,x^11 + x^10 + 75,2^2 * 31 * 43 * 67 * 111871 * 2483161446982628621971881049459
5333,12,x^12 + x^11 + 20,2^4 * 3^2 * 5 * 7 * 13 * 31 * 43 * 109 * 127 * 197 * 283 * 14437 * 33493 * 1544341 * 2188171 * 4805257
5333,13,x^13 + x^12 + 30,2^2 * 31 * 43 * 771941 * 2145937 * 319550404095817709079610300510673
5333,14,x^14 + x^13 + 248,2^3 * 3 * 7^2 * 31 * 43 * 127 * 211 * 398287 * 408773 * 20182348481 * 109050708051853841113
5333,15,x^15 + x^14 + 75,2^2 * 11^2 * 13 * 31 * 43 * 751 * 71941 * 838711 * 2188171 * 7972051 * 12108067103753805167251
5333,16,x^16 + x^15 + 180,2^6 * 3 * 5 * 7 * 17^2 * 31 * 41 * 43 * 127 * 137 * 197 * 257 * 337 * 2617 * 11633 * 14437 * 107057 * 32976737 * 8756196950257
5333,17,x^17 + x^16 + 3,2^2 * 31 * 43 * 239 * 307 * 5835667048504724875732417494019022159797552956877421477
5333,18,x^18 + x^17 + 335,2^3 * 3^3 * 7 * 13 * 19 * 31 * 43 * 73 * 127 * 283 * 433 * 1873 * 33493 * 36541 * 2188171 * 132576229 * 7030740817 * 4604563179163
5333,19,x^19 + x^18 + 20,2^2 * 31 * 43 * 4147896119 * 556947894389682207733 * 5271418684366394815383602589107156789
5333,20,x^20 + x^19 + 8,2^4 * 3 * 5^2 * 7 * 11^2 * 31 * 43 * 127 * 197 * 14437 * 310711 * 838711 * 7972051 * 2602844831 * 26924884546801 * 4860140229452621
5333,21,x^21 + x^20 + 7,2^2 * 13 * 31 * 43 * 211 * 10753 * 184087 * 2188171 * 8118433 * 275274839449 * 119615116151065207 * 109050708051853841113
