p,n,poly,factorization
7993,2,x^2 + x + 5,2^4 * 3^3 * 7 * 37 * 571
7993,3,x^3 + x^2 + 5,2^3 * 3^4 * 37 * 21298681
7993,4,x^4 + x^3 + 63,2^5 * 3^3 * 5^2 * 7 * 37 * 571 * 1277761
7993,5,x^5 + x^4 + 20,2^3 * 3^3 * 37 * 4021 * 497551 * 2040431
7993,6,x^6 + x^5 + 14,2^4 * 3^4 * 7 * 31 * 37 * 433 * 571 * 4759 * 21298681
7993,7,x^7 + x^6 + 28,2^3 * 3^3 * 37 * 1739383381 * 149940135608803
7993,8,x^8 + x^7 + 20,2^6 * 3^3 * 5^2 * 7 * 37 * 571 * 2473 * 1277761 * 825249252937
7993,9,x^9 + x^8 + 34,2^3 * 3^5 * 37 * 21298681 * 9164329849 * 9484990732081
7993,10,x^10 + x^9 + 39,2^4 * 3^3 * 7 * 11 * 37 * 101 * 571 * 4021 * 497551 * 594151 * 2040431 * 6182641
7993,11,x^11 + x^10 + 28,2^3 * 3^3 * 23 * 37 * 9453644861 * 2890123474943 * 1693982620984567
7993,12,x^12 + x^11 + 67,2^5 * 3^4 * 5^2 * 7 * 13 * 31 * 37 * 433 * 571 * 4759 * 493093 * 1277761 * 21298681 * 636747217
7993,13,x^13 + x^12 + 79,2^3 * 3^3 * 37 * 68009893284929965188546368892470365090823814301
7993,14,x^14 + x^13 + 52,2^4 * 3^3 * 7^2 * 37 * 71 * 113 * 127 * 571 * 1739383381 * 149940135608803 * 36556616577802231
7993,15,x^15 + x^14 + 5,2^3 * 3^4 * 37 * 181 * 4021 * 497551 * 2040431 * 21298681 * 92033426410318604014479313021
7993,16,x^16 + x^15 + 57,2^7 * 3^3 * 5^2 * 7 * 17 * 37 * 571 * 2473 * 1277761 * 825249252937 * 490003956495534971778538441553
7993,17,x^17 + x^16 + 261,2^3 * 3^3 * 37 * 469541 * 591204627482539615777863344978449157471696691504401414461
7993,18,x^18 + x^17 + 197,2^4 * 3^5 * 7 * 19 * 31 * 37 * 73 * 433 * 571 * 4759 * 4568077 * 21298681 * 9164329849 * 9484990732081 * 41157501333607
7993,19,x^19 + x^18 + 84,2^3 * 3^3 * 37 * 318104396995135712403076621531 * 55752108799086028456809824833095695067553
7993,20,x^20 + x^19 + 171,2^5 * 3^3 * 5^3 * 7 * 11 * 37 * 41 * 101 * 241 * 571 * 4021 * 497551 * 594151 * 1241081 * 1277761 * 2040431 * 6182641 * 9623681 * 28233599349661
