p,r,n,poly,factorization
5647,1,2,x^2 + x + 13,2^5 * 3 * 353 * 941
5647,1,3,x^3 + x^2 + 2,2 * 3^2 * 31 * 941 * 342949
5647,1,4,x^4 + x^3 + 6,2^6 * 3 * 5 * 13^2 * 353 * 941 * 18869
5647,1,5,x^5 + x^4 + 25,2 * 3 * 11^2 * 941 * 8405483395241
5647,1,6,x^6 + x^5 + 24,2^5 * 3^2 * 7 * 31 * 163 * 353 * 941 * 27943 * 342949
5647,1,7,x^7 + x^6 + 7,2 * 3 * 941 * 2969 * 564593 * 19348083519241
5647,1,8,x^8 + x^7 + 3,2^7 * 3 * 5 * 13^2 * 353 * 941 * 18869 * 508441691977441
5647,1,9,x^9 + x^8 + 4,2 * 3^3 * 19 * 31 * 941 * 342949 * 3527443 * 161276788232803
5647,1,10,x^10 + x^9 + 46,2^5 * 3 * 11^2 * 353 * 941 * 5011 * 31091 * 6525821 * 8405483395241
5647,1,11,x^11 + x^10 + 2,2 * 3 * 23 * 941 * 1433926712564227313011893585113907319
5647,1,12,x^12 + x^11 + 73,2^6 * 3^2 * 5 * 7 * 13^2 * 31 * 37 * 163 * 353 * 941 * 2269 * 18869 * 20269 * 27943 * 342949 * 597589
5647,1,13,x^13 + x^12 + 66,2 * 3 * 79 * 941 * 12637 * 1053463007711100255078174496993487129947
5647,1,14,x^14 + x^13 + 46,2^5 * 3 * 353 * 421 * 941 * 2969 * 63337 * 564593 * 19348083519241 * 1215878674623859
5647,1,15,x^15 + x^14 + 28,2 * 3^2 * 11^2 * 31 * 941 * 342949 * 8405483395241 * 1033868701319304278047494014401
5647,1,16,x^16 + x^15 + 34,2^8 * 3 * 5 * 13^2 * 17 * 193 * 353 * 941 * 1201 * 18869 * 361873 * 508441691977441 * 362582540514729137
5647,1,17,x^17 + x^16 + 30,2 * 3 * 941 * 953 * 87762841 * 1003517896101695291219027 * 12741859787759712104585771
5647,1,18,x^18 + x^17 + 34,2^5 * 3^3 * 7 * 19 * 31 * 127 * 163 * 353 * 631 * 941 * 27943 * 342949 * 3527443 * 36670519 * 11034599869 * 161276788232803
5647,1,19,x^19 + x^18 + 7,2 * 3 * 941 * 8209 * 4154385918474628769220352295125413677378333788909721454359356513
5647,1,20,x^20 + x^19 + 37,2^6 * 3 * 5^2 * 11^2 * 13^2 * 353 * 941 * 3121 * 5011 * 9901 * 18869 * 31091 * 6525821 * 36139661 * 8405483395241 * 185189082626101
