p,e,n,poly,factorization
41,1,2,x^2 + x + 12,2^4 * 3 * 5 * 7
41,1,3,x^3 + x^2 + 11,2^3 * 5 * 1723
41,1,4,x^4 + x^3 + 26,2^5 * 3 * 5 * 7 * 29^2
41,1,5,x^5 + x^4 + 11,2^3 * 5^2 * 579281
41,1,6,x^6 + x^5 + 35,2^4 * 3^2 * 5 * 7 * 547 * 1723
41,1,7,x^7 + x^6 + 7,2^3 * 5 * 43 * 113229229
41,1,8,x^8 + x^7 + 22,2^6 * 3 * 5 * 7 * 29^2 * 137 * 10313
41,1,9,x^9 + x^8 + 28,2^3 * 5 * 487 * 1723 * 9753949
41,1,10,x^10 + x^9 + x + 28,2^4 * 3 * 5^2 * 7 * 11 * 61 * 4111 * 579281
41,1,11,x^11 + x^10 + 28,2^3 * 5 * 23 * 132947 * 4499415031
41,1,12,x^12 + x^11 + x + 28,2^5 * 3^2 * 5 * 7 * 13 * 29^2 * 109 * 547 * 1723 * 1993
41,1,13,x^13 + x^12 + 17,2^3 * 5 * 11831 * 110969 * 17615988547
41,1,14,x^14 + x^13 + 11,2^4 * 3 * 5 * 7^2 * 43 * 71 * 9329993 * 113229229
41,1,15,x^15 + x^14 + 13,2^3 * 5^2 * 31 * 1723 * 22381 * 579281 * 11228251
41,1,16,x^16 + x^15 + 15,2^7 * 3 * 5 * 7 * 17 * 29^2 * 137 * 10313 * 234850742033
41,1,17,x^17 + 3*x^16 + 12,2^3 * 5 * 201815909 * 323824851129646973
41,1,18,x^18 + x^17 + 28,2^4 * 3^3 * 5 * 7 * 19 * 37 * 73 * 487 * 547 * 1723 * 30853 * 9753949
41,1,19,x^19 + x^18 + 34,2^3 * 5 * 12541 * 87423871753 * 100200775387183
41,1,20,x^20 + x^19 + 34,2^5 * 3 * 5^2 * 7 * 11 * 29^2 * 61 * 101 * 761 * 4111 * 579281 * 103826101
41,1,21,x^21 + 6*x^20 + 6,2^3 * 5 * 43 * 1723 * 113229229 * 22013480670406449841
41,1,22,x^22 + x^21 + 4*x + 34,2^4 * 3 * 5 * 7 * 23 * 2311 * 132947 * 4499415031 * 5669871130991
41,1,23,x^23 + 2*x^22 + 24,2^3 * 5 * 28429 * 866802946161469 * 12597569150489143
