p,r,n,poly,factorization
5231,1,2,x^2 + x + 7,2^5 * 3 * 5 * 109 * 523
5231,1,3,x^3 + x^2 + 3,2 * 5 * 7 * 523 * 3909799
5231,1,4,x^4 + x^3 + 34,2^6 * 3 * 5 * 13 * 109 * 523 * 1052437
5231,1,5,x^5 + x^4 + 3,2 * 5^2 * 523 * 601 * 249216868661
5231,1,6,x^6 + x^5 + 35,2^5 * 3^2 * 5 * 7 * 109 * 523 * 3909799 * 9119377
5231,1,7,x^7 + x^6 + 18,2 * 5 * 71 * 523 * 288624373085970303047
5231,1,8,x^8 + x^7 + 26,2^7 * 3 * 5 * 13 * 109 * 523 * 1052437 * 9853169 * 37995569
5231,1,9,x^9 + x^8 + 15,2 * 5 * 7 * 19 * 523 * 1567 * 131059 * 299287 * 3909799 * 17544097
5231,1,10,x^10 + x^9 + 76,2^5 * 3 * 5^2 * 11 * 31 * 109 * 523 * 601 * 10711 * 204961111 * 249216868661
5231,1,11,x^11 + x^10 + 23,2 * 5 * 523 * 4643 * 42571 * 376157629 * 206370597455266282853
5231,1,12,x^12 + x^11 + 359,2^6 * 3^2 * 5 * 7 * 13 * 37 * 109 * 157 * 523 * 1549 * 1052437 * 3909799 * 9119377 * 83212021
5231,1,13,x^13 + x^12 + 44,2 * 5 * 523 * 40165725956981 * 10453074620347880113528227943613
5231,1,14,x^14 + x^13 + 7,2^5 * 3 * 5 * 71 * 109 * 523 * 288624373085970303047 * 20484497029436802872791
5231,1,15,x^15 + x^14 + 24,2 * 5^2 * 7 * 523 * 601 * 3909799 * 16855921 * 249216868661 * 33253873617426530139601
5231,1,16,x^16 + x^15 + 35,2^8 * 3 * 5 * 13 * 17 * 109 * 523 * 56417 * 321169 * 1052437 * 9853169 * 37995569 * 910029005891081281
5231,1,17,x^17 + x^16 + 31,2 * 5 * 103 * 523 * 102001 * 4295676266026987 * 6965709411950376883751815302407971477
5231,1,18,x^18 + x^17 + 28,2^5 * 3^3 * 5 * 7 * 19 * 109 * 127 * 523 * 1567 * 131059 * 299287 * 3909799 * 4369033 * 9119377 * 17544097 * 12308298479767
5231,1,19,x^19 + x^18 + 20,2 * 5 * 523 * 647 * 102065771429335433 * 467508006752523853 * 278634273177833730929039240683
5231,1,20,x^20 + x^19 + 301,2^6 * 3 * 5^2 * 11 * 13 * 31 * 109 * 523 * 601 * 10711 * 13841 * 1052437 * 77665241 * 204961111 * 249216868661 * 521535146999529241
