p,r,n,poly,factorization
8741,1,2,x^2 + x + 3,2^3 * 3 * 5 * 19 * 23 * 31 * 47
8741,1,3,x^3 + x^2 + 3,2^2 * 5 * 19 * 23 * 76413823
8741,1,4,x^4 + x^3 + 27,2^4 * 3 * 5 * 13 * 19 * 23 * 29 * 31 * 47 * 101333
8741,1,5,x^5 + x^4 + 8,2^2 * 5^2 * 19 * 23 * 43411 * 26898271571
8741,1,6,x^6 + x^5 + 3,2^3 * 3^2 * 5 * 7^2 * 19 * 23 * 31 * 47 * 519703 * 76413823
8741,1,7,x^7 + x^6 + 47,2^2 * 5 * 19 * 23 * 446083756190866562349547
8741,1,8,x^8 + x^7 + 10,2^5 * 3 * 5 * 13 * 19 * 23 * 29 * 31 * 47 * 101333 * 639361 * 4565289721
8741,1,9,x^9 + x^8 + 18,2^2 * 5 * 19 * 23 * 37 * 76413823 * 12054938451330670593499
8741,1,10,x^10 + x^9 + 68,2^3 * 3 * 5^2 * 11 * 19 * 23 * 31 * 47 * 20611 * 43411 * 25745601961 * 26898271571
8741,1,11,x^11 + x^10 + 48,2^2 * 5 * 19 * 23 * 2729 * 7129 * 385199 * 870431 * 1473649 * 2473153 * 109537847
8741,1,12,x^12 + x^11 + 135,2^4 * 3^2 * 5 * 7^2 * 13 * 19 * 23 * 29 * 31 * 47 * 101333 * 519703 * 76413823 * 5837736326211481
8741,1,13,x^13 + x^12 + 7,2^2 * 5 * 19 * 23 * 53 * 418783 * 604688683 * 5708566820711 * 2596924283779910059
8741,1,14,x^14 + x^13 + 68,2^3 * 3 * 5 * 19 * 23 * 31 * 47 * 1093 * 408034493029954534297 * 446083756190866562349547
8741,1,15,x^15 + x^14 + 40,2^2 * 5^2 * 19 * 23 * 4621 * 43411 * 76413823 * 26898271571 * 7374002928902068910400125941
8741,1,16,x^16 + x^15 + 69,2^6 * 3 * 5 * 13 * 17 * 19 * 23 * 29 * 31 * 47 * 113 * 673 * 977 * 8353 * 36929 * 101333 * 639361 * 4565289721 * 43733269302433
8741,1,17,x^17 + x^16 + 63,2^2 * 5 * 19 * 23 * 443 * 326164203562473343557686019073 * 8038732729408021702616553349763
8741,1,18,x^18 + x^17 + 57,2^3 * 3^3 * 5 * 7^2 * 19 * 23 * 31 * 37 * 47 * 127 * 519703 * 1410049 * 76413823 * 830247431746609 * 12054938451330670593499
8741,1,19,x^19 + x^18 + 116,2^2 * 5 * 19^2 * 23 * 11483002105972895321 * 406762404971571438682978695402547760486923228982141
8741,1,20,x^20 + x^19 + 99,2^4 * 3 * 5^2 * 11 * 13 * 19 * 23 * 29 * 31 * 41 * 47 * 20611 * 43411 * 101333 * 3444901 * 25745601961 * 26898271571 * 241283905495941363992021
8741,2,2,x^4 + x^3 + 27,2^4 * 3 * 5 * 13 * 19 * 23 * 29 * 31 * 47 * 101333
8741,2,3,x^6 + x^5 + 3,2^3 * 3^2 * 5 * 7^2 * 19 * 23 * 31 * 47 * 519703 * 76413823
8741,2,4,x^8 + x^7 + 10,2^5 * 3 * 5 * 13 * 19 * 23 * 29 * 31 * 47 * 101333 * 639361 * 4565289721
8741,2,5,x^10 + x^9 + 68,2^3 * 3 * 5^2 * 11 * 19 * 23 * 31 * 47 * 20611 * 43411 * 25745601961 * 26898271571
8741,2,6,x^12 + x^11 + 135,2^4 * 3^2 * 5 * 7^2 * 13 * 19 * 23 * 29 * 31 * 47 * 101333 * 519703 * 76413823 * 5837736326211481
8741,2,7,x^14 + x^13 + 68,2^3 * 3 * 5 * 19 * 23 * 31 * 47 * 1093 * 408034493029954534297 * 446083756190866562349547
8741,2,8,x^16 + x^15 + 69,2^6 * 3 * 5 * 13 * 17 * 19 * 23 * 29 * 31 * 47 * 113 * 673 * 977 * 8353 * 36929 * 101333 * 639361 * 4565289721 * 43733269302433
8741,2,9,x^18 + x^17 + 57,2^3 * 3^3 * 5 * 7^2 * 19 * 23 * 31 * 37 * 47 * 127 * 519703 * 1410049 * 76413823 * 830247431746609 * 12054938451330670593499
8741,2,10,x^20 + x^19 + 99,2^4 * 3 * 5^2 * 11 * 13 * 19 * 23 * 29 * 31 * 41 * 47 * 20611 * 43411 * 101333 * 3444901 * 25745601961 * 26898271571 * 241283905495941363992021
8741,3,2,x^6 + x^5 + 3,2^3 * 3^2 * 5 * 7^2 * 19 * 23 * 31 * 47 * 519703 * 76413823
8741,3,3,x^9 + x^8 + 18,2^2 * 5 * 19 * 23 * 37 * 76413823 * 12054938451330670593499
8741,3,4,x^12 + x^11 + 135,2^4 * 3^2 * 5 * 7^2 * 13 * 19 * 23 * 29 * 31 * 47 * 101333 * 519703 * 76413823 * 5837736326211481
8741,3,5,x^15 + x^14 + 40,2^2 * 5^2 * 19 * 23 * 4621 * 43411 * 76413823 * 26898271571 * 7374002928902068910400125941
8741,3,6,x^18 + x^17 + 57,2^3 * 3^3 * 5 * 7^2 * 19 * 23 * 31 * 37 * 47 * 127 * 519703 * 1410049 * 76413823 * 830247431746609 * 12054938451330670593499
8741,4,2,x^8 + x^7 + 10,2^5 * 3 * 5 * 13 * 19 * 23 * 29 * 31 * 47 * 101333 * 639361 * 4565289721
8741,4,3,x^12 + x^11 + 135,2^4 * 3^2 * 5 * 7^2 * 13 * 19 * 23 * 29 * 31 * 47 * 101333 * 519703 * 76413823 * 5837736326211481
8741,4,4,x^16 + x^15 + 69,2^6 * 3 * 5 * 13 * 17 * 19 * 23 * 29 * 31 * 47 * 113 * 673 * 977 * 8353 * 36929 * 101333 * 639361 * 4565289721 * 43733269302433
