p,n,poly,factorization
6761,2,x^2 + x + 3,2^4 * 3 * 5 * 7^2 * 13^2 * 23
6761,3,x^3 + x^2 + 3,2^3 * 5 * 13^2 * 45717883
6761,4,x^4 + x^3 + 14,2^5 * 3 * 5 * 7^2 * 13^2 * 23 * 53 * 431237
6761,5,x^5 + x^4 + 3,2^3 * 5^2 * 13^2 * 41 * 101 * 1951 * 51733931
6761,6,x^6 + x^5 + 28,2^4 * 3^2 * 5 * 7^2 * 13^2 * 23 * 37 * 411751 * 45717883
6761,7,x^7 + x^6 + 28,2^3 * 5 * 13^2 * 1877 * 1419959381 * 35841787591
6761,8,x^8 + x^7 + 14,2^6 * 3 * 5 * 7^2 * 13^2 * 23 * 53 * 313 * 929 * 8017 * 431237 * 448169
6761,9,x^9 + x^8 + 89,2^3 * 5 * 13^2 * 19 * 45717883 * 5027036223664312732297
6761,10,x^10 + x^9 + 272,2^4 * 3 * 5^2 * 7^2 * 11 * 13^2 * 23 * 41 * 101 * 691 * 1951 * 51733931 * 274858252321
6761,11,x^11 + x^10 + 94,2^3 * 5 * 13^2 * 1927993 * 939683273 * 110175911050068568352099
6761,12,x^12 + x^11 + 31,2^5 * 3^2 * 5 * 7^2 * 13^2 * 23 * 37 * 53 * 409 * 411751 * 431237 * 45717883 * 5108817939769
6761,13,x^13 + x^12 + 23,2^3 * 5 * 13^3 * 79 * 131 * 4057 * 148279 * 112737675447686339517783620463563
6761,14,x^14 + x^13 + 114,2^4 * 3 * 5 * 7^3 * 13^2 * 23 * 29 * 1009 * 1877 * 7477 * 1311619 * 47542181 * 1419959381 * 35841787591
6761,15,x^15 + x^14 + 11,2^3 * 5^2 * 13^2 * 41 * 101 * 1471 * 1951 * 2553781 * 45717883 * 51733931 * 1675050331 * 693743715961
6761,16,x^16 + x^15 + 30,2^7 * 3 * 5 * 7^2 * 13^2 * 17 * 23 * 53 * 313 * 929 * 8017 * 431237 * 448169 * 128412875315312342266508230673
6761,17,x^17 + x^16 + 6,2^3 * 5 * 13^2 * 103 * 332011 * 15765121 * 35363253083344614096825684868301560627158664789
6761,18,x^18 + x^17 + 292,2^4 * 3^3 * 5 * 7^2 * 13^2 * 19 * 23 * 37 * 163 * 411751 * 45717883 * 1234303489 * 158246750161 * 5027036223664312732297
6761,19,x^19 + x^18 + 23,2^3 * 5 * 13^2 * 24261557 * 1952454821 * 6847651890511261195749953 * 2686703559793622781619465619
6761,20,x^20 + x^19 + 351,2^5 * 3 * 5^2 * 7^2 * 11 * 13^2 * 23 * 41 * 53 * 101 * 401 * 691 * 1951 * 431237 * 51733931 * 274858252321 * 10887874476825270516845207441
