p,e,n,poly,factorization
2437,1,2,x^2 + x + 6,2^3 * 3 * 7 * 23 * 29 * 53
2437,1,3,x^3 + x^2 + 2,2^2 * 3^2 * 7 * 29 * 1980469
2437,1,4,x^4 + x^3 + 43,2^4 * 3 * 5 * 7 * 23 * 29 * 53 * 89 * 6673
2437,1,5,x^5 + x^4 + 5,2^2 * 3 * 7 * 29 * 41 * 61 * 14108689321
2437,1,6,x^6 + x^5 + 38,2^3 * 3^2 * 7 * 23 * 29 * 53 * 673 * 8821 * 1980469
2437,1,7,x^7 + x^6 + 23,2^2 * 3 * 7^2 * 29 * 29937351762661882141
2437,1,8,x^8 + x^7 + 15,2^5 * 3 * 5 * 7 * 23 * 29 * 53 * 89 * 6673 * 49177 * 358616353
2437,1,9,x^9 + x^8 + 51,2^2 * 3^3 * 7 * 19 * 29 * 1980469 * 3675008259307760959
2437,1,10,x^10 + x^9 + 2,2^3 * 3 * 7 * 11 * 23 * 29 * 41 * 53 * 61 * 301241 * 10639891 * 14108689321
2437,1,11,x^11 + x^10 + 23,2^2 * 3 * 7 * 29 * 67 * 331 * 1046663490973 * 318437103506695427
2437,1,12,x^12 + x^11 + 15,2^4 * 3^2 * 5 * 7 * 13 * 23 * 29 * 53 * 89 * 541 * 673 * 1117 * 6673 * 8821 * 1980469 * 4489813
2437,1,13,x^13 + x^12 + 73,2^2 * 3 * 7 * 29 * 79 * 4096293304853318011 * 135652080362879281969
2437,1,14,x^14 + x^13 + 73,2^3 * 3 * 7^2 * 23 * 29 * 53 * 71 * 113 * 26098660069328491 * 29937351762661882141
2437,1,15,x^15 + x^14 + 2,2^2 * 3^2 * 7 * 29 * 31 * 41 * 61 * 23581 * 1980469 * 14108689321 * 1701147910912085863291
2437,1,16,x^16 + x^15 + 2,2^6 * 3 * 5 * 7 * 17 * 23 * 29 * 53 * 89 * 97 * 1297 * 6673 * 49177 * 358616353 * 290839645143710068337
2437,1,17,x^17 + x^16 + 52,2^2 * 3 * 7 * 29 * 1361 * 1137649779489234817587326181512278509774191040205921
2437,1,18,x^18 + x^17 + 109,2^3 * 3^3 * 7 * 19 * 23 * 29 * 53 * 127 * 673 * 8821 * 169129 * 1980469 * 9752397019579 * 3675008259307760959
2437,1,19,x^19 + x^18 + 37,2^2 * 3 * 7 * 29 * 185206871 * 326225072454423203 * 152196035475933232310018631488390179
2437,1,20,x^20 + x^19 + 24,2^4 * 3 * 5^2 * 7 * 11 * 23 * 29 * 41 * 53 * 61 * 89 * 6673 * 301241 * 10639891 * 14108689321 * 248813623532931036969932861
2437,1,21,x^21 + x^20 + 2,2^2 * 3^2 * 7^2 * 29 * 2647 * 1980469 * 5307610393 * 29937351762661882141 * 3122016024818906612128183159
2437,1,22,x^22 + x^21 + 2,2^3 * 3 * 7 * 23 * 29 * 53 * 67 * 331 * 617 * 1321 * 1046663490973 * 318437103506695427 * 9061271393057984422640379029
2437,1,23,x^23 + x^22 + 140,2^2 * 3 * 7 * 29 * 20884139 * 1151245957 * 1449115844009 * 233431814315288508347 * 39879714795165882628053583
2437,2,2,x^4 + x^3 + 43,2^4 * 3 * 5 * 7 * 23 * 29 * 53 * 89 * 6673
2437,2,3,x^6 + x^5 + 38,2^3 * 3^2 * 7 * 23 * 29 * 53 * 673 * 8821 * 1980469
2437,2,4,x^8 + x^7 + 15,2^5 * 3 * 5 * 7 * 23 * 29 * 53 * 89 * 6673 * 49177 * 358616353
2437,2,5,x^10 + x^9 + 2,2^3 * 3 * 7 * 11 * 23 * 29 * 41 * 53 * 61 * 301241 * 10639891 * 14108689321
2437,2,6,x^12 + x^11 + 15,2^4 * 3^2 * 5 * 7 * 13 * 23 * 29 * 53 * 89 * 541 * 673 * 1117 * 6673 * 8821 * 1980469 * 4489813
2437,2,7,x^14 + x^13 + 73,2^3 * 3 * 7^2 * 23 * 29 * 53 * 71 * 113 * 26098660069328491 * 29937351762661882141
2437,2,8,x^16 + x^15 + 2,2^6 * 3 * 5 * 7 * 17 * 23 * 29 * 53 * 89 * 97 * 1297 * 6673 * 49177 * 358616353 * 290839645143710068337
2437,2,9,x^18 + x^17 + 109,2^3 * 3^3 * 7 * 19 * 23 * 29 * 53 * 127 * 673 * 8821 * 169129 * 1980469 * 9752397019579 * 3675008259307760959
2437,2,10,x^20 + x^19 + 24,2^4 * 3 * 5^2 * 7 * 11 * 23 * 29 * 41 * 53 * 61 * 89 * 6673 * 301241 * 10639891 * 14108689321 * 248813623532931036969932861
2437,2,11,x^22 + x^21 + 2,2^3 * 3 * 7 * 23 * 29 * 53 * 67 * 331 * 617 * 1321 * 1046663490973 * 318437103506695427 * 9061271393057984422640379029
2437,3,2,x^6 + x^5 + 38,2^3 * 3^2 * 7 * 23 * 29 * 53 * 673 * 8821 * 1980469
2437,3,3,x^9 + x^8 + 51,2^2 * 3^3 * 7 * 19 * 29 * 1980469 * 3675008259307760959
2437,3,4,x^12 + x^11 + 15,2^4 * 3^2 * 5 * 7 * 13 * 23 * 29 * 53 * 89 * 541 * 673 * 1117 * 6673 * 8821 * 1980469 * 4489813
2437,3,5,x^15 + x^14 + 2,2^2 * 3^2 * 7 * 29 * 31 * 41 * 61 * 23581 * 1980469 * 14108689321 * 1701147910912085863291
2437,3,6,x^18 + x^17 + 109,2^3 * 3^3 * 7 * 19 * 23 * 29 * 53 * 127 * 673 * 8821 * 169129 * 1980469 * 9752397019579 * 3675008259307760959
2437,3,7,x^21 + x^20 + 2,2^2 * 3^2 * 7^2 * 29 * 2647 * 1980469 * 5307610393 * 29937351762661882141 * 3122016024818906612128183159
2437,4,2,x^8 + x^7 + 15,2^5 * 3 * 5 * 7 * 23 * 29 * 53 * 89 * 6673 * 49177 * 358616353
2437,4,3,x^12 + x^11 + 15,2^4 * 3^2 * 5 * 7 * 13 * 23 * 29 * 53 * 89 * 541 * 673 * 1117 * 6673 * 8821 * 1980469 * 4489813
2437,4,4,x^16 + x^15 + 2,2^6 * 3 * 5 * 7 * 17 * 23 * 29 * 53 * 89 * 97 * 1297 * 6673 * 49177 * 358616353 * 290839645143710068337
2437,4,5,x^20 + x^19 + 24,2^4 * 3 * 5^2 * 7 * 11 * 23 * 29 * 41 * 53 * 61 * 89 * 6673 * 301241 * 10639891 * 14108689321 * 248813623532931036969932861
2437,5,2,x^10 + x^9 + 2,2^3 * 3 * 7 * 11 * 23 * 29 * 41 * 53 * 61 * 301241 * 10639891 * 14108689321
2437,5,3,x^15 + x^14 + 2,2^2 * 3^2 * 7 * 29 * 31 * 41 * 61 * 23581 * 1980469 * 14108689321 * 1701147910912085863291
2437,5,4,x^20 + x^19 + 24,2^4 * 3 * 5^2 * 7 * 11 * 23 * 29 * 41 * 53 * 61 * 89 * 6673 * 301241 * 10639891 * 14108689321 * 248813623532931036969932861
2437,6,2,x^12 + x^11 + 15,2^4 * 3^2 * 5 * 7 * 13 * 23 * 29 * 53 * 89 * 541 * 673 * 1117 * 6673 * 8821 * 1980469 * 4489813
