p,r,n,poly,factorization
5573,1,2,x^2 + x + 3,2^3 * 3 * 7 * 199 * 929
5573,1,3,x^3 + x^2 + 2,2^2 * 7 * 13 * 199 * 2389531
5573,1,4,x^4 + x^3 + 32,2^4 * 3 * 5 * 7 * 89 * 199 * 929 * 34897
5573,1,5,x^5 + x^4 + 3,2^2 * 7 * 199 * 110291 * 8747703071
5573,1,6,x^6 + x^5 + 5,2^3 * 3^2 * 7 * 13 * 199 * 929 * 2389531 * 10350919
5573,1,7,x^7 + x^6 + 2,2^2 * 7^2 * 199 * 1560203 * 2743677393968183
5573,1,8,x^8 + x^7 + 2,2^5 * 3 * 5 * 7 * 41 * 89 * 199 * 241^2 * 929 * 34897 * 202538801
5573,1,9,x^9 + x^8 + 3,2^2 * 7 * 13 * 19 * 199 * 2389531 * 1576814690365402032253
5573,1,10,x^10 + x^9 + 30,2^3 * 3 * 7 * 11 * 199 * 929 * 1361 * 2861 * 110291 * 22516951 * 8747703071
5573,1,11,x^11 + x^10 + 3,2^2 * 7 * 199 * 111409 * 4512971 * 147127265693 * 390744058643929
5573,1,12,x^12 + x^11 + 65,2^4 * 3^2 * 5 * 7 * 13 * 37 * 89 * 199 * 929 * 1321 * 34897 * 2389531 * 10350919 * 19735658269
5573,1,13,x^13 + x^12 + 3,2^2 * 7 * 199 * 17534426183 * 51198223736251938622235616279448307
5573,1,14,x^14 + x^13 + 48,2^3 * 3 * 7^2 * 29 * 199 * 929 * 57947 * 1147819 * 1560203 * 15529374841 * 2743677393968183
5573,1,15,x^15 + x^14 + 43,2^2 * 7 * 13 * 61 * 199 * 110291 * 2389531 * 1373634331 * 3028613611 * 3665975581 * 8747703071
5573,1,16,x^16 + x^15 + 131,2^6 * 3 * 5 * 7 * 17 * 41 * 89 * 199 * 241^2 * 929 * 2593 * 34897 * 202538801 * 2132239649 * 4949882568854689
5573,1,17,x^17 + x^16 + 43,2^2 * 7 * 199 * 39883 * 908862660107 * 1212450162259528198967 * 19703920590666537597583
5573,1,18,x^18 + x^17 + 131,2^3 * 3^3 * 7 * 13 * 19 * 199 * 929 * 23869 * 65287 * 2389531 * 10350919 * 6408436219597 * 1576814690365402032253
5573,1,19,x^19 + x^18 + 32,2^2 * 7 * 199 * 2630070771187063 * 220269080458714711 * 46425836402933911542483436649115391
5573,1,20,x^20 + x^19 + 38,2^4 * 3 * 5^2 * 7 * 11 * 89 * 199 * 929 * 1361 * 2861 * 34897 * 110291 * 22516951 * 8747703071 * 186098265823555993173586766141
5573,1,21,x^21 + x^20 + 179,2^2 * 7^2 * 13 * 199 * 1560203 * 2389531 * 2743677393968183 * 897409332002151556746034378486373278235320969
5573,2,2,x^4 + x^3 + 32,2^4 * 3 * 5 * 7 * 89 * 199 * 929 * 34897
5573,2,3,x^6 + x^5 + 5,2^3 * 3^2 * 7 * 13 * 199 * 929 * 2389531 * 10350919
5573,2,4,x^8 + x^7 + 2,2^5 * 3 * 5 * 7 * 41 * 89 * 199 * 241^2 * 929 * 34897 * 202538801
5573,2,5,x^10 + x^9 + 30,2^3 * 3 * 7 * 11 * 199 * 929 * 1361 * 2861 * 110291 * 22516951 * 8747703071
5573,2,6,x^12 + x^11 + 65,2^4 * 3^2 * 5 * 7 * 13 * 37 * 89 * 199 * 929 * 1321 * 34897 * 2389531 * 10350919 * 19735658269
5573,2,7,x^14 + x^13 + 48,2^3 * 3 * 7^2 * 29 * 199 * 929 * 57947 * 1147819 * 1560203 * 15529374841 * 2743677393968183
5573,2,8,x^16 + x^15 + 131,2^6 * 3 * 5 * 7 * 17 * 41 * 89 * 199 * 241^2 * 929 * 2593 * 34897 * 202538801 * 2132239649 * 4949882568854689
5573,2,9,x^18 + x^17 + 131,2^3 * 3^3 * 7 * 13 * 19 * 199 * 929 * 23869 * 65287 * 2389531 * 10350919 * 6408436219597 * 1576814690365402032253
5573,2,10,x^20 + x^19 + 38,2^4 * 3 * 5^2 * 7 * 11 * 89 * 199 * 929 * 1361 * 2861 * 34897 * 110291 * 22516951 * 8747703071 * 186098265823555993173586766141
5573,3,2,x^6 + x^5 + 5,2^3 * 3^2 * 7 * 13 * 199 * 929 * 2389531 * 10350919
5573,3,3,x^9 + x^8 + 3,2^2 * 7 * 13 * 19 * 199 * 2389531 * 1576814690365402032253
5573,3,4,x^12 + x^11 + 65,2^4 * 3^2 * 5 * 7 * 13 * 37 * 89 * 199 * 929 * 1321 * 34897 * 2389531 * 10350919 * 19735658269
5573,3,5,x^15 + x^14 + 43,2^2 * 7 * 13 * 61 * 199 * 110291 * 2389531 * 1373634331 * 3028613611 * 3665975581 * 8747703071
5573,3,6,x^18 + x^17 + 131,2^3 * 3^3 * 7 * 13 * 19 * 199 * 929 * 23869 * 65287 * 2389531 * 10350919 * 6408436219597 * 1576814690365402032253
5573,3,7,x^21 + x^20 + 179,2^2 * 7^2 * 13 * 199 * 1560203 * 2389531 * 2743677393968183 * 897409332002151556746034378486373278235320969
5573,4,2,x^8 + x^7 + 2,2^5 * 3 * 5 * 7 * 41 * 89 * 199 * 241^2 * 929 * 34897 * 202538801
5573,4,3,x^12 + x^11 + 65,2^4 * 3^2 * 5 * 7 * 13 * 37 * 89 * 199 * 929 * 1321 * 34897 * 2389531 * 10350919 * 19735658269
5573,4,4,x^16 + x^15 + 131,2^6 * 3 * 5 * 7 * 17 * 41 * 89 * 199 * 241^2 * 929 * 2593 * 34897 * 202538801 * 2132239649 * 4949882568854689
5573,4,5,x^20 + x^19 + 38,2^4 * 3 * 5^2 * 7 * 11 * 89 * 199 * 929 * 1361 * 2861 * 34897 * 110291 * 22516951 * 8747703071 * 186098265823555993173586766141
5573,5,2,x^10 + x^9 + 30,2^3 * 3 * 7 * 11 * 199 * 929 * 1361 * 2861 * 110291 * 22516951 * 8747703071
5573,5,3,x^15 + x^14 + 43,2^2 * 7 * 13 * 61 * 199 * 110291 * 2389531 * 1373634331 * 3028613611 * 3665975581 * 8747703071
5573,5,4,x^20 + x^19 + 38,2^4 * 3 * 5^2 * 7 * 11 * 89 * 199 * 929 * 1361 * 2861 * 34897 * 110291 * 22516951 * 8747703071 * 186098265823555993173586766141
5573,6,2,x^12 + x^11 + 65,2^4 * 3^2 * 5 * 7 * 13 * 37 * 89 * 199 * 929 * 1321 * 34897 * 2389531 * 10350919 * 19735658269
5573,6,3,x^18 + x^17 + 131,2^3 * 3^3 * 7 * 13 * 19 * 199 * 929 * 23869 * 65287 * 2389531 * 10350919 * 6408436219597 * 1576814690365402032253
5573,7,2,x^14 + x^13 + 48,2^3 * 3 * 7^2 * 29 * 199 * 929 * 57947 * 1147819 * 1560203 * 15529374841 * 2743677393968183
5573,7,3,x^21 + x^20 + 179,2^2 * 7^2 * 13 * 199 * 1560203 * 2389531 * 2743677393968183 * 897409332002151556746034378486373278235320969
5573,8,2,x^16 + x^15 + 131,2^6 * 3 * 5 * 7 * 17 * 41 * 89 * 199 * 241^2 * 929 * 2593 * 34897 * 202538801 * 2132239649 * 4949882568854689
5573,9,2,x^18 + x^17 + 131,2^3 * 3^3 * 7 * 13 * 19 * 199 * 929 * 23869 * 65287 * 2389531 * 10350919 * 6408436219597 * 1576814690365402032253
5573,10,2,x^20 + x^19 + 38,2^4 * 3 * 5^2 * 7 * 11 * 89 * 199 * 929 * 1361 * 2861 * 34897 * 110291 * 22516951 * 8747703071 * 186098265823555993173586766141
