p,e,n,poly,factorization
9631,1,2,x^2 + x + 6,2^6 * 3^2 * 5 * 7 * 43 * 107
9631,1,3,x^3 + x^2 + 10,2 * 3^3 * 5 * 107 * 151 * 204781
9631,1,4,x^4 + x^3 + 6,2^7 * 3^2 * 5 * 7 * 43 * 107 * 46378081
9631,1,5,x^5 + x^4 + 11,2 * 3^2 * 5^2 * 41 * 101 * 107 * 2411 * 172368611
9631,1,6,x^6 + x^5 + 24,2^6 * 3^3 * 5 * 7 * 37 * 43 * 107 * 151 * 331 * 7573 * 204781
9631,1,7,x^7 + x^6 + 17,2 * 3^2 * 5 * 107 * 3697 * 2900916971 * 74419824851
9631,1,8,x^8 + x^7 + 83,2^8 * 3^2 * 5 * 7 * 17 * 43 * 107 * 137 * 1321601 * 1397609 * 46378081
9631,1,9,x^9 + x^8 + 44,2 * 3^4 * 5 * 19^2 * 107 * 151 * 523 * 204781 * 564620311 * 2495408527
9631,1,10,x^10 + x^9 + 26,2^6 * 3^2 * 5^2 * 7 * 11 * 41 * 43 * 71 * 101 * 107 * 2411 * 172368611 * 11015124406681
9631,1,11,x^11 + x^10 + 22,2 * 3^2 * 5 * 107 * 17579 * 54517 * 244553 * 29299473359420244760440959
9631,1,12,x^12 + x^11 + 191,2^7 * 3^3 * 5 * 7 * 13 * 37 * 43 * 107 * 151 * 331 * 613 * 7573 * 204781 * 46378081 * 1079646795169
9631,1,13,x^13 + x^12 + 114,2 * 3^2 * 5 * 107 * 636944644044500701160176830419369582964436479553
9631,1,14,x^14 + x^13 + 48,2^6 * 3^2 * 5 * 7^2 * 43 * 107 * 1471 * 3697 * 2900916971 * 74419824851 * 77494787794093846303
9631,1,15,x^15 + x^14 + 37,2 * 3^3 * 5^2 * 41 * 101 * 107 * 151 * 2411 * 3391 * 204781 * 172368611 * 40800541193941 * 534973480151491
9631,1,16,x^16 + x^15 + 73,2^9 * 3^2 * 5 * 7 * 17 * 43 * 107 * 137 * 353 * 641 * 673 * 18353 * 1321601 * 1397609 * 46378081 * 13242994646281982033
9631,1,17,x^17 + x^16 + 82,2 * 3^2 * 5 * 107 * 239 * 307 * 647 * 3750717277 * 30777428810073348105706989785280375947591303231
9631,1,18,x^18 + x^17 + 21,2^6 * 3^4 * 5 * 7 * 19^2 * 37 * 43 * 107 * 151 * 271 * 331 * 523 * 7573 * 204781 * 564620311 * 2495408527 * 2944821710696751079021
9631,1,19,x^19 + x^18 + 241,2 * 3^2 * 5 * 107 * 807463 * 629516845745642083813794228119355666864722315594805777902083546423
9631,1,20,x^20 + x^19 + 96,2^7 * 3^2 * 5^2 * 7 * 11 * 41 * 43 * 71 * 101 * 107 * 2411 * 20726581 * 46378081 * 172368611 * 11015124406681 * 3571440261731751714230941
9631,2,2,x^4 + x^3 + 6,2^7 * 3^2 * 5 * 7 * 43 * 107 * 46378081
9631,2,3,x^6 + x^5 + 24,2^6 * 3^3 * 5 * 7 * 37 * 43 * 107 * 151 * 331 * 7573 * 204781
9631,2,4,x^8 + x^7 + 83,2^8 * 3^2 * 5 * 7 * 17 * 43 * 107 * 137 * 1321601 * 1397609 * 46378081
9631,2,5,x^10 + x^9 + 26,2^6 * 3^2 * 5^2 * 7 * 11 * 41 * 43 * 71 * 101 * 107 * 2411 * 172368611 * 11015124406681
9631,2,6,x^12 + x^11 + 191,2^7 * 3^3 * 5 * 7 * 13 * 37 * 43 * 107 * 151 * 331 * 613 * 7573 * 204781 * 46378081 * 1079646795169
9631,2,7,x^14 + x^13 + 48,2^6 * 3^2 * 5 * 7^2 * 43 * 107 * 1471 * 3697 * 2900916971 * 74419824851 * 77494787794093846303
9631,2,8,x^16 + x^15 + 73,2^9 * 3^2 * 5 * 7 * 17 * 43 * 107 * 137 * 353 * 641 * 673 * 18353 * 1321601 * 1397609 * 46378081 * 13242994646281982033
9631,2,9,x^18 + x^17 + 21,2^6 * 3^4 * 5 * 7 * 19^2 * 37 * 43 * 107 * 151 * 271 * 331 * 523 * 7573 * 204781 * 564620311 * 2495408527 * 2944821710696751079021
9631,2,10,x^20 + x^19 + 96,2^7 * 3^2 * 5^2 * 7 * 11 * 41 * 43 * 71 * 101 * 107 * 2411 * 20726581 * 46378081 * 172368611 * 11015124406681 * 3571440261731751714230941
9631,3,2,x^6 + x^5 + 24,2^6 * 3^3 * 5 * 7 * 37 * 43 * 107 * 151 * 331 * 7573 * 204781
9631,3,3,x^9 + x^8 + 44,2 * 3^4 * 5 * 19^2 * 107 * 151 * 523 * 204781 * 564620311 * 2495408527
9631,3,4,x^12 + x^11 + 191,2^7 * 3^3 * 5 * 7 * 13 * 37 * 43 * 107 * 151 * 331 * 613 * 7573 * 204781 * 46378081 * 1079646795169
9631,3,5,x^15 + x^14 + 37,2 * 3^3 * 5^2 * 41 * 101 * 107 * 151 * 2411 * 3391 * 204781 * 172368611 * 40800541193941 * 534973480151491
9631,3,6,x^18 + x^17 + 21,2^6 * 3^4 * 5 * 7 * 19^2 * 37 * 43 * 107 * 151 * 271 * 331 * 523 * 7573 * 204781 * 564620311 * 2495408527 * 2944821710696751079021
9631,4,2,x^8 + x^7 + 83,2^8 * 3^2 * 5 * 7 * 17 * 43 * 107 * 137 * 1321601 * 1397609 * 46378081
9631,4,3,x^12 + x^11 + 191,2^7 * 3^3 * 5 * 7 * 13 * 37 * 43 * 107 * 151 * 331 * 613 * 7573 * 204781 * 46378081 * 1079646795169
9631,4,4,x^16 + x^15 + 73,2^9 * 3^2 * 5 * 7 * 17 * 43 * 107 * 137 * 353 * 641 * 673 * 18353 * 1321601 * 1397609 * 46378081 * 13242994646281982033
