p,e,n,poly,factorization
2671,1,2,x^2 + x + 23,2^5 * 3 * 5 * 89 * 167
2671,1,3,x^3 + x^2 + 5,2 * 3^2 * 5 * 7 * 19 * 31 * 89 * 577
2671,1,4,x^4 + x^3 + 14,2^6 * 3 * 5 * 89 * 167 * 3567121
2671,1,5,x^5 + x^4 + 5,2 * 3 * 5^2 * 11^2 * 89 * 571 * 147389551
2671,1,6,x^6 + x^5 + 28,2^5 * 3^2 * 5 * 7 * 19 * 31 * 61 * 89 * 167 * 577 * 116911
2671,1,7,x^7 + x^6 + 10,2 * 3 * 5 * 89 * 127 * 2860238405785894351
2671,1,8,x^8 + x^7 + 221,2^7 * 3 * 5 * 17 * 89 * 167 * 3567121 * 1496982195473
2671,1,9,x^9 + x^8 + 20,2 * 3^3 * 5 * 7 * 19 * 31 * 37 * 89 * 577 * 2158921 * 1515247578343
2671,1,10,x^10 + x^9 + 59,2^5 * 3 * 5^2 * 11^2 * 89 * 167 * 571 * 761441 * 66818501 * 147389551
2671,1,11,x^11 + x^10 + 42,2 * 3 * 5 * 23 * 89 * 463 * 13751 * 3475187 * 422113121 * 86069913557
2671,1,12,x^12 + x^11 + 19,2^6 * 3^2 * 5 * 7 * 13 * 19 * 31 * 61 * 89 * 167 * 409 * 577 * 7669 * 116911 * 1248217 * 3567121
2671,1,13,x^13 + x^12 + 34,2 * 3 * 5 * 79 * 89 * 18535609 * 158640450203 * 567807857729013936581
2671,1,14,x^14 + x^13 + 15,2^5 * 3 * 5 * 89 * 127 * 167 * 56477 * 6427012476131843 * 2860238405785894351
2671,1,15,x^15 + x^14 + 45,2 * 3^2 * 5^2 * 7 * 11^2 * 19 * 31 * 89 * 571 * 577 * 147389551 * 376013753971 * 6886915375583611
2671,1,16,x^16 + x^15 + 31,2^8 * 3 * 5 * 17 * 89 * 167 * 2160001 * 3567121 * 4769873 * 1496982195473 * 125718832829297
2671,1,17,x^17 + x^16 + 101,2 * 3 * 5 * 89 * 443 * 10303 * 686901253081031 * 5609658964810501 * 381721516810139663
2671,1,18,x^18 + x^17 + 23,2^5 * 3^3 * 5 * 7 * 19 * 31 * 37 * 61 * 89 * 167 * 577 * 1153 * 6607 * 116911 * 2158921 * 1515247578343 * 47666110342141
2671,1,19,x^19 + x^18 + 100,2 * 3 * 5 * 89 * 20269611619347193 * 2362910018519145632704281689384641581622765273
2671,1,20,x^20 + x^19 + 109,2^6 * 3 * 5^2 * 11^2 * 89 * 167 * 571 * 761441 * 3567121 * 66818501 * 86512561 * 147389551 * 2887827181 * 10369090741
2671,1,21,x^21 + x^20 + 160,2 * 3^2 * 5 * 7^2 * 19 * 31 * 89 * 127 * 577 * 1008043 * 1097425477 * 2860238405785894351 * 17020483512091996051937473
2671,1,22,x^22 + x^21 + 15,2^5 * 3 * 5 * 23 * 67 * 89 * 167 * 463 * 661 * 13751 * 3475187 * 422113121 * 86069913557 * 1119799582397 * 372528712156901609
2671,1,23,x^23 + x^22 + 247,2 * 3 * 5 * 89 * 1013 * 210037 * 4165991 * 61444319040463 * 44759254905254348075018081001746150052149059121
2671,2,2,x^4 + x^3 + 14,2^6 * 3 * 5 * 89 * 167 * 3567121
2671,2,3,x^6 + x^5 + 28,2^5 * 3^2 * 5 * 7 * 19 * 31 * 61 * 89 * 167 * 577 * 116911
2671,2,4,x^8 + x^7 + 221,2^7 * 3 * 5 * 17 * 89 * 167 * 3567121 * 1496982195473
2671,2,5,x^10 + x^9 + 59,2^5 * 3 * 5^2 * 11^2 * 89 * 167 * 571 * 761441 * 66818501 * 147389551
2671,2,6,x^12 + x^11 + 19,2^6 * 3^2 * 5 * 7 * 13 * 19 * 31 * 61 * 89 * 167 * 409 * 577 * 7669 * 116911 * 1248217 * 3567121
2671,2,7,x^14 + x^13 + 15,2^5 * 3 * 5 * 89 * 127 * 167 * 56477 * 6427012476131843 * 2860238405785894351
2671,2,8,x^16 + x^15 + 31,2^8 * 3 * 5 * 17 * 89 * 167 * 2160001 * 3567121 * 4769873 * 1496982195473 * 125718832829297
2671,2,9,x^18 + x^17 + 23,2^5 * 3^3 * 5 * 7 * 19 * 31 * 37 * 61 * 89 * 167 * 577 * 1153 * 6607 * 116911 * 2158921 * 1515247578343 * 47666110342141
2671,2,10,x^20 + x^19 + 109,2^6 * 3 * 5^2 * 11^2 * 89 * 167 * 571 * 761441 * 3567121 * 66818501 * 86512561 * 147389551 * 2887827181 * 10369090741
2671,2,11,x^22 + x^21 + 15,2^5 * 3 * 5 * 23 * 67 * 89 * 167 * 463 * 661 * 13751 * 3475187 * 422113121 * 86069913557 * 1119799582397 * 372528712156901609
2671,3,2,x^6 + x^5 + 28,2^5 * 3^2 * 5 * 7 * 19 * 31 * 61 * 89 * 167 * 577 * 116911
2671,3,3,x^9 + x^8 + 20,2 * 3^3 * 5 * 7 * 19 * 31 * 37 * 89 * 577 * 2158921 * 1515247578343
2671,3,4,x^12 + x^11 + 19,2^6 * 3^2 * 5 * 7 * 13 * 19 * 31 * 61 * 89 * 167 * 409 * 577 * 7669 * 116911 * 1248217 * 3567121
2671,3,5,x^15 + x^14 + 45,2 * 3^2 * 5^2 * 7 * 11^2 * 19 * 31 * 89 * 571 * 577 * 147389551 * 376013753971 * 6886915375583611
2671,3,6,x^18 + x^17 + 23,2^5 * 3^3 * 5 * 7 * 19 * 31 * 37 * 61 * 89 * 167 * 577 * 1153 * 6607 * 116911 * 2158921 * 1515247578343 * 47666110342141
2671,3,7,x^21 + x^20 + 160,2 * 3^2 * 5 * 7^2 * 19 * 31 * 89 * 127 * 577 * 1008043 * 1097425477 * 2860238405785894351 * 17020483512091996051937473
2671,4,2,x^8 + x^7 + 221,2^7 * 3 * 5 * 17 * 89 * 167 * 3567121 * 1496982195473
2671,4,3,x^12 + x^11 + 19,2^6 * 3^2 * 5 * 7 * 13 * 19 * 31 * 61 * 89 * 167 * 409 * 577 * 7669 * 116911 * 1248217 * 3567121
2671,4,4,x^16 + x^15 + 31,2^8 * 3 * 5 * 17 * 89 * 167 * 2160001 * 3567121 * 4769873 * 1496982195473 * 125718832829297
2671,4,5,x^20 + x^19 + 109,2^6 * 3 * 5^2 * 11^2 * 89 * 167 * 571 * 761441 * 3567121 * 66818501 * 86512561 * 147389551 * 2887827181 * 10369090741
2671,5,2,x^10 + x^9 + 59,2^5 * 3 * 5^2 * 11^2 * 89 * 167 * 571 * 761441 * 66818501 * 147389551
2671,5,3,x^15 + x^14 + 45,2 * 3^2 * 5^2 * 7 * 11^2 * 19 * 31 * 89 * 571 * 577 * 147389551 * 376013753971 * 6886915375583611
2671,5,4,x^20 + x^19 + 109,2^6 * 3 * 5^2 * 11^2 * 89 * 167 * 571 * 761441 * 3567121 * 66818501 * 86512561 * 147389551 * 2887827181 * 10369090741
2671,6,2,x^12 + x^11 + 19,2^6 * 3^2 * 5 * 7 * 13 * 19 * 31 * 61 * 89 * 167 * 409 * 577 * 7669 * 116911 * 1248217 * 3567121
2671,6,3,x^18 + x^17 + 23,2^5 * 3^3 * 5 * 7 * 19 * 31 * 37 * 61 * 89 * 167 * 577 * 1153 * 6607 * 116911 * 2158921 * 1515247578343 * 47666110342141
2671,7,2,x^14 + x^13 + 15,2^5 * 3 * 5 * 89 * 127 * 167 * 56477 * 6427012476131843 * 2860238405785894351
2671,7,3,x^21 + x^20 + 160,2 * 3^2 * 5 * 7^2 * 19 * 31 * 89 * 127 * 577 * 1008043 * 1097425477 * 2860238405785894351 * 17020483512091996051937473
2671,8,2,x^16 + x^15 + 31,2^8 * 3 * 5 * 17 * 89 * 167 * 2160001 * 3567121 * 4769873 * 1496982195473 * 125718832829297
2671,9,2,x^18 + x^17 + 23,2^5 * 3^3 * 5 * 7 * 19 * 31 * 37 * 61 * 89 * 167 * 577 * 1153 * 6607 * 116911 * 2158921 * 1515247578343 * 47666110342141
2671,10,2,x^20 + x^19 + 109,2^6 * 3 * 5^2 * 11^2 * 89 * 167 * 571 * 761441 * 3567121 * 66818501 * 86512561 * 147389551 * 2887827181 * 10369090741
2671,11,2,x^22 + x^21 + 15,2^5 * 3 * 5 * 23 * 67 * 89 * 167 * 463 * 661 * 13751 * 3475187 * 422113121 * 86069913557 * 1119799582397 * 372528712156901609
