p,r,n,poly,factorization
8923,1,2,x^2 + x + 2,2^3 * 3 * 23 * 97 * 1487
8923,1,3,x^3 + x^2 + 7,2 * 3^2 * 1487 * 26542951
8923,1,4,x^4 + x^3 + 55,2^4 * 3 * 5 * 13 * 23 * 37 * 97 * 1487 * 16553
8923,1,5,x^5 + x^4 + 19,2 * 3 * 1181 * 1487 * 5368368858781
8923,1,6,x^6 + x^5 + 58,2^3 * 3^2 * 7 * 19 * 23 * 31 * 97 * 1487 * 19309 * 26542951
8923,1,7,x^7 + x^6 + 42,2 * 3 * 29 * 71 * 113 * 1487 * 92051 * 23569519618429
8923,1,8,x^8 + x^7 + 72,2^5 * 3 * 5 * 13 * 17 * 23 * 37 * 97 * 1487 * 16553 * 186450973351913
8923,1,9,x^9 + x^8 + 19,2 * 3^3 * 1487 * 2683 * 3313 * 26096167 * 26542951 * 725312683
8923,1,10,x^10 + x^9 + 41,2^3 * 3 * 11 * 23 * 97 * 251 * 1181 * 1487 * 2295770635621 * 5368368858781
8923,1,11,x^11 + x^10 + 9,2 * 3 * 1487 * 2069 * 15907 * 284351761 * 341942364129975066306091
8923,1,12,x^12 + x^11 + 34,2^4 * 3^2 * 5 * 7 * 13 * 19 * 23 * 31 * 37 * 97 * 1487 * 16553 * 19309 * 26542951 * 6339333014345113
8923,1,13,x^13 + x^12 + 24,2 * 3 * 1487 * 242867 * 567529 * 20841679 * 38024521523 * 2332525298504912551
8923,1,14,x^14 + x^13 + 5,2^3 * 3 * 23 * 29 * 43 * 71 * 97 * 113 * 1487 * 92051 * 23569519618429 * 11736760263215631809089
8923,1,15,x^15 + x^14 + 42,2 * 3^2 * 421 * 1181 * 1487 * 26542951 * 250533271 * 5368368858781 * 380970164393746155691
8923,1,16,x^16 + x^15 + 56,2^6 * 3 * 5 * 13 * 17 * 23 * 37 * 97 * 1487 * 16553 * 581377 * 186450973351913 * 34562034683381333751365233
8923,1,17,x^17 + x^16 + 6,2 * 3 * 1487 * 2687 * 25975661 * 2134961593 * 3022309403 * 3586408033006240252291208175318697
8923,1,18,x^18 + x^17 + 86,2^3 * 3^3 * 7 * 19 * 23 * 31 * 97 * 307 * 1487 * 2683 * 3313 * 19309 * 26096167 * 26542951 * 725312683 * 19191519757 * 85667800177
8923,1,19,x^19 + x^18 + 43,2 * 3 * 1487 * 128601119084897816976747555728718407340936533910891196744040008467088213
8923,1,20,x^20 + x^19 + 340,2^4 * 3 * 5^2 * 11 * 13 * 23 * 37 * 97 * 241 * 251 * 1181 * 1487 * 16553 * 2295770635621 * 5368368858781 * 33350326615355298618440706701
8923,2,2,x^4 + x^3 + 55,2^4 * 3 * 5 * 13 * 23 * 37 * 97 * 1487 * 16553
8923,2,3,x^6 + x^5 + 58,2^3 * 3^2 * 7 * 19 * 23 * 31 * 97 * 1487 * 19309 * 26542951
8923,2,4,x^8 + x^7 + 72,2^5 * 3 * 5 * 13 * 17 * 23 * 37 * 97 * 1487 * 16553 * 186450973351913
8923,2,5,x^10 + x^9 + 41,2^3 * 3 * 11 * 23 * 97 * 251 * 1181 * 1487 * 2295770635621 * 5368368858781
8923,2,6,x^12 + x^11 + 34,2^4 * 3^2 * 5 * 7 * 13 * 19 * 23 * 31 * 37 * 97 * 1487 * 16553 * 19309 * 26542951 * 6339333014345113
8923,2,7,x^14 + x^13 + 5,2^3 * 3 * 23 * 29 * 43 * 71 * 97 * 113 * 1487 * 92051 * 23569519618429 * 11736760263215631809089
8923,2,8,x^16 + x^15 + 56,2^6 * 3 * 5 * 13 * 17 * 23 * 37 * 97 * 1487 * 16553 * 581377 * 186450973351913 * 34562034683381333751365233
8923,2,9,x^18 + x^17 + 86,2^3 * 3^3 * 7 * 19 * 23 * 31 * 97 * 307 * 1487 * 2683 * 3313 * 19309 * 26096167 * 26542951 * 725312683 * 19191519757 * 85667800177
