p,n,poly,factorization
6899,2,x^2 + x + 6,2^3 * 3 * 5^2 * 23 * 3449
6899,3,x^3 + x^2 + 3,2 * 7 * 13 * 409 * 1279 * 3449
6899,4,x^4 + x^3 + 10,2^4 * 3 * 5^2 * 23 * 3449 * 23798101
6899,5,x^5 + x^4 + 3,2 * 3449 * 7001 * 247381 * 1308221
6899,6,x^6 + x^5 + 77,2^3 * 3^2 * 5^2 * 7 * 13 * 23 * 409 * 1279 * 3449 * 15863101
6899,7,x^7 + x^6 + 3,2 * 3449 * 6217 * 3339169 * 5194701025837
6899,8,x^8 + x^7 + 61,2^5 * 3 * 5^2 * 23 * 3449 * 64153 * 23798101 * 17656215217
6899,9,x^9 + x^8 + 31,2 * 7 * 13 * 73 * 163 * 409 * 1279 * 3449 * 9061631666064408799
6899,10,x^10 + x^9 + 270,2^3 * 3 * 5^3 * 11 * 23 * 3449 * 7001 * 247381 * 1308221 * 41183091473291
6899,11,x^11 + x^10 + 23,2 * 3449 * 244300527312608487329748698238560215501
6899,12,x^12 + x^11 + 24,2^4 * 3^2 * 5^2 * 7 * 13 * 23 * 193 * 409 * 1201 * 1279 * 3449 * 5521 * 1770217 * 15863101 * 23798101
6899,13,x^13 + x^12 + 19,2 * 1301 * 3449 * 853763 * 18388508242436411 * 569292640238979693557
6899,14,x^14 + x^13 + 7,2^3 * 3 * 5^2 * 23 * 3449 * 6217 * 244721 * 3339169 * 5194701025837 * 440537299520792867
6899,15,x^15 + x^14 + 14,2 * 7 * 13 * 409 * 1279 * 3449 * 7001 * 247381 * 1308221 * 1728436337273161 * 2968744460904841
6899,16,x^16 + x^15 + 47,2^6 * 3 * 5^2 * 17 * 23 * 97 * 3449 * 64153 * 2625617 * 23798101 * 105575233 * 17656215217 * 5613646798609
6899,17,x^17 + x^16 + 4,2 * 3449 * 336608399 * 211753772719619398491229973 * 369560179297127597732924563
6899,18,x^18 + x^17 + 138,2^3 * 3^3 * 5^2 * 7 * 13 * 19 * 23 * 73 * 163 * 409 * 1279 * 3449 * 15863101 * 9061631666064408799 * 1891655354277959086279
6899,19,x^19 + x^18 + 11,2 * 3449 * 3928783 * 34140875877467033131 * 9347185538484937038806169367629642140286937
6899,20,x^20 + x^19 + 105,2^4 * 3 * 5^3 * 11 * 23 * 3449 * 7001 * 247381 * 1308221 * 23798101 * 41183091473291 * 1269005993332201 * 4044133441180201
