p,e,n,poly,factorization
4441,1,2,x^2 + x + 21,2^4 * 3 * 5 * 37 * 2221
4441,1,3,x^3 + x^2 + 21,2^3 * 3^2 * 5 * 37 * 6575641
4441,1,4,x^4 + x^3 + 39,2^5 * 3 * 5 * 13 * 17 * 37 * 2221 * 44621
4441,1,5,x^5 + x^4 + 33,2^3 * 3 * 5^2 * 31 * 37 * 2081 * 1206193871
4441,1,6,x^6 + x^5 + 33,2^4 * 3^2 * 5 * 7^3 * 37 * 2221 * 57487 * 6575641
4441,1,7,x^7 + x^6 + 57,2^3 * 3 * 5 * 37 * 2591 * 119655719 * 24750362743
4441,1,8,x^8 + x^7 + 99,2^6 * 3 * 5 * 13 * 17 * 37 * 769 * 2221 * 44621 * 252910440049
4441,1,9,x^9 + x^8 + 33,2^3 * 3^3 * 5 * 37 * 163 * 760519 * 6575641 * 20628407948293
4441,1,10,x^10 + x^9 + 21,2^4 * 3 * 5^2 * 11 * 31 * 37 * 2081 * 2221 * 1206193871 * 35353517179571
4441,1,11,x^11 + x^10 + 56,2^3 * 3 * 5 * 23 * 37 * 199 * 9461 * 68926714853253962658956220263
4441,1,12,x^12 + x^11 + 107,2^5 * 3^2 * 5 * 7^3 * 13 * 17 * 37 * 709 * 2221 * 12721 * 44621 * 57487 * 6575641 * 43127629
4441,1,13,x^13 + x^12 + 82,2^3 * 3 * 5 * 37 * 53 * 1400803 * 60571603 * 13090163804301575237372774129
4441,1,14,x^14 + x^13 + 107,2^4 * 3 * 5 * 29^2 * 37 * 71 * 127 * 239 * 2221 * 2591 * 2647 * 39733 * 40237 * 119655719 * 24750362743
4441,1,15,x^15 + x^14 + 57,2^3 * 3^2 * 5^2 * 31 * 37 * 2081 * 94351 * 6575641 * 1206193871 * 1603252311894282536807311
4441,1,16,x^16 + x^15 + 71,2^7 * 3 * 5 * 13 * 17 * 37 * 401 * 769 * 2221 * 5233 * 44621 * 424913 * 8048081 * 10542138689 * 252910440049
4441,1,17,x^17 + x^16 + 95,2^3 * 3 * 5 * 37 * 199853 * 418813 * 8344043 * 17423267 * 1881712295828318261112803981300473
4441,1,18,x^18 + x^17 + 78,2^4 * 3^3 * 5 * 7^3 * 19 * 37 * 163 * 2221 * 57487 * 760519 * 796141 * 6575641 * 20628407948293 * 507155393064799
4441,1,19,x^19 + x^18 + 316,2^3 * 3 * 5 * 37 * 761 * 1559 * 2281485885577 * 166841145079410419543035902775079530383218007133
4441,1,20,x^20 + x^19 + 21,2^5 * 3 * 5^2 * 11 * 13 * 17 * 31 * 37 * 2081 * 2221 * 44621 * 1206193871 * 35353517179571 * 151302520678954179408039982561
