p,r,n,poly,factorization
2063,1,2,x^2 + x + 10,2^5 * 3 * 43 * 1031
2063,1,3,x^3 + x^2 + 7,2 * 13 * 19 * 1031 * 17239
2063,1,4,x^4 + x^3 + 68,2^6 * 3 * 5 * 43 * 61 * 1031 * 6977
2063,1,5,x^5 + x^4 + 2,2 * 1031 * 11701 * 1548761341
2063,1,6,x^6 + x^5 + 47,2^5 * 3^2 * 7 * 13 * 19 * 43 * 1031 * 17239 * 202567
2063,1,7,x^7 + x^6 + 2,2 * 1031 * 4229 * 18237623663249117
2063,1,8,x^8 + x^7 + 17,2^7 * 3 * 5 * 43 * 61 * 1031 * 6977 * 13513 * 670216537
2063,1,9,x^9 + x^8 + 6,2 * 13 * 19 * 1031 * 17239 * 70237 * 1685701 * 651101761
2063,1,10,x^10 + x^9 + 5,2^5 * 3 * 11 * 43 * 1031 * 11701 * 21001 * 78370711 * 1548761341
2063,1,11,x^11 + x^10 + 11,2 * 23 * 89 * 1031 * 682472260792957320675670091599
2063,1,12,x^12 + x^11 + 30,2^6 * 3^2 * 5 * 7 * 13 * 19 * 43 * 61 * 109 * 157 * 1031 * 5653 * 6977 * 17239 * 187237 * 202567
2063,1,13,x^13 + x^12 + 13,2 * 53 * 1031 * 2081 * 13981689200233 * 3855615423944680569109
2063,1,14,x^14 + x^13 + 5,2^5 * 3 * 29 * 43 * 197 * 1031 * 4229 * 19854157 * 679311907 * 18237623663249117
2063,1,15,x^15 + x^14 + 58,2 * 13 * 19 * 1031 * 11701 * 17239 * 1548761341 * 327931591565751915701353921
2063,1,16,x^16 + x^15 + 35,2^8 * 3 * 5 * 17^2 * 43 * 61 * 1031 * 6977 * 13513 * 33227153 * 670216537 * 17083342738914833
2063,1,17,x^17 + x^16 + 56,2 * 1031 * 2294517983 * 143593521479 * 9087919814713283 * 35967265113180131
2063,1,18,x^18 + x^17 + 184,2^5 * 3^3 * 7 * 13 * 19 * 37 * 43 * 1031 * 8191 * 17239 * 53857 * 70237 * 202567 * 1685701 * 651101761 * 1574321059
2063,1,19,x^19 + x^18 + 13,2 * 191 * 571 * 1031 * 19367651 * 5648175677 * 38418645410968615482436296866742699659
2063,1,20,x^20 + x^19 + 260,2^6 * 3 * 5^2 * 11 * 43 * 61 * 241 * 1031 * 6977 * 11701 * 21001 * 1478921 * 6697321 * 78370711 * 1548761341 * 27489103981
2063,1,21,x^21 + x^20 + 26,2 * 13 * 19 * 1031 * 4229 * 17239 * 36709 * 1221850910467867 * 18237623663249117 * 132430920572747527543
2063,1,22,x^22 + x^21 + 47,2^5 * 3 * 23 * 43 * 67 * 89 * 1031 * 1396588992767 * 14915519946775189303 * 682472260792957320675670091599
2063,1,23,x^23 + x^22 + 49,2 * 47 * 1031 * 33857 * 9573524142732886534926206285329 * 544973536948154228614155843551098063
2063,1,24,x^24 + x^23 + 30,2^7 * 3^2 * 5 * 7 * 13 * 19 * 43 * 61 * 109 * 157 * 1031 * 5653 * 6977 * 13513 * 17239 * 187237 * 202567 * 1951441 * 31512769 * 670216537 * 5335213858609
2063,2,2,x^4 + x^3 + 68,2^6 * 3 * 5 * 43 * 61 * 1031 * 6977
2063,2,3,x^6 + x^5 + 47,2^5 * 3^2 * 7 * 13 * 19 * 43 * 1031 * 17239 * 202567
2063,2,4,x^8 + x^7 + 17,2^7 * 3 * 5 * 43 * 61 * 1031 * 6977 * 13513 * 670216537
2063,2,5,x^10 + x^9 + 5,2^5 * 3 * 11 * 43 * 1031 * 11701 * 21001 * 78370711 * 1548761341
2063,2,6,x^12 + x^11 + 30,2^6 * 3^2 * 5 * 7 * 13 * 19 * 43 * 61 * 109 * 157 * 1031 * 5653 * 6977 * 17239 * 187237 * 202567
2063,2,7,x^14 + x^13 + 5,2^5 * 3 * 29 * 43 * 197 * 1031 * 4229 * 19854157 * 679311907 * 18237623663249117
2063,2,8,x^16 + x^15 + 35,2^8 * 3 * 5 * 17^2 * 43 * 61 * 1031 * 6977 * 13513 * 33227153 * 670216537 * 17083342738914833
2063,2,9,x^18 + x^17 + 184,2^5 * 3^3 * 7 * 13 * 19 * 37 * 43 * 1031 * 8191 * 17239 * 53857 * 70237 * 202567 * 1685701 * 651101761 * 1574321059
2063,2,10,x^20 + x^19 + 260,2^6 * 3 * 5^2 * 11 * 43 * 61 * 241 * 1031 * 6977 * 11701 * 21001 * 1478921 * 6697321 * 78370711 * 1548761341 * 27489103981
2063,2,11,x^22 + x^21 + 47,2^5 * 3 * 23 * 43 * 67 * 89 * 1031 * 1396588992767 * 14915519946775189303 * 682472260792957320675670091599
2063,2,12,x^24 + x^23 + 30,2^7 * 3^2 * 5 * 7 * 13 * 19 * 43 * 61 * 109 * 157 * 1031 * 5653 * 6977 * 13513 * 17239 * 187237 * 202567 * 1951441 * 31512769 * 670216537 * 5335213858609
2063,3,2,x^6 + x^5 + 47,2^5 * 3^2 * 7 * 13 * 19 * 43 * 1031 * 17239 * 202567
2063,3,3,x^9 + x^8 + 6,2 * 13 * 19 * 1031 * 17239 * 70237 * 1685701 * 651101761
2063,3,4,x^12 + x^11 + 30,2^6 * 3^2 * 5 * 7 * 13 * 19 * 43 * 61 * 109 * 157 * 1031 * 5653 * 6977 * 17239 * 187237 * 202567
2063,3,5,x^15 + x^14 + 58,2 * 13 * 19 * 1031 * 11701 * 17239 * 1548761341 * 327931591565751915701353921
2063,3,6,x^18 + x^17 + 184,2^5 * 3^3 * 7 * 13 * 19 * 37 * 43 * 1031 * 8191 * 17239 * 53857 * 70237 * 202567 * 1685701 * 651101761 * 1574321059
2063,3,7,x^21 + x^20 + 26,2 * 13 * 19 * 1031 * 4229 * 17239 * 36709 * 1221850910467867 * 18237623663249117 * 132430920572747527543
2063,3,8,x^24 + x^23 + 30,2^7 * 3^2 * 5 * 7 * 13 * 19 * 43 * 61 * 109 * 157 * 1031 * 5653 * 6977 * 13513 * 17239 * 187237 * 202567 * 1951441 * 31512769 * 670216537 * 5335213858609
2063,4,2,x^8 + x^7 + 17,2^7 * 3 * 5 * 43 * 61 * 1031 * 6977 * 13513 * 670216537
2063,4,3,x^12 + x^11 + 30,2^6 * 3^2 * 5 * 7 * 13 * 19 * 43 * 61 * 109 * 157 * 1031 * 5653 * 6977 * 17239 * 187237 * 202567
2063,4,4,x^16 + x^15 + 35,2^8 * 3 * 5 * 17^2 * 43 * 61 * 1031 * 6977 * 13513 * 33227153 * 670216537 * 17083342738914833
2063,4,5,x^20 + x^19 + 260,2^6 * 3 * 5^2 * 11 * 43 * 61 * 241 * 1031 * 6977 * 11701 * 21001 * 1478921 * 6697321 * 78370711 * 1548761341 * 27489103981
2063,4,6,x^24 + x^23 + 30,2^7 * 3^2 * 5 * 7 * 13 * 19 * 43 * 61 * 109 * 157 * 1031 * 5653 * 6977 * 13513 * 17239 * 187237 * 202567 * 1951441 * 31512769 * 670216537 * 5335213858609
2063,5,2,x^10 + x^9 + 5,2^5 * 3 * 11 * 43 * 1031 * 11701 * 21001 * 78370711 * 1548761341
2063,5,3,x^15 + x^14 + 58,2 * 13 * 19 * 1031 * 11701 * 17239 * 1548761341 * 327931591565751915701353921
2063,5,4,x^20 + x^19 + 260,2^6 * 3 * 5^2 * 11 * 43 * 61 * 241 * 1031 * 6977 * 11701 * 21001 * 1478921 * 6697321 * 78370711 * 1548761341 * 27489103981
2063,6,2,x^12 + x^11 + 30,2^6 * 3^2 * 5 * 7 * 13 * 19 * 43 * 61 * 109 * 157 * 1031 * 5653 * 6977 * 17239 * 187237 * 202567
2063,6,3,x^18 + x^17 + 184,2^5 * 3^3 * 7 * 13 * 19 * 37 * 43 * 1031 * 8191 * 17239 * 53857 * 70237 * 202567 * 1685701 * 651101761 * 1574321059
2063,6,4,x^24 + x^23 + 30,2^7 * 3^2 * 5 * 7 * 13 * 19 * 43 * 61 * 109 * 157 * 1031 * 5653 * 6977 * 13513 * 17239 * 187237 * 202567 * 1951441 * 31512769 * 670216537 * 5335213858609
2063,7,2,x^14 + x^13 + 5,2^5 * 3 * 29 * 43 * 197 * 1031 * 4229 * 19854157 * 679311907 * 18237623663249117
2063,7,3,x^21 + x^20 + 26,2 * 13 * 19 * 1031 * 4229 * 17239 * 36709 * 1221850910467867 * 18237623663249117 * 132430920572747527543
2063,8,2,x^16 + x^15 + 35,2^8 * 3 * 5 * 17^2 * 43 * 61 * 1031 * 6977 * 13513 * 33227153 * 670216537 * 17083342738914833
2063,8,3,x^24 + x^23 + 30,2^7 * 3^2 * 5 * 7 * 13 * 19 * 43 * 61 * 109 * 157 * 1031 * 5653 * 6977 * 13513 * 17239 * 187237 * 202567 * 1951441 * 31512769 * 670216537 * 5335213858609
2063,9,2,x^18 + x^17 + 184,2^5 * 3^3 * 7 * 13 * 19 * 37 * 43 * 1031 * 8191 * 17239 * 53857 * 70237 * 202567 * 1685701 * 651101761 * 1574321059
2063,10,2,x^20 + x^19 + 260,2^6 * 3 * 5^2 * 11 * 43 * 61 * 241 * 1031 * 6977 * 11701 * 21001 * 1478921 * 6697321 * 78370711 * 1548761341 * 27489103981
2063,11,2,x^22 + x^21 + 47,2^5 * 3 * 23 * 43 * 67 * 89 * 1031 * 1396588992767 * 14915519946775189303 * 682472260792957320675670091599
2063,12,2,x^24 + x^23 + 30,2^7 * 3^2 * 5 * 7 * 13 * 19 * 43 * 61 * 109 * 157 * 1031 * 5653 * 6977 * 13513 * 17239 * 187237 * 202567 * 1951441 * 31512769 * 670216537 * 5335213858609
