p,n,poly,factorization
1039,2,x^2 + x + 11,2^5 * 3 * 5 * 13 * 173
1039,3,x^3 + x^2 + 7,2 * 3^2 * 173 * 360187
1039,4,x^4 + x^3 + 3,2^6 * 3 * 5 * 13 * 173 * 539761
1039,5,x^5 + x^4 + 2,2 * 3 * 11 * 31 * 173 * 3420786781
1039,6,x^6 + x^5 + 3,2^5 * 3^2 * 5 * 7 * 13 * 43 * 173 * 3583 * 360187
1039,7,x^7 + x^6 + 20,2 * 3 * 29 * 71 * 173 * 611582616714259
1039,8,x^8 + x^7 + 55,2^7 * 3 * 5 * 13 * 17 * 41 * 173 * 601 * 539761 * 1390993
1039,9,x^9 + x^8 + 17,2 * 3^3 * 173 * 4987 * 360187 * 84087736621921
1039,10,x^10 + x^9 + 214,2^5 * 3 * 5^2 * 11 * 13 * 31 * 173 * 3420786781 * 232849009121
1039,11,x^11 + x^10 + 10,2 * 3 * 23 * 173 * 63803695482551697908011693687
1039,12,x^12 + x^11 + 88,2^6 * 3^2 * 5 * 7 * 13 * 43 * 173 * 3583 * 360187 * 539761 * 1165364509921
1039,13,x^13 + x^12 + 7,2 * 3 * 173 * 677 * 911 * 491167 * 5229600805727685311507389
1039,14,x^14 + x^13 + 75,2^5 * 3 * 5 * 13 * 29 * 71 * 173 * 5270987 * 238442435141 * 611582616714259
1039,15,x^15 + x^14 + 131,2 * 3^2 * 11 * 31 * 173 * 571 * 360187 * 3420786781 * 2376129348875496248371
1039,16,x^16 + x^15 + 54,2^8 * 3 * 5 * 13 * 17 * 41 * 173 * 601 * 41809 * 539761 * 1390993 * 2746481 * 5913546358529
1039,17,x^17 + x^16 + 38,2 * 3 * 103 * 173 * 3877 * 81839 * 5742164596613 * 9837799746069812127964193
1039,18,x^18 + x^17 + 107,2^5 * 3^3 * 5 * 7 * 13 * 19 * 37 * 43 * 173 * 3583 * 4987 * 360187 * 84087736621921 * 1789525782869581
1039,19,x^19 + x^18 + 52,2 * 3 * 173 * 1630243891 * 1222490431661976246605317492708650251578523851
1039,20,x^20 + x^19 + 202,2^6 * 3 * 5^2 * 11 * 13 * 31 * 173 * 401 * 31181 * 539761 * 3420786781 * 232849009121 * 108614939913430261
1039,21,x^21 + x^20 + 17,2 * 3^2 * 29 * 71 * 173 * 2017 * 360187 * 1591290331 * 611582616714259 * 492621151316580533725843
1039,22,x^22 + x^21 + 57,2^5 * 3 * 5 * 13 * 23 * 173 * 19141 * 3088537 * 24775375879965692983 * 63803695482551697908011693687
1039,23,x^23 + x^22 + 47,2 * 3 * 173 * 967 * 464003 * 9757613 * 144121239137 * 23401476273687821 * 157288925370054108401861
1039,24,x^24 + x^23 + 983,2^7 * 3^2 * 5 * 7 * 13 * 17 * 41 * 43 * 73 * 173 * 601 * 3583 * 360187 * 539761 * 1390993 * 41390137 * 1165364509921 * 449474084423041
1039,25,x^25 + x^24 + 83,2 * 3 * 11 * 31 * 173 * 3420786781 * 2149368853091643961754050315246122625329194711966620691701601
1039,26,x^26 + x^25 + 51,2^5 * 3 * 5 * 13^2 * 79 * 173 * 677 * 911 * 161773 * 491167 * 2617187 * 3636281878050452958809 * 5229600805727685311507389
