p,r,n,poly,factorization
1637,1,2,x^2 + x + 5,2^3 * 3^2 * 7 * 13 * 409
1637,1,3,x^3 + x^2 + 19,2^2 * 31 * 67 * 409 * 1291
1637,1,4,x^4 + x^3 + 22,2^4 * 3^2 * 5 * 7 * 13 * 173 * 409 * 1549
1637,1,5,x^5 + x^4 + 2,2^2 * 11 * 191 * 281 * 409 * 12171041
1637,1,6,x^6 + x^5 + 3,2^3 * 3^3 * 7 * 13 * 31 * 67 * 409 * 499 * 1291 * 1789
1637,1,7,x^7 + x^6 + 26,2^2 * 409 * 25411 * 757767021108217
1637,1,8,x^8 + x^7 + 39,2^5 * 3^2 * 5 * 7 * 13 * 41 * 173 * 409 * 1049 * 1249 * 1549 * 66841
1637,1,9,x^9 + x^8 + 2,2^2 * 31 * 37 * 67 * 409 * 1291 * 10786411 * 48218465809
1637,1,10,x^10 + x^9 + 22,2^3 * 3^2 * 7 * 11 * 13 * 191 * 281 * 409 * 12171041 * 7176777789641
1637,1,11,x^11 + x^10 + 30,2^2 * 23 * 409 * 124741607 * 48196222824077880890647
1637,1,12,x^12 + x^11 + 41,2^4 * 3^3 * 5 * 7 * 13 * 31 * 67 * 173 * 409 * 499 * 1291 * 1549 * 1789 * 2389 * 3005926837
1637,1,13,x^13 + x^12 + 69,2^2 * 53 * 157 * 409 * 33598864469 * 1325407461298716926761489
1637,1,14,x^14 + x^13 + 76,2^3 * 3^2 * 7^2 * 13 * 29 * 409 * 743 * 4817 * 25411 * 26470696001 * 757767021108217
1637,1,15,x^15 + x^14 + 30,2^2 * 11 * 31 * 67 * 191 * 281 * 409 * 1291 * 1136041 * 9707911 * 12171041 * 4673091274351
1637,1,16,x^16 + x^15 + 55,2^6 * 3^2 * 5 * 7 * 13 * 17 * 41 * 97 * 173 * 409 * 1049 * 1249 * 1549 * 66841 * 15636472449563414898689
1637,1,17,x^17 + x^16 + 41,2^2 * 307 * 409 * 1887409 * 2056125997 * 2233521458843248423666507998281671
1637,1,18,x^18 + x^17 + 2,2^3 * 3^4 * 7 * 13 * 19 * 31 * 37 * 67 * 409 * 499 * 811 * 1291 * 1789 * 1566811 * 10786411 * 265692781 * 48218465809
1637,1,19,x^19 + x^18 + 105,2^2 * 409 * 5271405677 * 1352742608353883401995410210844236223843283093451
1637,1,20,x^20 + x^19 + 202,2^4 * 3^2 * 5^2 * 7 * 11 * 13 * 173 * 191 * 281 * 409 * 1549 * 12171041 * 7176777789641 * 10313813378962459536995261
1637,1,21,x^21 + x^20 + 58,2^2 * 31 * 67 * 409 * 1291 * 25411 * 116803 * 248554237 * 318272568517 * 40053861868147 * 757767021108217
1637,1,22,x^22 + x^21 + 26,2^3 * 3^2 * 7 * 13 * 23 * 409 * 14939 * 124741607 * 11853879643 * 779901104651995789 * 48196222824077880890647
1637,1,23,x^23 + x^22 + 7,2^2 * 409 * 306821 * 10018247306177109642906105989833 * 16659405441251224556952016902119399
1637,1,24,x^24 + x^23 + 61,2^5 * 3^3 * 5 * 7 * 13 * 31 * 41 * 67 * 173 * 409 * 499 * 1049 * 1249 * 1291 * 1549 * 1789 * 2389 * 8209 * 66841 * 850273 * 3880561 * 1903909393 * 3005926837
1637,2,2,x^4 + x^3 + 22,2^4 * 3^2 * 5 * 7 * 13 * 173 * 409 * 1549
