p,n,poly,factorization
313,2,x^2 + x + 14,2^4 * 3 * 13 * 157
313,3,x^3 + x^2 + 14,2^3 * 3^2 * 13 * 181^2
313,4,x^4 + x^3 + 37,2^5 * 3 * 5 * 13 * 97 * 101 * 157
313,5,x^5 + x^4 + 14,2^3 * 3 * 11 * 13 * 875335231
313,6,x^6 + x^5 + 21,2^4 * 3^2 * 7^2 * 13 * 157 * 181^2 * 1993
313,7,x^7 + x^6 + 15,2^3 * 3 * 13 * 29 * 32528030679467
313,8,x^8 + x^7 + 10,2^6 * 3 * 5 * 13 * 97 * 101 * 157 * 4798962481
313,9,x^9 + x^8 + 59,2^3 * 3^3 * 13 * 19 * 181^2 * 33967 * 485661853
313,10,x^10 + x^9 + 41,2^4 * 3 * 11 * 13 * 157 * 541 * 1531 * 11551 * 875335231
313,11,x^11 + x^10 + 17,2^3 * 3 * 13 * 199 * 9466799 * 4805923863681403
313,12,x^12 + x^11 + 92,2^5 * 3^2 * 5 * 7^2 * 13 * 97 * 101 * 157 * 181^2 * 1993 * 9597826993
313,13,x^13 + x^12 + 69,2^3 * 3 * 13^2 * 284101057787 * 240162718594025891
313,14,x^14 + x^13 + 55,2^4 * 3 * 13 * 29 * 157 * 281 * 3335603300177 * 32528030679467
313,15,x^15 + x^14 + 69,2^3 * 3^2 * 11 * 13 * 181^2 * 82846501 * 875335231 * 1108385409421
313,16,x^16 + x^15 + 62,2^7 * 3 * 5 * 13 * 17 * 97 * 101 * 157 * 20938289 * 4798962481 * 129400094497
313,17,x^17 + x^16 + 130,2^3 * 3 * 13 * 642681586231 * 13246565380514038381666341431
313,18,x^18 + x^17 + 90,2^4 * 3^3 * 7^2 * 13 * 19 * 127 * 157 * 181^2 * 1993 * 18199 * 33967 * 406831681 * 485661853
313,19,x^19 + x^18 + 17,2^3 * 3 * 13 * 255209 * 1266189052768483 * 2581031347226487302682209
313,20,x^20 + 2*x^19 + 292,2^5 * 3 * 5^2 * 11 * 13 * 61 * 97 * 101 * 157 * 541 * 1531 * 11551 * 875335231 * 302030240221226801
313,21,x^21 + x^20 + 149,2^3 * 3^2 * 13 * 29 * 181^2 * 15373 * 213949 * 296437 * 18582271 * 48645451 * 32528030679467
313,22,x^22 + x^21 + 62,2^4 * 3 * 13 * 23 * 67 * 157 * 199 * 2707 * 9466799 * 26894209 * 80187817799 * 4805923863681403
313,23,x^23 + x^22 + 282,2^3 * 3 * 13 * 5107 * 523330286279696977 * 2995183555466410410776093988201797
313,24,x^24 + x^23 + 14,2^6 * 3^2 * 5 * 7^2 * 13 * 73 * 97 * 101 * 157 * 181^2 * 1993 * 53281 * 1641841 * 14425417 * 4798962481 * 9597826993
313,25,x^25 + x^24 + 34,2^3 * 3 * 11 * 13 * 875335231 * 81449186484814371691527223262815819402076253315701
313,26,x^26 + 2*x^25 + 20,2^4 * 3 * 13^2 * 131 * 157 * 1301 * 21191 * 25247 * 55147 * 100673 * 1741013 * 284101057787 * 240162718594025891
313,27,x^27 + x^26 + 10,2^3 * 3^4 * 13 * 19 * 163 * 181^2 * 6211 * 18253 * 33967 * 485661853 * 14996621611308688670572315659158869
313,28,x^28 + x^27 + 268,2^5 * 3 * 5 * 13 * 29 * 97 * 101 * 157 * 281 * 5408437553 * 3335603300177 * 32528030679467 * 163476675790846901729
313,29,x^29 + x^28 + 14,2^3 * 3 * 13 * 349 * 6456901806884237 * 3340270099229405074670185272299950407130423112103637
313,30,x^30 + 2*x^29 + 191,2^4 * 3^2 * 7^2 * 11 * 13 * 31 * 157 * 181^2 * 541 * 1531 * 1993 * 11551 * 1091221 * 82846501 * 875335231 * 1108385409421 * 2731904966851
313,31,x^31 + x^30 + 266,2^3 * 3 * 13 * 2357 * 80122849 * 202269050122553469545410099 * 19305207276618397993460983952637983129
313,32,x^32 + 2*x^31 + 90,2^8 * 3 * 5 * 13 * 17 * 97 * 101 * 157 * 585857 * 20938289 * 4798962481 * 39448111553 * 129400094497 * 183595302072407921884801
