p,n,poly,factorization
6871,2,x^2 + x + 3,2^4 * 3 * 5 * 229 * 859
6871,3,x^3 + x^2 + 9,2 * 3^2 * 5 * 7 * 37 * 67 * 229 * 907
6871,4,x^4 + x^3 + 24,2^5 * 3 * 5 * 229 * 859 * 23605321
6871,5,x^5 + x^4 + 9,2 * 3 * 5^2 * 229 * 2121941 * 210106601
6871,6,x^6 + x^5 + 30,2^4 * 3^2 * 5 * 7 * 19 * 37 * 67 * 73 * 229 * 859 * 907 * 34033
6871,7,x^7 + x^6 + 10,2 * 3 * 5 * 229 * 531287 * 22733719 * 8713311209
6871,8,x^8 + x^7 + 15,2^6 * 3 * 5 * 229 * 859 * 881 * 1009 * 6793 * 184553 * 23605321
6871,9,x^9 + x^8 + 20,2 * 3^3 * 5 * 7 * 37 * 67 * 229 * 907 * 1943353 * 18048733875822187
6871,10,x^10 + x^9 + 24,2^4 * 3 * 5^2 * 11 * 229 * 859 * 766501 * 2121941 * 210106601 * 264308531
6871,11,x^11 + x^10 + 19,2 * 3 * 5 * 229 * 1783 * 860776825207927 * 152834284380830497721
6871,12,x^12 + x^11 + 58,2^5 * 3^2 * 5 * 7 * 13 * 19 * 37 * 67 * 73 * 97 * 181 * 229 * 859 * 907 * 34033 * 23605321 * 9765312001
6871,13,x^13 + x^12 + 9,2 * 3 * 5 * 229 * 479623 * 23088865441551455850785101877167444004551
6871,14,x^14 + x^13 + 66,2^4 * 3 * 5 * 229 * 859 * 2843 * 244021 * 531287 * 22733719 * 8713311209 * 151653496132937
6871,15,x^15 + x^14 + 20,2 * 3^2 * 5^2 * 7 * 31 * 37 * 67 * 151 * 229 * 907 * 2121941 * 210106601 * 1019508151 * 1040799400484280751
6871,16,x^16 + x^15 + 26,2^7 * 3 * 5 * 17^2 * 229 * 859 * 881 * 1009 * 6793 * 37361 * 184553 * 23605321 * 30912058241 * 7441925789329
6871,17,x^17 + x^16 + 10,2 * 3 * 5 * 229 * 65927 * 704719 * 531255077347136041902664046599757222402927521775449
6871,18,x^18 + x^17 + 17,2^4 * 3^3 * 5 * 7 * 19 * 37 * 67 * 73 * 109 * 229 * 859 * 907 * 34033 * 1943353 * 18048733875822187 * 965368654777002340279
6871,19,x^19 + x^18 + 20,2 * 3 * 5 * 229 * 457 * 37963 * 128859998269 * 3082975182365513 * 169066440943983103680878777385390407
6871,20,x^20 + x^19 + 118,2^5 * 3 * 5^2 * 11 * 229 * 859 * 766501 * 2121941 * 12604421 * 23605321 * 210106601 * 264308531 * 394127445525907333342061
