p,e,n,poly,factorization
37,1,2,x^2 + x + 5,2^3 * 3^2 * 19
37,1,3,x^3 + x^2 + 17,2^2 * 3^3 * 7 * 67
37,1,4,x^4 + x^3 + 22,2^4 * 3^2 * 5 * 19 * 137
37,1,5,x^5 + x^4 + 2,2^2 * 3^2 * 11 * 41 * 4271
37,1,6,x^6 + x^5 + 18,2^3 * 3^3 * 7 * 19 * 31 * 43 * 67
37,1,7,x^7 + x^6 + 17,2^2 * 3^2 * 71 * 37140797
37,1,8,x^8 + x^7 + 13,2^5 * 3^2 * 5 * 19 * 89 * 137 * 10529
37,1,9,x^9 + 2*x^8 + 15,2^2 * 3^4 * 7 * 67 * 73 * 127 * 92251
37,1,10,x^10 + 2*x^9 + 15,2^3 * 3^2 * 11 * 19 * 41 * 4271 * 1824841
37,1,11,x^11 + x^10 + 15,2^2 * 3^2 * 2663 * 1855860368209
37,1,12,x^12 + x^11 + 17,2^4 * 3^3 * 5 * 7 * 13 * 19 * 31 * 43 * 67 * 137 * 144061
37,1,13,x^13 + x^12 + 15,2^2 * 3^2 * 6765811783780036261
37,1,14,x^14 + x^13 + 17,2^3 * 3^2 * 19 * 71 * 37140797 * 2498207293
37,1,15,x^15 + x^14 + 5,2^2 * 3^3 * 7 * 11 * 41 * 67 * 2671 * 4021 * 4271 * 318211
37,1,16,x^16 + x^15 + 20,2^6 * 3^2 * 5 * 17 * 19 * 89 * 137 * 10529 * 103308219233
37,1,17,x^17 + x^16 + 15,2^2 * 3^2 * 613 * 109172471 * 189475557532747
37,1,18,x^18 + x^17 + 5,2^3 * 3^4 * 7 * 19 * 31 * 43 * 67 * 73 * 127 * 199 * 92251 * 12892843
37,1,19,x^19 + x^18 + 4*x + 35,2^2 * 3^2 * 4413131 * 3933538789573170812717
37,1,20,x^20 + x^19 + 15,2^4 * 3^2 * 5^2 * 11 * 19 * 41 * 61 * 137 * 4271 * 1824841 * 11507920001
37,1,21,x^21 + 2*x^20 + 13,2^2 * 3^3 * 7^2 * 67 * 71 * 25453 * 4497991 * 7992349 * 37140797
37,1,22,x^22 + x^21 + 22,2^3 * 3^2 * 19 * 23 * 2069 * 2663 * 98389112119 * 1855860368209
37,1,23,x^23 + x^22 + x + 35,2^2 * 3^2 * 47 * 1845029930335901 * 375176717285846681
37,1,24,x^24 + x^23 + 8*x + 17,2^5 * 3^3 * 5 * 7 * 13 * 19 * 31 * 43 * 67 * 89 * 137 * 10529 * 144061 * 3512477579761
37,1,25,x^25 + 5*x^24 + 17,2^2 * 3^2 * 11 * 41 * 101 * 2801 * 4271 * 332951 * 245482016086923528751
37,1,26,x^26 + 2*x^25 + 24,2^3 * 3^2 * 19 * 53 * 591163 * 204576480239 * 6765811783780036261
37,1,27,x^27 + x^26 + x + 20,2^2 * 3^5 * 7 * 67 * 73 * 127 * 8803 * 92251 * 4085047 * 156560434885225009
37,1,28,x^28 + x^27 + 4*x + 35,2^4 * 3^2 * 5 * 19 * 29 * 71 * 137 * 673 * 745529 * 37140797 * 452091109 * 2498207293
37,1,29,x^29 + x^28 + 3*x + 22,2^2 * 3^2 * 233 * 38629 * 348365053 * 1414177229 * 18825203918364174449
37,1,30,x^30 + x^29 + 3*x + 2,2^3 * 3^3 * 7 * 11 * 19 * 31 * 41 * 43 * 67 * 601 * 2671 * 4021 * 4271 * 318211 * 1824841 * 6002229721
37,1,31,x^31 + x^30 + x + 17,2^2 * 3^2 * 385894816539270919 * 296129722925570310535267183093
37,1,32,x^32 + x^31 + 3*x + 35,2^7 * 3^2 * 5 * 17 * 19 * 89 * 137 * 10529 * 5566657 * 103308219233 * 1108161677126609953
37,1,33,x^33 + x^32 + x + 20,2^2 * 3^3 * 7 * 67 * 2663 * 1855860368209 * 765012258288367 * 29408673640347607
37,1,34,x^34 + x^33 + 17,2^3 * 3^2 * 19 * 103 * 613 * 109172471 * 189475557532747 * 116629519884015113797687
37,1,35,x^35 + x^34 + 2*x + 20,2^2 * 3^2 * 11 * 41 * 71 * 4271 * 641761 * 37140797 * 2431478911 * 27020808033199902818191
37,1,36,x^36 + x^35 + 7*x + 15,2^4 * 3^4 * 5 * 7 * 13 * 19 * 31 * 43 * 67 * 73 * 127 * 137 * 199 * 92251 * 144061 * 12892843 * 6582952003274308873
37,1,37,x^37 + 2*x^36 + 35,2^2 * 3^2 * 149 * 1999 * 7993 * 16651 * 17317 * 10192715656759 * 41903425553544839998158239
37,1,38,x^38 + x^37 + 5,2^3 * 3^2 * 19^2 * 191 * 4413131 * 8096700889 * 559698440382833 * 3933538789573170812717
37,1,39,x^39 + x^38 + 5*x + 20,2^2 * 3^3 * 7 * 67 * 157 * 16381 * 1414921 * 6765811783780036261 * 11587199201920241492896993
37,1,40,x^40 + x^39 + 19,2^5 * 3^2 * 5^2 * 11 * 19 * 41 * 61 * 89 * 137 * 4271 * 10529 * 1824841 * 11507920001 * 12337505331268672999818721
37,1,41,x^41 + x^40 + 7*x + 32,2^2 * 3^2 * 83 * 739 * 2953 * 28123899653 * 107871487761319666026668789944362058705968197
37,1,42,x^42 + x^41 + 4*x + 32,2^3 * 3^3 * 7^2 * 19 * 31 * 43 * 67 * 71 * 25453 * 4497991 * 7992349 * 37140797 * 1655684479 * 2498207293 * 4083348151
