p,e,n,poly,factorization
31,1,2,x^2 + x + 12,2^6 * 3 * 5
31,1,3,x^3 + x^2 + 9,2 * 3^2 * 5 * 331
31,1,4,x^4 + x^3 + 13,2^7 * 3 * 5 * 13 * 37
31,1,5,x^5 + 3*x^4 + 28,2 * 3 * 5^2 * 11 * 17351
31,1,6,x^6 + x^5 + 13,2^6 * 3^2 * 5 * 7^2 * 19 * 331
31,1,7,x^7 + x^6 + 20,2 * 3 * 5 * 917087137
31,1,8,x^8 + x^7 + 21,2^8 * 3 * 5 * 13 * 37 * 409 * 1129
31,1,9,x^9 + x^8 + 2*x + 28,2 * 3^3 * 5 * 331 * 3637 * 81343
31,1,10,x^10 + x^9 + 12,2^6 * 3 * 5^2 * 11 * 41 * 17351 * 21821
31,1,11,x^11 + 5*x^10 + 14,2 * 3 * 5 * 23 * 397 * 617 * 150332843
31,1,12,x^12 + x^11 + 3*x + 24,2^7 * 3^2 * 5 * 7^2 * 13 * 19 * 37 * 331 * 922561
31,1,13,x^13 + x^12 + 7,2 * 3 * 5 * 42407 * 2426789 * 7908811
31,1,14,x^14 + x^13 + 13,2^6 * 3 * 5 * 11971 * 71821 * 917087137
31,1,15,x^15 + x^14 + 3*x + 14,2 * 3^2 * 5^2 * 11 * 331 * 2521 * 17351 * 327412201
31,1,16,x^16 + x^15 + 3*x + 24,2^9 * 3 * 5 * 13 * 17 * 37 * 409 * 1129 * 25085030513
31,1,17,x^17 + 3*x^16 + 19,2 * 3 * 5 * 751670559138758105956097
31,1,18,x^18 + x^17 + 22,2^6 * 3^3 * 5 * 7^2 * 19 * 331 * 577 * 3637 * 81343 * 1538083
31,1,19,x^19 + x^18 + 18,2 * 3 * 5 * 571 * 14251 * 88770666332610762169
31,1,20,x^20 + x^19 + 6*x + 3,2^7 * 3 * 5^2 * 11 * 13 * 37 * 41 * 181 * 17351 * 21821 * 4707206941
31,1,21,x^21 + x^20 + 9,2 * 3^2 * 5 * 43 * 331 * 6301 * 917087137 * 2813432694367
31,1,22,x^22 + x^21 + 3,2^6 * 3 * 5 * 23 * 397 * 617 * 757241 * 150332843 * 1048563011
31,1,23,x^23 + 6*x^22 + 9,2 * 3 * 5 * 1509997 * 61562537 * 7176374761323733117
31,1,24,x^24 + x^23 + 6*x + 11,2^8 * 3^2 * 5 * 7^2 * 13 * 19 * 37 * 331 * 409 * 1129 * 922561 * 852890113921
31,1,25,x^25 + x^24 + 19,2 * 3 * 5^3 * 11 * 101 * 4951 * 17351 * 13277801 * 20235942281002951
31,1,26,x^26 + 2*x^25 + 12,2^6 * 3 * 5 * 17863 * 42407 * 2426789 * 7908811 * 42716694944587
31,1,27,x^27 + x^26 + 2*x + 7,2 * 3^4 * 5 * 331 * 3637 * 81343 * 1836205027201 * 126901881805771
31,1,28,x^28 + x^27 + 3*x + 12,2^7 * 3 * 5 * 13 * 29 * 37 * 7253 * 11971 * 13469 * 71821 * 277739477 * 917087137
31,1,29,x^29 + x^28 + 9,2 * 3 * 5 * 349 * 10789 * 49823 * 1482570191 * 11242578713 * 189343400041
31,1,30,x^30 + x^29 + 3*x + 22,2^6 * 3^2 * 5^2 * 7^2 * 11 * 19 * 41 * 331 * 2521 * 17351 * 21821 * 327412201 * 880374069121
31,1,31,x^31 + 3*x^30 + 28,2 * 3 * 5 * 568972471024107865287021434301977158534824481
31,1,32,x^32 + x^31 + 12,2^10 * 3 * 5 * 13 * 17 * 37 * 409 * 1129 * 1889 * 1347329 * 6139297 * 23277313 * 25085030513
31,1,33,x^33 + x^32 + 4*x + 9,2 * 3^2 * 5 * 23 * 331 * 397 * 617 * 150332843 * 650141690025315305584300036801
31,1,34,x^34 + x^33 + 22,2^6 * 3 * 5 * 103 * 6841661642646463343047 * 751670559138758105956097
31,1,35,x^35 + 3*x^34 + 28,2 * 3 * 5^2 * 11 * 17351 * 319061 * 203633641 * 917087137 * 9240957640390889951861
31,1,36,x^36 + x^35 + x + 21,2^7 * 3^3 * 5 * 7^2 * 13 * 19 * 37 * 331 * 577 * 3637 * 81343 * 922561 * 1536553 * 1538083 * 512616735577
31,1,37,x^37 + x^36 + 28,2 * 3 * 5 * 149 * 4219 * 152597832677 * 257803457371 * 386626708057 * 52812493022953
31,1,38,x^38 + x^37 + 18*x + 12,2^6 * 3 * 5 * 191 * 571 * 14251 * 88770666332610762169 * 3545592640701962728192781
31,1,39,x^39 + 2*x^38 + 23*x + 18,2 * 3^2 * 5 * 79^2 * 331 * 13807 * 39703 * 42407 * 2426789 * 7908811 * 175500339130677572941801
31,1,40,x^40 + x^39 + 2*x + 11,2^8 * 3 * 5^2 * 11 * 13 * 37 * 41 * 181 * 409 * 1129 * 17351 * 21821 * 4707206941 * 727422334085254365392641
31,1,41,x^41 + x^40 + 10*x + 28,2 * 3 * 5 * 83 * 42481797154433176612759 * 132259604354473376342663326676479453
31,1,42,x^42 + x^41 + 3*x + 11,2^6 * 3^2 * 5 * 7^3 * 19 * 43 * 211 * 331 * 6301 * 11971 * 71821 * 917087137 * 2813432694367 * 550469850411853
31,1,43,x^43 + x^42 + 20,2 * 3 * 5 * 146982701137 * 3049055684506560663410351046998584180840895763387409
31,1,44,x^44 + x^43 + 14*x + 3,2^7 * 3 * 5 * 13 * 23 * 37 * 397 * 617 * 2729 * 757241 * 150332843 * 1048563011 * 245911396799577828131028569
31,1,45,x^45 + x^44 + 8*x + 7,2 * 3^3 * 5^2 * 11 * 271 * 331 * 2521 * 3637 * 17351 * 63901 * 81343 * 106291 * 327412201 * 337048683633480845467801
31,1,46,x^46 + x^45 + 16*x + 21,2^6 * 3 * 5 * 47 * 1509997 * 61562537 * 45414448613 * 7176374761323733117 * 293006379555093281221
31,1,47,x^47 + 5*x^46 + 7,2 * 3 * 5 * 3128573142495569 * 170942984502845969696543 * 773892718948740289245597142031
31,1,48,x^48 + x^47 + 4*x + 21,2^9 * 3^2 * 5 * 7^2 * 13 * 17 * 19 * 37 * 97 * 331 * 409 * 1129 * 922561 * 25085030513 * 852890113921 * 7499207440683838894753
31,1,49,x^49 + x^48 + 2*x + 18,2 * 3 * 5 * 6959 * 917087137 * 62322419393153627851729037464684263699383389269055382039663
31,1,50,x^50 + x^49 + 21,2^6 * 3 * 5^3 * 11 * 41 * 101 * 1901 * 4951 * 17351 * 21821 * 4726301 * 13277801 * 20235942281002951 * 74770514303869505101
31,1,51,x^51 + x^50 + 2*x + 14,2 * 3^2 * 5 * 331 * 1961163283 * 751670559138758105956097 * 261116663697161542351918133573442849307
31,1,52,x^52 + x^51 + 10*x + 11,2^7 * 3 * 5 * 13^2 * 37 * 53 * 17863 * 42407 * 2426789 * 7908811 * 116337521 * 76037563733 * 42716694944587 * 101686136508893
31,1,53,x^53 + x^52 + 7,2 * 3 * 5 * 218149 * 2210276655188599 * 1593405992841712852324481273 * 478103814896755465120707905491
31,1,54,x^54 + x^53 + 9*x + 13,2^6 * 3^4 * 5 * 7^2 * 19 * 109 * 163 * 331 * 541 * 577 * 3637 * 6427 * 81343 * 1538083 * 18880993 * 599329963 * 1836205027201 * 126901881805771
31,1,55,x^55 + x^54 + 17*x + 10,2 * 3 * 5^2 * 11^2 * 23 * 397 * 617 * 17351 * 150332843 * 167767051 * 236661696642275153056980146191674776616380367693641
31,1,56,x^56 + x^55 + 21,2^8 * 3 * 5 * 13 * 29 * 37 * 113 * 409 * 1129 * 7253 * 11971 * 13469 * 71821 * 277739477 * 917087137 * 36004683284137 * 152490484148901066281
31,1,57,x^57 + 3*x^56 + 20,2 * 3^2 * 5 * 331 * 571 * 7639 * 14251 * 36068660903683 * 88770666332610762169 * 1716439847900062900800798410166938893
31,1,58,x^58 + x^57 + 6*x^2 + 22,2^6 * 3 * 5 * 59 * 349 * 10789 * 49823 * 1838659 * 1482570191 * 11242578713 * 189343400041 * 1671541885847 * 3061037680116618496603
31,1,59,x^59 + x^58 + 12*x + 10,2 * 3 * 5 * 125693727758648407613 * 2593612406801473161066888689957754830054017617439929433838873336053
31,1,60,x^60 + x^59 + 13*x + 12,2^7 * 3^2 * 5^2 * 7^2 * 11 * 13 * 19 * 37 * 41 * 61 * 181 * 331 * 2521 * 17351 * 21821 * 25621 * 922561 * 1529401 * 327412201 * 4707206941 * 304643210761 * 880374069121
31,1,61,x^61 + x^60 + 30*x + 20,2 * 3 * 5 * 14519 * 50848444051 * 12712081567468100953 * 13578586277937589671409 * 2458422198511222771859601111973397
31,1,62,x^62 + x^61 + 2*x + 12,2^6 * 3 * 5 * 373 * 1613 * 62869 * 145577 * 35789156484227 * 2706690202468649 * 568972471024107865287021434301977158534824481
31,1,63,x^63 + x^62 + x^2 + 10,2 * 3^3 * 5 * 43 * 127 * 331 * 3637 * 6301 * 70309 * 81343 * 917087137 * 75077698123 * 2813432694367 * 728921581954037396189325850537700569
31,1,64,x^64 + x^63 + 6*x + 12,2^11 * 3 * 5 * 13 * 17 * 37 * 409 * 1129 * 1889 * 4801 * 1347329 * 6139297 * 23277313 * 25085030513 * 55107727353928381036964167246494350909954881
31,1,65,x^65 + x^64 + 10,2 * 3 * 5^2 * 11 * 911 * 1951 * 17351 * 42407 * 2426789 * 7908811 * 31035996941 * 5979236519649901 * 1129363636895809892086303692627113871721
31,1,66,x^66 + x^65 + 2*x + 22,2^6 * 3^2 * 5 * 7^2 * 19 * 23 * 67 * 331 * 397 * 617 * 297991 * 757241 * 150332843 * 1048563011 * 34731987261785578083133 * 650141690025315305584300036801
31,1,67,x^67 + x^66 + 4*x + 14,2 * 3 * 5 * 882659 * 447772934301264047325373 * 1334574386438395108609084044317 * 527131117082818023708828465382157379763
31,1,68,x^68 + x^67 + 5*x + 11,2^7 * 3 * 5 * 13 * 37 * 103 * 1399577 * 224499664484159761 * 6841661642646463343047 * 751670559138758105956097 * 1682325489672499143634073
31,1,69,x^69 + x^68 + 2*x + 20,2 * 3^2 * 5 * 139 * 331 * 1164859 * 1509997 * 61562537 * 2553526979752336381 * 7176374761323733117 * 975573640291548852951234645170717556781
31,1,70,x^70 + x^69 + 21*x + 24,2^6 * 3 * 5^2 * 11 * 41 * 71 * 11971 * 17351 * 21821 * 71821 * 319061 * 149269961 * 203633641 * 917087137 * 9240957640390889951861 * 60427990638165876546967231
31,1,71,x^71 + x^70 + 10,2 * 3 * 5 * 17609 * 611127785361198601 * 642443809919609072204778169817 * 37141302977105581064921322418772202338727337015016057
31,1,72,x^72 + x^71 + 26*x^2 + 22,2^8 * 3^3 * 5 * 7^2 * 13 * 19 * 37 * 73 * 331 * 409 * 577 * 1129 * 3637 * 81343 * 922561 * 1536553 * 1538083 * 4683817 * 512616735577 * 852890113921 * 1814503763676130449408979921
31,1,73,x^73 + x^72 + 22*x + 14,2 * 3 * 5 * 30223 * 122840087453 * 197340338942587 * 833039147209543 * 404318326024801439191676313735836288644493580299053616879363447
31,1,74,x^74 + x^73 + 10*x + 21,2^6 * 3 * 5 * 149 * 4219 * 152597832677 * 257803457371 * 386626708057 * 52812493022953 * 969963587051157584202299 * 488064548082098022956156062559
31,1,75,x^75 + x^74 + 7*x + 20,2 * 3^2 * 5^3 * 11 * 101 * 151 * 331 * 2521 * 4951 * 17351 * 13277801 * 327412201 * 20235942281002951 * 997936488044528101 * 2994938361626916310097900969699892125851
31,1,76,x^76 + x^75 + 8*x + 24,2^7 * 3 * 5 * 13 * 37 * 191 * 571 * 1217 * 14251 * 23126269 * 53489941 * 2491389137 * 88770666332610762169 * 3545592640701962728192781 * 130154580611883020628409201
31,1,77,x^77 + x^76 + 9,2 * 3 * 5 * 23 * 397 * 617 * 2927 * 150332843 * 917087137 * 23503054499 * 16169321243923 * 263768160996144192120004532942855021486760529559458116494001319
31,1,78,x^78 + x^77 + 25*x + 12,2^6 * 3^2 * 5 * 7^2 * 19 * 79^2 * 157 * 331 * 13807 * 17863 * 39703 * 42407 * 238213 * 2426789 * 7908811 * 42716694944587 * 175500339130677572941801 * 17123370267331917425544180721
31,1,79,x^79 + x^78 + 11*x + 7,2 * 3 * 5 * 317 * 279977 * 290879 * 32846285357 * 9885529552310437 * 26125966850815940841819460903165666556867136804500824658834737808083425862291
31,1,80,x^80 + x^79 + 16*x + 3,2^9 * 3 * 5^2 * 11 * 13 * 17 * 37 * 41 * 181 * 409 * 1129 * 17351 * 21821 * 4707206941 * 25085030513 * 136046551681 * 727422334085254365392641 * 3889436310686727916228493162492361601
