p,n,poly,factorization
2069,2,x^2 + x + 8,2^3 * 3^2 * 5 * 11 * 23 * 47
2069,3,x^3 + x^2 + 3,2^2 * 7 * 11 * 47 * 611833
2069,4,x^4 + x^3 + 52,2^4 * 3^2 * 5 * 11 * 23 * 47 * 157 * 13633
2069,5,x^5 + x^4 + 29,2^2 * 11 * 47 * 18333775916461
2069,6,x^6 + x^5 + 12,2^3 * 3^3 * 5 * 7 * 11 * 23 * 47 * 611833 * 1426231
2069,7,x^7 + x^6 + 13,2^2 * 11 * 47 * 421 * 186419270607899071
2069,8,x^8 + x^7 + 75,2^5 * 3^2 * 5 * 11 * 23 * 47 * 157 * 13633 * 9162457369561
2069,9,x^9 + x^8 + 14,2^2 * 7 * 11 * 19 * 37 * 47 * 127 * 611833 * 28535581 * 30790531
2069,10,x^10 + x^9 + 113,2^3 * 3^2 * 5^2 * 11 * 23 * 31 * 47 * 118168142731 * 18333775916461
2069,11,x^11 + x^10 + 8,2^2 * 11^2 * 47 * 67 * 1951404827516345667783999039623
2069,12,x^12 + x^11 + 56,2^4 * 3^3 * 5 * 7 * 11 * 13 * 23 * 47 * 157 * 13633 * 611833 * 1426231 * 1409608496797
2069,13,x^13 + x^12 + 56,2^2 * 11 * 47 * 26833 * 229438668459799741203493144298981557
2069,14,x^14 + x^13 + 115,2^3 * 3^2 * 5 * 11 * 23 * 47 * 421 * 449 * 491 * 12923 * 122753 * 224197 * 186419270607899071
2069,15,x^15 + x^14 + 33,2^2 * 7 * 11 * 47 * 61 * 331 * 611833 * 18333775916461 * 16623257807796502702831
2069,16,x^16 + x^15 + 135,2^6 * 3^2 * 5 * 11 * 17 * 23 * 47 * 113 * 157 * 353 * 13633 * 9162457369561 * 247600695013997716817
2069,17,x^17 + x^16 + 17,2^2 * 11 * 47 * 103 * 2282403992759864372120389 * 479897031805236474467094523
2069,18,x^18 + x^17 + 208,2^3 * 3^4 * 5 * 7 * 11 * 19 * 23 * 37 * 47 * 127 * 8839 * 611833 * 1426231 * 28535581 * 30790531 * 2958275081445769
2069,19,x^19 + x^18 + 31,2^2 * 11 * 47 * 457^2 * 494714210609 * 4674250707949772017717798085654641955836031
2069,20,x^20 + x^19 + 157,2^4 * 3^2 * 5^2 * 11 * 23 * 31 * 47 * 157 * 13633 * 17681 * 32401 * 4143281 * 118168142731 * 141473206561 * 18333775916461
2069,21,x^21 + x^20 + 31,2^2 * 7^2 * 11 * 47 * 421 * 611833 * 29866831 * 186419270607899071 * 29419056968728469295027164332993
2069,22,x^22 + x^21 + 31,2^3 * 3^2 * 5 * 11^2 * 23 * 47 * 67 * 89 * 22133 * 729398324231462672360910953 * 1951404827516345667783999039623
2069,23,x^23 + x^22 + 32,2^2 * 11 * 47 * 3911 * 527897 * 2574529 * 60160486453 * 752681499467078681 * 36769131527990343787523095769
2069,24,x^24 + x^23 + 247,2^5 * 3^3 * 5 * 7 * 11 * 13 * 23 * 47 * 157 * 4969 * 13633 * 17713 * 611833 * 1278217 * 1426231 * 1409608496797 * 2984820485329 * 9162457369561
