p,n,poly,factorization
4973,2,x^2 + x + 2,2^3 * 3 * 11 * 113 * 829
4973,3,x^3 + x^2 + 7,2^2 * 11 * 113 * 24735703
4973,4,x^4 + x^3 + 18,2^4 * 3 * 5 * 11 * 113 * 829 * 2473073
4973,5,x^5 + x^4 + 5,2^2 * 11 * 113 * 1819871 * 336140291
4973,6,x^6 + x^5 + 2,2^3 * 3^2 * 7 * 11 * 73 * 113 * 127^2 * 829 * 24735703
4973,7,x^7 + x^6 + 3,2^2 * 11 * 113 * 15128577509434784409043
4973,8,x^8 + x^7 + 7,2^5 * 3 * 5 * 11 * 17 * 113 * 137 * 829 * 2473073 * 131302910449
4973,9,x^9 + x^8 + 5,2^2 * 11 * 113 * 991 * 24735703 * 15262901479801494577
4973,10,x^10 + x^9 + 8,2^3 * 3 * 11 * 113 * 191 * 331 * 829 * 1819871 * 336140291 * 9672197461
4973,11,x^11 + x^10 + 7,2^2 * 11^2 * 67 * 89 * 113 * 3037 * 46448280924985823369089299763
4973,12,x^12 + x^11 + 5,2^4 * 3^2 * 5 * 7 * 11 * 13 * 61 * 73 * 109 * 113 * 127^2 * 829 * 58537 * 120877 * 2473073 * 24735703
4973,13,x^13 + x^12 + 3,2^2 * 11 * 53 * 113 * 521 * 8286960278190663248025432469813332765337
4973,14,x^14 + x^13 + 50,2^3 * 3 * 11 * 113 * 829 * 8166019 * 9956017 * 186006199 * 15128577509434784409043
4973,15,x^15 + x^14 + 7,2^2 * 11 * 113 * 1819871 * 2363191 * 24735703 * 58232371 * 336140291 * 2717671983880621
4973,16,x^16 + x^15 + 37,2^6 * 3 * 5 * 11 * 17 * 113 * 137 * 829 * 2473073 * 131302910449 * 1213250151073 * 154158446135180017
4973,17,x^17 + x^16 + 23,2^2 * 11 * 113 * 4999 * 575588789 * 8449696718727317 * 5756335556829209838116982957343
4973,18,x^18 + x^17 + 105,2^3 * 3^3 * 7 * 11 * 19 * 73 * 113 * 127^2 * 829 * 991 * 5077063 * 24735703 * 52266491391403 * 15262901479801494577
4973,19,x^19 + x^18 + 107,2^2 * 11 * 113 * 3569553032029 * 109852610431715095163 * 8826639418191636855695641708302569
4973,20,x^20 + x^19 + 295,2^4 * 3 * 5^2 * 11 * 113 * 191 * 331 * 829 * 1819871 * 2473073 * 336140291 * 9672197461 * 74813100199967484491847669341
4973,21,x^21 + x^20 + 20,2^2 * 11 * 113 * 24735703 * 1007778836653 * 15128577509434784409043 * 226970250824730700030431258117373
