p,n,poly,factorization
8179,2,x^2 + x + 2,2^3 * 3 * 5 * 29 * 47 * 409
8179,3,x^3 + x^2 + 7,2 * 3^2 * 29 * 47 * 22301407
8179,4,x^4 + x^3 + 3,2^4 * 3 * 5 * 29 * 47 * 409 * 641 * 52181
8179,5,x^5 + x^4 + 9,2 * 3 * 29 * 47 * 661 * 7951 * 851590331
8179,6,x^6 + x^5 + 14,2^3 * 3^2 * 5 * 7 * 29 * 31 * 47 * 241 * 409 * 1279 * 22301407
8179,7,x^7 + x^6 + 4,2 * 3 * 29 * 47 * 463 * 646656072317686801147
8179,8,x^8 + x^7 + 10,2^5 * 3 * 5 * 17 * 29 * 47 * 137 * 409 * 641 * 52181 * 960729991729
8179,9,x^9 + x^8 + 149,2 * 3^3 * 19 * 29 * 47 * 22301407 * 23294251 * 225464225867623
8179,10,x^10 + x^9 + 118,2^3 * 3 * 5^2 * 11 * 29 * 47 * 71 * 409 * 661 * 7951 * 851590331 * 1145847176861
8179,11,x^11 + x^10 + 7,2 * 3 * 29 * 47 * 275024377 * 4871738787865677102420885418613
8179,12,x^12 + x^11 + 3,2^4 * 3^2 * 5 * 7 * 13 * 29 * 31 * 47 * 73 * 241 * 409 * 641 * 1279 * 52181 * 22301407 * 4715574535909
8179,13,x^13 + x^12 + 23,2 * 3 * 29 * 47 * 35724582011 * 534833903969 * 4691044082218831480426219
8179,14,x^14 + x^13 + 2,2^3 * 3 * 5 * 29 * 47 * 409 * 463 * 4999 * 9437 * 5484767 * 1156838887 * 646656072317686801147
8179,15,x^15 + x^14 + 6,2 * 3^2 * 29 * 47 * 661 * 4231 * 7951 * 22301407 * 851590331 * 4732662537714242526788336551
8179,16,x^16 + x^15 + 201,2^6 * 3 * 5 * 17 * 29 * 47 * 137 * 353 * 409 * 641 * 52181 * 960729991729 * 12285889361329 * 2308821534445313
8179,17,x^17 + x^16 + 4,2 * 3 * 29 * 47 * 3299 * 55334430106877073378325573 * 2197245966989890936612886135775343
8179,18,x^18 + x^17 + 50,2^3 * 3^3 * 5 * 7 * 19 * 29 * 31 * 47 * 109 * 241 * 409 * 1279 * 28027 * 22301407 * 23294251 * 225464225867623 * 97993695897150481
8179,19,x^19 + x^18 + 68,2 * 3 * 29 * 47 * 10668653 * 759138544558845397884162311 * 3313036470305749749748558038515330407
8179,20,x^20 + x^19 + 10,2^4 * 3 * 5^2 * 11 * 29 * 41 * 47 * 71 * 409 * 641 * 661 * 7951 * 52181 * 851590331 * 4068990661 * 1145847176861 * 120041415875002055381
