p,r,n,poly,factorization
4679,1,2,x^2 + x + 19,2^4 * 3^2 * 5 * 13 * 2339
4679,1,3,x^3 + x^2 + 2,2 * 127 * 2339 * 172423
4679,1,4,x^4 + x^3 + 33,2^5 * 3^2 * 5 * 13 * 17 * 457 * 1409 * 2339
4679,1,5,x^5 + x^4 + 7,2 * 11^2 * 2339 * 1310261 * 3023861
4679,1,6,x^6 + x^5 + 29,2^4 * 3^3 * 5 * 7 * 13 * 127 * 643 * 1621 * 2339 * 172423
4679,1,7,x^7 + x^6 + 23,2 * 43 * 2339 * 244085872372955312827
4679,1,8,x^8 + x^7 + 77,2^6 * 3^2 * 5 * 13 * 17 * 457 * 1409 * 2339 * 468137 * 511928393
4679,1,9,x^9 + x^8 + 17,2 * 19 * 127 * 397 * 2339 * 172423 * 1391150651397861727
4679,1,10,x^10 + x^9 + 33,2^4 * 3^2 * 5^2 * 11^2 * 13 * 31 * 2339 * 1310261 * 3023861 * 3091631152111
4679,1,11,x^11 + x^10 + 10,2 * 2339 * 5030640462820574591105701447273296601
4679,1,12,x^12 + x^11 + 76,2^5 * 3^3 * 5 * 7 * 13 * 17 * 109 * 127 * 457 * 643 * 1409 * 1621 * 2339 * 172423 * 4397295617749
4679,1,13,x^13 + x^12 + 2,2 * 53 * 79 * 937 * 2339 * 6734988859 * 1021919801657 * 4078806681718393
4679,1,14,x^14 + x^13 + 29,2^4 * 3^2 * 5 * 13 * 43 * 2339 * 244085872372955312827 * 10491207173356720725727
4679,1,15,x^15 + x^14 + 51,2 * 11^2 * 127 * 241 * 2339 * 172423 * 1310261 * 3023861 * 1957516266001 * 486865624249441
4679,1,16,x^16 + x^15 + 113,2^7 * 3^2 * 5 * 13 * 17 * 401 * 457 * 1153 * 1409 * 2339 * 10753 * 468137 * 4895057 * 511928393 * 4719905319937
4679,1,17,x^17 + x^16 + 21,2 * 409 * 2339 * 2110623563465775901 * 61151548716126327349875814538625917629
4679,1,18,x^18 + x^17 + 267,2^4 * 3^4 * 5 * 7 * 13 * 19 * 127 * 397 * 643 * 1621 * 2339 * 172423 * 161718121 * 21629094085441 * 1391150651397861727
4679,1,19,x^19 + x^18 + 164,2 * 2339 * 467502677 * 2472085795161083171076357803604054347890387170711636151253
4679,1,20,x^20 + x^19 + 43,2^5 * 3^2 * 5^2 * 11^2 * 13 * 17 * 31 * 41 * 457 * 761 * 1409 * 2339 * 7901 * 15161 * 1310261 * 3023861 * 3091631152111 * 61467552193669021
4679,1,21,x^21 + x^20 + 81,2 * 43 * 127 * 2339 * 74047 * 95131 * 172423 * 244085872372955312827 * 15628387999627632303027962727331453
4679,2,2,x^4 + x^3 + 33,2^5 * 3^2 * 5 * 13 * 17 * 457 * 1409 * 2339
4679,2,3,x^6 + x^5 + 29,2^4 * 3^3 * 5 * 7 * 13 * 127 * 643 * 1621 * 2339 * 172423
4679,2,4,x^8 + x^7 + 77,2^6 * 3^2 * 5 * 13 * 17 * 457 * 1409 * 2339 * 468137 * 511928393
4679,2,5,x^10 + x^9 + 33,2^4 * 3^2 * 5^2 * 11^2 * 13 * 31 * 2339 * 1310261 * 3023861 * 3091631152111
4679,2,6,x^12 + x^11 + 76,2^5 * 3^3 * 5 * 7 * 13 * 17 * 109 * 127 * 457 * 643 * 1409 * 1621 * 2339 * 172423 * 4397295617749
4679,2,7,x^14 + x^13 + 29,2^4 * 3^2 * 5 * 13 * 43 * 2339 * 244085872372955312827 * 10491207173356720725727
4679,2,8,x^16 + x^15 + 113,2^7 * 3^2 * 5 * 13 * 17 * 401 * 457 * 1153 * 1409 * 2339 * 10753 * 468137 * 4895057 * 511928393 * 4719905319937
4679,2,9,x^18 + x^17 + 267,2^4 * 3^4 * 5 * 7 * 13 * 19 * 127 * 397 * 643 * 1621 * 2339 * 172423 * 161718121 * 21629094085441 * 1391150651397861727
4679,2,10,x^20 + x^19 + 43,2^5 * 3^2 * 5^2 * 11^2 * 13 * 17 * 31 * 41 * 457 * 761 * 1409 * 2339 * 7901 * 15161 * 1310261 * 3023861 * 3091631152111 * 61467552193669021
4679,3,2,x^6 + x^5 + 29,2^4 * 3^3 * 5 * 7 * 13 * 127 * 643 * 1621 * 2339 * 172423
4679,3,3,x^9 + x^8 + 17,2 * 19 * 127 * 397 * 2339 * 172423 * 1391150651397861727
4679,3,4,x^12 + x^11 + 76,2^5 * 3^3 * 5 * 7 * 13 * 17 * 109 * 127 * 457 * 643 * 1409 * 1621 * 2339 * 172423 * 4397295617749
4679,3,5,x^15 + x^14 + 51,2 * 11^2 * 127 * 241 * 2339 * 172423 * 1310261 * 3023861 * 1957516266001 * 486865624249441
4679,3,6,x^18 + x^17 + 267,2^4 * 3^4 * 5 * 7 * 13 * 19 * 127 * 397 * 643 * 1621 * 2339 * 172423 * 161718121 * 21629094085441 * 1391150651397861727
4679,3,7,x^21 + x^20 + 81,2 * 43 * 127 * 2339 * 74047 * 95131 * 172423 * 244085872372955312827 * 15628387999627632303027962727331453
4679,4,2,x^8 + x^7 + 77,2^6 * 3^2 * 5 * 13 * 17 * 457 * 1409 * 2339 * 468137 * 511928393
4679,4,3,x^12 + x^11 + 76,2^5 * 3^3 * 5 * 7 * 13 * 17 * 109 * 127 * 457 * 643 * 1409 * 1621 * 2339 * 172423 * 4397295617749
4679,4,4,x^16 + x^15 + 113,2^7 * 3^2 * 5 * 13 * 17 * 401 * 457 * 1153 * 1409 * 2339 * 10753 * 468137 * 4895057 * 511928393 * 4719905319937
4679,4,5,x^20 + x^19 + 43,2^5 * 3^2 * 5^2 * 11^2 * 13 * 17 * 31 * 41 * 457 * 761 * 1409 * 2339 * 7901 * 15161 * 1310261 * 3023861 * 3091631152111 * 61467552193669021
4679,5,2,x^10 + x^9 + 33,2^4 * 3^2 * 5^2 * 11^2 * 13 * 31 * 2339 * 1310261 * 3023861 * 3091631152111
4679,5,3,x^15 + x^14 + 51,2 * 11^2 * 127 * 241 * 2339 * 172423 * 1310261 * 3023861 * 1957516266001 * 486865624249441
4679,5,4,x^20 + x^19 + 43,2^5 * 3^2 * 5^2 * 11^2 * 13 * 17 * 31 * 41 * 457 * 761 * 1409 * 2339 * 7901 * 15161 * 1310261 * 3023861 * 3091631152111 * 61467552193669021
4679,6,2,x^12 + x^11 + 76,2^5 * 3^3 * 5 * 7 * 13 * 17 * 109 * 127 * 457 * 643 * 1409 * 1621 * 2339 * 172423 * 4397295617749
4679,6,3,x^18 + x^17 + 267,2^4 * 3^4 * 5 * 7 * 13 * 19 * 127 * 397 * 643 * 1621 * 2339 * 172423 * 161718121 * 21629094085441 * 1391150651397861727
4679,7,2,x^14 + x^13 + 29,2^4 * 3^2 * 5 * 13 * 43 * 2339 * 244085872372955312827 * 10491207173356720725727
4679,7,3,x^21 + x^20 + 81,2 * 43 * 127 * 2339 * 74047 * 95131 * 172423 * 244085872372955312827 * 15628387999627632303027962727331453
4679,8,2,x^16 + x^15 + 113,2^7 * 3^2 * 5 * 13 * 17 * 401 * 457 * 1153 * 1409 * 2339 * 10753 * 468137 * 4895057 * 511928393 * 4719905319937
4679,9,2,x^18 + x^17 + 267,2^4 * 3^4 * 5 * 7 * 13 * 19 * 127 * 397 * 643 * 1621 * 2339 * 172423 * 161718121 * 21629094085441 * 1391150651397861727
4679,10,2,x^20 + x^19 + 43,2^5 * 3^2 * 5^2 * 11^2 * 13 * 17 * 31 * 41 * 457 * 761 * 1409 * 2339 * 7901 * 15161 * 1310261 * 3023861 * 3091631152111 * 61467552193669021
