p,n,poly,factorization
1289,2,x^2 + x + 11,2^4 * 3 * 5 * 7 * 23 * 43
1289,3,x^3 + x^2 + 15,2^3 * 7 * 23 * 127 * 13093
1289,4,x^4 + x^3 + 71,2^5 * 3 * 5 * 7 * 23 * 37 * 43 * 22453
1289,5,x^5 + x^4 + 6,2^3 * 7 * 23 * 41 * 82591 * 815891
1289,6,x^6 + x^5 + 85,2^4 * 3^2 * 5 * 7 * 23 * 43 * 127 * 13093 * 553411
1289,7,x^7 + x^6 + 15,2^3 * 7^2 * 23 * 281 * 2333727793859393
1289,8,x^8 + x^7 + 21,2^6 * 3 * 5 * 7 * 23 * 37 * 43 * 257 * 953 * 22453 * 5635801
1289,9,x^9 + x^8 + 138,2^3 * 7 * 19 * 23 * 127 * 5527 * 13093 * 43679176191487
1289,10,x^10 + x^9 + 22,2^4 * 3 * 5^2 * 7 * 11 * 23 * 41 * 43 * 211 * 82591 * 815891 * 237700301
1289,11,x^11 + x^10 + 34,2^3 * 7 * 23 * 72946657103 * 173724405202153295117
1289,12,x^12 + x^11 + 86,2^5 * 3^2 * 5 * 7 * 13 * 23 * 37 * 43 * 127 * 1321 * 12637 * 12721 * 13093 * 22453 * 553411
1289,13,x^13 + x^12 + 44,2^3 * 7 * 23 * 2861 * 14906584967 * 493714684827238978171303
1289,14,x^14 + x^13 + 13,2^4 * 3 * 5 * 7^2 * 23 * 29 * 43 * 281 * 644911 * 245065924643 * 2333727793859393
1289,15,x^15 + x^14 + 91,2^3 * 7 * 23 * 31 * 41 * 127 * 541 * 13093 * 82591 * 815891 * 387409831 * 1172078470141
1289,16,x^16 + x^15 + 416,2^7 * 3 * 5 * 7 * 17 * 23 * 37 * 43 * 257 * 337 * 953 * 11057 * 22453 * 5635801 * 180705073 * 332894689
1289,17,x^17 + x^16 + 13,2^3 * 7 * 23 * 137 * 152423 * 2783637379134635256642671867018833600479631
1289,18,x^18 + x^17 + 15,2^4 * 3^3 * 5 * 7 * 19 * 23 * 43 * 127 * 5527 * 13093 * 553411 * 14792311 * 103361837221 * 43679176191487
1289,19,x^19 + x^18 + 24,2^3 * 7 * 23 * 14251 * 60041 * 1204175534377 * 93736020181892359360272533682928913
1289,20,x^20 + x^19 + 54,2^5 * 3 * 5^2 * 7 * 11 * 23 * 37 * 41 * 43 * 61 * 181 * 211 * 22453 * 82591 * 815891 * 237700301 * 690263115919152393601
1289,21,x^21 + x^20 + 47,2^3 * 7^2 * 23 * 127 * 281 * 4999 * 13093 * 2333727793859393 * 4205472693040544363374134788874439
1289,22,x^22 + x^21 + 26,2^4 * 3 * 5 * 7 * 23 * 43 * 97549 * 72946657103 * 312801825293 * 414667769115073 * 173724405202153295117
1289,23,x^23 + x^22 + 6,2^3 * 7 * 23^2 * 281153 * 19201873 * 2771522771 * 18093973114153 * 42818819855361830068781449764731
1289,24,x^24 + x^23 + 362,2^6 * 3^2 * 5 * 7 * 13 * 23 * 37 * 43 * 127 * 257 * 953 * 1321 * 1489 * 12637 * 12721 * 13093 * 22453 * 553411 * 5635801 * 5118334217420528898769
1289,25,x^25 + x^24 + 55,2^3 * 7 * 23 * 41 * 151 * 82591 * 815891 * 33097044151 * 48529639351 * 661127354374979283385979114368888320451
