p,n,poly,factorization
7537,2,x^2 + x + 11,2^5 * 3 * 157 * 3769
7537,3,x^3 + x^2 + 14,2^4 * 3^2 * 37 * 157 * 487 * 1051
7537,4,x^4 + x^3 + 28,2^6 * 3 * 5 * 157 * 313 * 3769 * 18149
7537,5,x^5 + x^4 + 7,2^4 * 3 * 31 * 61 * 157 * 1706711668631
7537,6,x^6 + x^5 + 28,2^5 * 3^2 * 7 * 13 * 37 * 157 * 487 * 1051 * 3769 * 624163
7537,7,x^7 + x^6 + 120,2^4 * 3 * 157 * 6581 * 674857 * 41280511443011
7537,8,x^8 + x^7 + 14,2^7 * 3 * 5 * 157 * 313 * 3769 * 18149 * 4100177 * 393515153
7537,9,x^9 + x^8 + 58,2^4 * 3^3 * 37 * 109 * 157 * 487 * 1051 * 7561 * 74141966513538829
7537,10,x^10 + x^9 + 14,2^5 * 3 * 11 * 31 * 61 * 131 * 157 * 3769 * 1706711668631 * 2239094702401
7537,11,x^11 + x^10 + 19,2^4 * 3 * 23 * 157 * 25722604614632345272129189098368988829
7537,12,x^12 + x^11 + 19,2^6 * 3^2 * 5 * 7 * 13 * 37 * 157 * 313 * 487 * 1051 * 2521 * 3769 * 18149 * 624163 * 1280033122633
7537,13,x^13 + x^12 + 60,2^4 * 3 * 157 * 282127 * 15869257 * 63701904268237 * 117838213396390431127
7537,14,x^14 + x^13 + 7,2^5 * 3 * 157 * 3769 * 6581 * 674857 * 41280511443011 * 183287764282262940819793
7537,15,x^15 + x^14 + 130,2^4 * 3^2 * 31 * 37 * 61 * 157 * 487 * 1051 * 548633772241 * 1706711668631 * 18977891472503320561
7537,16,x^16 + x^15 + 19,2^8 * 3 * 5 * 17 * 157 * 313 * 3769 * 18149 * 4100177 * 393515153 * 306273347378901299618214189233
7537,17,x^17 + x^16 + 30,2^4 * 3 * 157 * 239 * 1721557 * 134821187 * 53236170773761 * 4824677636505523 * 7611693728660027
7537,18,x^18 + x^17 + 182,2^5 * 3^3 * 7 * 13 * 19 * 37 * 73 * 109 * 157 * 181 * 487 * 1051 * 3769 * 7039 * 7561 * 624163 * 103734947260729 * 74141966513538829
7537,19,x^19 + x^18 + 19,2^4 * 3 * 157 * 6160711906966643909381363968011127920763372578599739781466182897779427
7537,20,x^20 + x^19 + 83,2^6 * 3 * 5^2 * 11 * 31 * 61 * 131 * 157 * 313 * 1721 * 2441 * 3769 * 18149 * 1706711668631 * 2239094702401 * 495757691041195799433101
