p,n,poly,factorization
6553,2,x^2 + x + 20,2^4 * 3^2 * 7 * 13 * 29 * 113
6553,3,x^3 + x^2 + 10,2^3 * 3^3 * 7 * 13 * 283 * 50587
6553,4,x^4 + x^3 + 30,2^5 * 3^2 * 5 * 7 * 13 * 29 * 113 * 1033 * 4157
6553,5,x^5 + x^4 + 10,2^3 * 3^2 * 7 * 13 * 281 * 6563275447741
6553,6,x^6 + x^5 + 85,2^4 * 3^3 * 7 * 13 * 29 * 113 * 283 * 50587 * 42935257
6553,7,x^7 + x^6 + 69,2^3 * 3^2 * 7^2 * 13 * 239 * 47338157031829446791
6553,8,x^8 + x^7 + 92,2^6 * 3^2 * 5 * 7 * 13 * 17 * 29 * 113 * 193 * 1033 * 4157 * 281011728161
6553,9,x^9 + x^8 + 89,2^3 * 3^4 * 7 * 13 * 19 * 283 * 1153 * 50587 * 1204860716438665267
6553,10,x^10 + x^9 + 23,2^4 * 3^2 * 7 * 11 * 13 * 29 * 113 * 281 * 6941591 * 24145861 * 6563275447741
6553,11,x^11 + x^10 + 160,2^3 * 3^2 * 7 * 13 * 310005493579 * 471084232946021181265503737
6553,12,x^12 + x^11 + 82,2^5 * 3^3 * 5 * 7 * 13 * 29 * 113 * 277 * 283 * 1033 * 4157 * 17749 * 50587 * 42935257 * 375065401
6553,13,x^13 + x^12 + 186,2^3 * 3^2 * 7 * 13^2 * 937 * 1825132973 * 282079055193039511696849004495597
6553,14,x^14 + x^13 + 77,2^4 * 3^2 * 7^2 * 13 * 29 * 113 * 211 * 239 * 231323 * 660983 * 2454048703 * 47338157031829446791
6553,15,x^15 + x^14 + 11,2^3 * 3^3 * 7 * 13 * 281 * 283 * 1381 * 50587 * 6563275447741 * 2461848854586590324975717581
6553,16,x^16 + x^15 + 62,2^7 * 3^2 * 5 * 7 * 13 * 17 * 29 * 113 * 193 * 257 * 1033 * 4157 * 12289 * 51361 * 281011728161 * 10481132458835315777
6553,17,x^17 + x^16 + 229,2^3 * 3^2 * 7 * 13 * 103 * 2687 * 203117 * 612284363387 * 1778500345019 * 188908143337743862325145221
6553,18,x^18 + x^17 + 106,2^4 * 3^4 * 7 * 13 * 19 * 29 * 37 * 113 * 283 * 397 * 1153 * 50587 * 42935257 * 1204860716438665267 * 5390744852917334377
6553,19,x^19 + x^18 + 11,2^3 * 3^2 * 7 * 13 * 26183 * 137713 * 140297 * 633042091771 * 24028621412898594377 * 64533486685802070312023
6553,20,x^20 + x^19 + 69,2^5 * 3^2 * 5^2 * 7 * 11 * 13 * 29 * 113 * 281 * 1033 * 1741 * 4157 * 6941591 * 24145861 * 5445527741 * 6563275447741 * 71731941112672501
