p,n,poly,factorization
2273,2,x^2 + x + 5,2^6 * 3 * 71 * 379
2273,3,x^3 + x^2 + 6,2^5 * 71 * 5168803
2273,4,x^4 + x^3 + 43,2^7 * 3 * 5 * 71 * 379 * 516653
2273,5,x^5 + x^4 + 3,2^5 * 41 * 71 * 151 * 4313482571
2273,6,x^6 + x^5 + 7,2^6 * 3^2 * 7^2 * 19 * 43^2 * 71 * 379 * 5168803
2273,7,x^7 + x^6 + 5,2^5 * 71 * 341041 * 404558313305623
2273,8,x^8 + x^7 + 89,2^8 * 3 * 5 * 71 * 73 * 193 * 379 * 1097 * 516653 * 863537
2273,9,x^9 + x^8 + 5,2^5 * 37 * 71 * 674767 * 5168803 * 5523839552233
2273,10,x^10 + x^9 + 76,2^6 * 3 * 11 * 41 * 71 * 151 * 379 * 28031 * 86531741 * 4313482571
2273,11,x^11 + x^10 + 5,2^5 * 67^2 * 71 * 25944403 * 31622207114873132374849
2273,12,x^12 + x^11 + 48,2^7 * 3^2 * 5 * 7^2 * 13 * 19 * 43^2 * 71 * 379 * 8053 * 10597 * 24061 * 516653 * 5168803
2273,13,x^13 + x^12 + 7,2^5 * 53 * 71 * 157 * 859 * 2662046586954022560712256167513079
2273,14,x^14 + x^13 + 44,2^6 * 3 * 71 * 379 * 341041 * 404558313305623 * 137849625226982882977
2273,15,x^15 + x^14 + 59,2^5 * 31 * 41 * 61 * 71 * 151 * 17401 * 5168803 * 281559511 * 4313482571 * 76872045781
2273,16,x^16 + x^15 + 194,2^9 * 3 * 5 * 17 * 71 * 73 * 193 * 379 * 401 * 1097 * 516653 * 863537 * 37857649 * 1380443244644977
2273,17,x^17 + x^16 + 93,2^5 * 71 * 6869 * 8926127616849029 * 8283721172552596294066923714406441
2273,18,x^18 + x^17 + 6,2^6 * 3^3 * 7^2 * 19 * 37 * 43^2 * 71 * 109 * 181 * 379 * 1279 * 674767 * 5168803 * 1821795992101 * 5523839552233
2273,19,x^19 + x^18 + 10,2^5 * 71 * 2220375371536676758130945123 * 1181828748717910403054596973280881
2273,20,x^20 + x^19 + 13,2^7 * 3 * 5^2 * 11 * 41 * 71 * 151 * 379 * 5021 * 28031 * 39521 * 64901 * 516653 * 86531741 * 4313482571 * 11065113231901
2273,21,x^21 + x^20 + 19,2^5 * 71 * 3823 * 341041 * 5168803 * 404558313305623 * 56379615438691693 * 88201447551201683371
2273,22,x^22 + x^21 + 26,2^6 * 3 * 23 * 67^2 * 71 * 379 * 7481 * 46817 * 25944403 * 31622207114873132374849 * 456785448976811046298207
2273,23,x^23 + x^22 + 11,2^5 * 47 * 71 * 54833 * 12586041049 * 2159482482158905397535799972136383703461790698215658357297
