p,n,poly,factorization
4423,2,x^2 + x + 5,2^4 * 3 * 7 * 11 * 67 * 79
4423,3,x^3 + x^2 + 13,2 * 3^2 * 11 * 13 * 67 * 109 * 4603
4423,4,x^4 + x^3 + 69,2^5 * 3 * 5 * 7 * 11 * 67 * 79 * 449 * 4357
4423,5,x^5 + x^4 + 49,2 * 3 * 11 * 67 * 12690151 * 30164711
4423,6,x^6 + x^5 + 6,2^4 * 3^2 * 7 * 11 * 13 * 43 * 67 * 79 * 109 * 4603 * 454849
4423,7,x^7 + x^6 + 7,2 * 3 * 11 * 67 * 113 * 180797 * 5720863 * 64072051
4423,8,x^8 + x^7 + 96,2^6 * 3 * 5 * 7 * 11 * 67 * 79 * 449 * 4357 * 191354095529521
4423,9,x^9 + x^8 + 18,2 * 3^3 * 11 * 13 * 67 * 109 * 577 * 4603 * 5023 * 155521 * 5536717309
4423,10,x^10 + x^9 + 69,2^4 * 3 * 7 * 11 * 67 * 79 * 12690151 * 30164711 * 382621683782581
4423,11,x^11 + x^10 + 49,2 * 3 * 11^2 * 67 * 331 * 353 * 661 * 463453 * 22613513341 * 321882237557
4423,12,x^12 + x^11 + 10,2^5 * 3^2 * 5 * 7 * 11 * 13 * 43 * 67 * 79 * 109 * 449 * 4357 * 4603 * 454849 * 382708171496113
4423,13,x^13 + x^12 + 47,2 * 3 * 11 * 53 * 67 * 521 * 1171 * 1518427 * 1141923651124087059313290462661
4423,14,x^14 + x^13 + 48,2^4 * 3 * 7^2 * 11 * 67 * 79 * 113 * 337 * 379 * 180797 * 5720863 * 37049461 * 64072051 * 225971887
4423,15,x^15 + x^14 + 13,2 * 3^2 * 11 * 13 * 67 * 109 * 271 * 991 * 4603 * 12690151 * 30164711 * 545248360621562626647121
4423,16,x^16 + x^15 + 95,2^7 * 3 * 5 * 7 * 11 * 17 * 67 * 79 * 449 * 1601 * 4357 * 6449 * 58481 * 129553 * 55069435489 * 191354095529521
4423,17,x^17 + x^16 + 63,2 * 3 * 11 * 67 * 4788529469 * 4480918723461602801019289509830351854678795019989
4423,18,x^18 + x^17 + 75,2^4 * 3^3 * 7 * 11 * 13 * 19 * 43 * 67 * 79 * 109 * 127 * 577 * 4603 * 5023 * 155521 * 454849 * 5536717309 * 3102732353634449671
4423,19,x^19 + x^18 + 26,2 * 3 * 11 * 67 * 191 * 1217 * 9349 * 193158580215771843471557647429693131762963519566075028571
4423,20,x^20 + x^19 + 3,2^5 * 3 * 5^2 * 7 * 11 * 41 * 67 * 79 * 449 * 4357 * 12690151 * 30164711 * 382621683782581 * 714466107398978745926172901
4423,21,x^21 + x^20 + 91,2 * 3^2 * 11 * 13 * 67 * 109 * 113 * 4603 * 10459 * 180797 * 5720863 * 64072051 * 165954879563349451 * 32286790957123532576041
