p,n,poly,factorization
4591,2,x^2 + x + 11,2^5 * 3^3 * 5 * 7 * 17 * 41
4591,3,x^3 + x^2 + 10,2 * 3^4 * 5 * 17 * 127 * 55333
4591,4,x^4 + x^3 + 15,2^6 * 3^3 * 5 * 7 * 17 * 41 * 173 * 60917
4591,5,x^5 + x^4 + 4,2 * 3^3 * 5^2 * 11 * 17 * 8079064749671
4591,6,x^6 + x^5 + 21,2^5 * 3^4 * 5 * 7 * 17 * 19 * 41 * 73 * 127 * 15193 * 55333
4591,7,x^7 + x^6 + 4,2 * 3^3 * 5 * 17 * 254322041 * 36825984292217
4591,8,x^8 + x^7 + 59,2^7 * 3^3 * 5 * 7 * 17 * 41 * 89 * 173 * 60917 * 2495796485129
4591,9,x^9 + x^8 + 58,2 * 3^5 * 5 * 17 * 127 * 55333 * 15360913 * 203191470083467
4591,10,x^10 + x^9 + 21,2^5 * 3^3 * 5^2 * 7 * 11 * 17 * 41 * 191 * 45821 * 50750071 * 8079064749671
4591,11,x^11 + x^10 + 14,2 * 3^3 * 5 * 17 * 881 * 2113651 * 30701466148519 * 72777851643949
4591,12,x^12 + x^11 + 178,2^6 * 3^4 * 5 * 7 * 13 * 17 * 19 * 41 * 73 * 127 * 173 * 15193 * 55333 * 60917 * 34173211790437
4591,13,x^13 + x^12 + 16,2 * 3^3 * 5 * 17 * 521 * 168323362076580637193136639975988773259673
4591,14,x^14 + x^13 + 147,2^5 * 3^3 * 5 * 7^2 * 17 * 29 * 41 * 883 * 9479 * 303157 * 18174493 * 254322041 * 36825984292217
4591,15,x^15 + x^14 + 43,2 * 3^4 * 5^2 * 11 * 17 * 61 * 127 * 55333 * 7152991 * 8079064749671 * 452216309349743556811
4591,16,x^16 + x^15 + 106,2^8 * 3^3 * 5 * 7 * 17 * 41 * 89 * 113 * 173 * 60917 * 49281217 * 222141761 * 79769756881 * 2495796485129
4591,17,x^17 + x^16 + 14,2 * 3^3 * 5 * 17^2 * 1021 * 955801233000296205155233 * 2348383615023098252823547325797
4591,18,x^18 + x^17 + 198,2^5 * 3^5 * 5 * 7 * 17 * 19 * 37 * 41 * 73 * 127 * 15193 * 55333 * 15360913 * 203191470083467 * 253070796829437469783
4591,19,x^19 + x^18 + 63,2 * 3^3 * 5 * 17 * 761 * 20939 * 2334037 * 442078452317 * 1053085325072189 * 47425797106677360529764391
4591,20,x^20 + x^19 + 158,2^6 * 3^3 * 5^2 * 7 * 11 * 17 * 41 * 173 * 191 * 16741 * 17761 * 45821 * 60917 * 50750071 * 228819761 * 2900787953501 * 8079064749671
4591,21,x^21 + x^20 + 41,2 * 3^4 * 5 * 17 * 127 * 55333 * 28716283 * 254322041 * 36825984292217 * 141417296607989767 * 21585501863357085781
