p,n,poly,factorization
9643,2,x^2 + x + 3,2^3 * 3 * 1607 * 2411
9643,3,x^3 + x^2 + 6,2 * 3^2 * 7 * 1607 * 4428433
9643,4,x^4 + x^3 + 26,2^4 * 3 * 5^2 * 17 * 1607 * 2411 * 109397
9643,5,x^5 + x^4 + 15,2 * 3 * 31 * 1607 * 6879451 * 40548821
9643,6,x^6 + x^5 + 22,2^3 * 3^2 * 7 * 13 * 1607 * 2411 * 4428433 * 7152139
9643,7,x^7 + x^6 + 24,2 * 3 * 43 * 211 * 1607 * 7253 * 12219387908441897
9643,8,x^8 + x^7 + 22,2^5 * 3 * 5^2 * 17 * 281 * 1607 * 2411 * 38449 * 109397 * 400154129
9643,9,x^9 + x^8 + 16,2 * 3^3 * 7 * 1607 * 4428433 * 61717588903 * 4342529671273
9643,10,x^10 + x^9 + 51,2^3 * 3 * 11 * 31 * 1481 * 1607 * 2411 * 6879451 * 40548821 * 530708310511
9643,11,x^11 + x^10 + 15,2 * 3 * 23 * 67 * 1607 * 551959 * 8174425673986704571807605912247
9643,12,x^12 + x^11 + 5,2^4 * 3^2 * 5^2 * 7 * 13 * 17 * 37 * 1607 * 2411 * 109397 * 4428433 * 7152139 * 233693664284869
9643,13,x^13 + x^12 + 15,2 * 3 * 131 * 1607 * 1046189 * 4717474873806038067372074407467926397439
9643,14,x^14 + x^13 + 5,2^3 * 3 * 43 * 211 * 1607 * 2411 * 7253 * 48259 * 46949533 * 354828397981 * 12219387908441897
9643,15,x^15 + x^14 + 15,2 * 3^2 * 7 * 31 * 1607 * 274171 * 4428433 * 6879451 * 40548821 * 272665868967285026692308931
9643,16,x^16 + x^15 + 104,2^6 * 3 * 5^2 * 17 * 281 * 1607 * 2411 * 38449 * 109397 * 400154129 * 37382413617586929575324452407601
9643,17,x^17 + x^16 + 13,2 * 3 * 103 * 1607 * 54275331299640249555636089799746395136038494679550657355574967
9643,18,x^18 + x^17 + 32,2^3 * 3^3 * 7 * 13 * 19 * 1607 * 2411 * 41221 * 4428433 * 7152139 * 61717588903 * 4342529671273 * 1026599093142773257
9643,19,x^19 + x^18 + 9,2 * 3 * 1559 * 1607 * 201211 * 626887 * 854916211 * 3092099001850997189120027530767976628571669542501
9643,20,x^20 + x^19 + 39,2^4 * 3 * 5^3 * 11 * 17 * 31 * 41 * 1481 * 1607 * 2411 * 109397 * 168541 * 695081 * 6879451 * 40548821 * 530708310511 * 3113167476749409041
