p,n,poly,factorization
683,2,x^2 + x + 5,2^3 * 3^2 * 11 * 19 * 31
683,3,x^3 + x^2 + 10,2 * 7 * 11 * 31 * 66739
683,4,x^4 + x^3 + 24,2^4 * 3^2 * 5 * 11 * 19 * 31 * 46649
683,5,x^5 + x^4 + 12,2 * 11 * 31 * 1151 * 189340631
683,6,x^6 + x^5 + 17,2^3 * 3^3 * 7 * 11 * 19 * 31 * 66739 * 155269
683,7,x^7 + x^6 + 19,2 * 11 * 29 * 31 * 20231 * 173278708807
683,8,x^8 + x^7 + 11,2^5 * 3^2 * 5 * 11 * 19 * 31 * 41 * 46649 * 2653804721
683,9,x^9 + x^8 + 19,2 * 7 * 11 * 31 * 397 * 34759 * 66739 * 7356418759
683,10,x^10 + x^9 + 39,2^3 * 3^2 * 11 * 19 * 31 * 821 * 1151 * 2011 * 131611 * 189340631
683,11,x^11 + x^10 + 56,2 * 11^2 * 23 * 31 * 99859 * 875660242635484803619
683,12,x^12 + x^11 + 21,2^4 * 3^3 * 5 * 7 * 11 * 13 * 19 * 31 * 421 * 46649 * 66739 * 155269 * 39760921
683,13,x^13 + x^12 + 61,2 * 11 * 31 * 53 * 2731 * 844897 * 5710186613 * 14778594530467
683,14,x^14 + x^13 + 54,2^3 * 3^2 * 11 * 19 * 29 * 31 * 20231 * 555941 * 173278708807 * 182330834687
683,15,x^15 + x^14 + 36,2 * 7 * 11 * 31 * 61 * 1151 * 66739 * 84687331 * 189340631 * 9153370063351
683,16,x^16 + x^15 + 84,2^6 * 3^2 * 5 * 11 * 17 * 19 * 31 * 41 * 433 * 46649 * 63473 * 2653804721 * 50676870857857
683,17,x^17 + x^16 + 26,2 * 11 * 31 * 6427 * 15572749 * 2288412032010707 * 9805275074344580261
683,18,x^18 + x^17 + 89,2^3 * 3^4 * 7 * 11 * 19 * 31 * 397 * 34759 * 66739 * 155269 * 176419 * 243577 * 787447 * 7356418759
683,19,x^19 + x^18 + 109,2 * 11 * 31 * 229 * 7378157 * 1992052656959 * 66289030745761 * 4695513975115099
683,20,x^20 + x^19 + 118,2^4 * 3^2 * 5^2 * 11 * 19 * 31 * 241 * 821 * 1151 * 2011 * 46649 * 131611 * 189340631 * 39298651805285992781
683,21,x^21 + x^20 + 19,2 * 7^2 * 11 * 29 * 31 * 43 * 20231 * 66739 * 173278708807 * 34185790035580982410137577185709
683,22,x^22 + x^21 + 6,2^3 * 3^2 * 11^2 * 19 * 23 * 31 * 2971 * 99859 * 489678443 * 15162052684618159 * 875660242635484803619
683,23,x^23 + x^22 + 40,2 * 11 * 31 * 47 * 4244743 * 1142727164181261913327199808824455287171742763091911813
683,24,x^24 + x^23 + 153,2^5 * 3^3 * 5 * 7 * 11 * 13 * 19 * 31 * 41 * 97 * 421 * 6673 * 46649 * 66739 * 155269 * 673921 * 39760921 * 2653804721 * 108558486721
683,25,x^25 + x^24 + 49,2 * 11 * 31 * 1151 * 189340631 * 247714651 * 456327868958551 * 7122254102879501 * 606132991531523201
683,26,x^26 + x^25 + 129,2^3 * 3^2 * 11 * 19 * 31 * 53 * 2731 * 844897 * 87442057 * 5710186613 * 2859251600297 * 14778594530467 * 41156677507349
683,27,x^27 + x^26 + 151,2 * 7 * 11 * 31 * 397 * 21061 * 34759 * 66739 * 7356418759 * 351951361147 * 810231521472937 * 174181446920203873147
683,28,x^28 + x^27 + 496,2^4 * 3^2 * 5 * 11 * 19 * 29 * 31 * 20231 * 46649 * 555941 * 173278708807 * 182330834687 * 10304988541182093427240708522602217
