p,n,poly,factorization
4759,2,x^2 + x + 6,2^4 * 3 * 5 * 7 * 13 * 17 * 61
4759,3,x^3 + x^2 + 9,2 * 3^2 * 13 * 61 * 7550947
4759,4,x^4 + x^3 + 15,2^5 * 3 * 5 * 7 * 13 * 17 * 61 * 11324041
4759,5,x^5 + x^4 + 23,2 * 3 * 13 * 31 * 61 * 43451 * 380883901
4759,6,x^6 + x^5 + 124,2^4 * 3^2 * 5 * 7 * 13 * 17 * 61 * 1669 * 13567 * 7550947
4759,7,x^7 + x^6 + 23,2 * 3 * 13 * 61 * 218107 * 53274071800197403
4759,8,x^8 + x^7 + 33,2^6 * 3 * 5 * 7 * 13 * 17 * 41 * 61 * 11324041 * 6255311865641
4759,9,x^9 + x^8 + 23,2 * 3^3 * 13 * 19 * 61 * 7550947 * 9954928693 * 20472987421
4759,10,x^10 + x^9 + 37,2^4 * 3 * 5^2 * 7 * 11^2 * 13 * 17 * 31 * 61 * 43451 * 380883901 * 847649278361
4759,11,x^11 + x^10 + 36,2 * 3 * 13 * 61 * 124415633 * 47904174601602860855005200697
4759,12,x^12 + x^11 + 47,2^5 * 3^2 * 5 * 7 * 13 * 17 * 37 * 61 * 97 * 1669 * 2221 * 13567 * 7550947 * 11324041 * 64348849
4759,13,x^13 + x^12 + 9,2 * 3 * 13^2 * 53 * 61 * 1301 * 91830555863411 * 1639819297991387556534479
4759,14,x^14 + x^13 + 42,2^4 * 3 * 5 * 7^2 * 13 * 17 * 61 * 6329 * 218107 * 53274071800197403 * 262162062549408449
4759,15,x^15 + x^14 + 61,2 * 3^2 * 13 * 31 * 61 * 43451 * 7550947 * 380883901 * 78030143159971 * 3371102577123691
4759,16,x^16 + x^15 + 76,2^7 * 3 * 5 * 7 * 13 * 17 * 41 * 61 * 15569 * 11324041 * 6255311865641 * 8449576145897236883717969
4759,17,x^17 + x^16 + 17,2 * 3 * 13 * 61 * 2789 * 58722421 * 422756289329431484181996104750162368644134933209
4759,18,x^18 + x^17 + 15,2^4 * 3^3 * 5 * 7 * 13 * 17 * 19 * 61 * 1669 * 13567 * 7550947 * 878975749 * 9954928693 * 20472987421 * 13216526642287
4759,19,x^19 + x^18 + 18,2 * 3 * 13 * 61 * 8625805667659 * 181791797509387842427287362838945232096765430073444379
4759,20,x^20 + x^19 + 33,2^5 * 3 * 5^2 * 7 * 11^2 * 13 * 17 * 31 * 61 * 43451 * 820541 * 11324041 * 380883901 * 847649278361 * 320645635518447305290421
4759,21,x^21 + x^20 + 23,2 * 3^2 * 13 * 61 * 211 * 218107 * 7550947 * 8287273 * 21889267 * 60053418223 * 53274071800197403 * 58699464388577167
