p,n,poly,factorization
7949,2,x^2 + x + 3,2^3 * 3 * 5^2 * 53 * 1987
7949,3,x^3 + x^2 + 29,2^2 * 7 * 19 * 1987 * 475147
7949,4,x^4 + x^3 + 13,2^4 * 3 * 5^2 * 37 * 53 * 1987 * 853873
7949,5,x^5 + x^4 + 2,2^2 * 131 * 1021 * 1987 * 7591 * 3932861
7949,6,x^6 + x^5 + 8,2^3 * 3^2 * 5^2 * 7 * 19 * 43 * 53 * 73 * 1987 * 6709 * 475147
7949,7,x^7 + x^6 + 14,2^2 * 673 * 1987 * 374899236727120128787
7949,8,x^8 + x^7 + 17,2^5 * 3 * 5^2 * 37 * 53 * 1987 * 853873 * 919817 * 2170293953
7949,9,x^9 + x^8 + 10,2^2 * 7 * 19 * 307 * 1531 * 1987 * 475147 * 536736853288948303
7949,10,x^10 + x^9 + 67,2^3 * 3 * 5^3 * 11 * 53 * 131 * 1021 * 1987 * 7591 * 3850061 * 3932861 * 18852331
7949,11,x^11 + x^10 + 13,2^2 * 199 * 1987 * 5170001 * 5480834275753 * 178644329063302433
7949,12,x^12 + x^11 + 11,2^4 * 3^2 * 5^2 * 7 * 13 * 19 * 37 * 43 * 53 * 73 * 109 * 241 * 1213 * 1987 * 6709 * 475147 * 853873 * 9638341
7949,13,x^13 + x^12 + 13,2^2 * 157 * 1987 * 6392387 * 24322013 * 56961950698511 * 45778074382223873
7949,14,x^14 + x^13 + 18,2^3 * 3 * 5^2 * 53 * 673 * 1987 * 2297 * 7547 * 14550737468870023 * 374899236727120128787
7949,15,x^15 + x^14 + 2,2^2 * 7 * 19 * 131 * 271 * 1021 * 1231 * 1987 * 7591 * 475147 * 3932861 * 47776902898846275432399601
7949,16,x^16 + x^15 + 38,2^6 * 3 * 5^2 * 17 * 37 * 53 * 1987 * 853873 * 919817 * 2170293953 * 468836115336562761251528061953
7949,17,x^17 + x^16 + 8,2^2 * 1259 * 1987 * 100847639 * 2001534705902652444798185085428367618244909881468901
7949,18,x^18 + x^17 + 280,2^3 * 3^3 * 5^2 * 7 * 19 * 43 * 53 * 73 * 127 * 163 * 307 * 1531 * 1987 * 6709 * 475147 * 536736853288948303 * 4062210288895980451
7949,19,x^19 + x^18 + 67,2^2 * 1987 * 6271 * 88681247 * 11638133233 * 2481005159556004642594127147934013919484120535031
7949,20,x^20 + x^19 + 55,2^4 * 3 * 5^3 * 11 * 37 * 41 * 53 * 131 * 1021 * 1987 * 7591 * 853873 * 3850061 * 3932861 * 18852331 * 388790918760187617153392502761
