p,e,n,poly,factorization
1259,1,2,x^2 + x + 2,2^3 * 3^2 * 5 * 7 * 17 * 37
1259,1,3,x^3 + x^2 + 21,2 * 17 * 37 * 937 * 1693
1259,1,4,x^4 + x^3 + 40,2^4 * 3^2 * 5 * 7 * 17 * 29 * 37 * 27329
1259,1,5,x^5 + x^4 + 12,2 * 11 * 17 * 37 * 3571 * 64012601
1259,1,6,x^6 + x^5 + 11,2^3 * 3^3 * 5 * 7 * 17 * 37 * 937 * 1693 * 527941
1259,1,7,x^7 + x^6 + 3,2 * 17 * 37 * 113 * 346711 * 101731021547
1259,1,8,x^8 + x^7 + 6,2^5 * 3^2 * 5 * 7 * 17 * 29 * 37 * 27329 * 1256240888281
1259,1,9,x^9 + x^8 + 3,2 * 17 * 19 * 37 * 937 * 1693 * 209604585729931759
1259,1,10,x^10 + x^9 + 2,2^3 * 3^2 * 5^2 * 7 * 11 * 17 * 37 * 3571 * 64012601 * 502097548681
1259,1,11,x^11 + x^10 + 23,2 * 17 * 37 * 339392153 * 32678872579 * 902887266623
1259,1,12,x^12 + x^11 + 31,2^4 * 3^3 * 5 * 7 * 13 * 17 * 29 * 37 * 937 * 1693 * 27329 * 527941 * 193267707037
1259,1,13,x^13 + x^12 + 3,2 * 17 * 37 * 131 * 20640647 * 25596045896929 * 229343464036597
1259,1,14,x^14 + x^13 + 74,2^3 * 3^2 * 5 * 7^2 * 17 * 37 * 113 * 346711 * 10570477 * 53779522273 * 101731021547
1259,1,15,x^15 + x^14 + 16,2 * 11 * 17 * 31 * 37 * 241 * 937 * 1693 * 3571 * 61291 * 4162381 * 64012601 * 3309355921
1259,1,16,x^16 + x^15 + 31,2^6 * 3^2 * 5 * 7 * 17 * 29 * 37 * 27329 * 4225841 * 117156449 * 6375239329 * 1256240888281
1259,1,17,x^17 + x^16 + 5,2 * 17^2 * 37 * 103 * 142529 * 93357362521 * 83302584205327 * 20547563843480497
1259,1,18,x^18 + x^17 + 93,2^3 * 3^4 * 5 * 7 * 17 * 19 * 37 * 73 * 937 * 1009 * 1693 * 11719 * 527941 * 1537901587 * 209604585729931759
1259,1,19,x^19 + x^18 + 7,2 * 17 * 37 * 761 * 83066052870977188862924298110633316609563358003779501
1259,1,20,x^20 + x^19 + 2,2^4 * 3^2 * 5^2 * 7 * 11 * 17 * 29 * 37 * 401 * 3571 * 27329 * 54101 * 1262101 * 64012601 * 230548229161 * 502097548681
1259,1,21,x^21 + x^20 + 68,2 * 17 * 37 * 113 * 937 * 967 * 1693 * 21001 * 346711 * 101731021547 * 780363995194570711817848544023
1259,1,22,x^22 + x^21 + 40,2^3 * 3^2 * 5 * 7 * 17 * 23 * 37 * 67 * 339392153 * 32678872579 * 902887266623 * 6487985152682072389610333371
1259,1,23,x^23 + x^22 + 16,2 * 17 * 37 * 47 * 1126167953 * 46110757421 * 65074055410869690062096039455907818846376238431
1259,1,24,x^24 + x^23 + 142,2^5 * 3^3 * 5 * 7 * 13 * 17 * 29 * 37 * 937 * 1693 * 27329 * 527941 * 1776833689 * 193267707037 * 1256240888281 * 3552704294514649
1259,1,25,x^25 + x^24 + 23,2 * 11 * 17 * 37 * 251 * 3571 * 55351 * 101701 * 216751 * 64012601 * 3184721625851 * 102649679841241097738709082354501
1259,2,2,x^4 + x^3 + 40,2^4 * 3^2 * 5 * 7 * 17 * 29 * 37 * 27329
1259,2,3,x^6 + x^5 + 11,2^3 * 3^3 * 5 * 7 * 17 * 37 * 937 * 1693 * 527941
1259,2,4,x^8 + x^7 + 6,2^5 * 3^2 * 5 * 7 * 17 * 29 * 37 * 27329 * 1256240888281
1259,2,5,x^10 + x^9 + 2,2^3 * 3^2 * 5^2 * 7 * 11 * 17 * 37 * 3571 * 64012601 * 502097548681
1259,2,6,x^12 + x^11 + 31,2^4 * 3^3 * 5 * 7 * 13 * 17 * 29 * 37 * 937 * 1693 * 27329 * 527941 * 193267707037
1259,2,7,x^14 + x^13 + 74,2^3 * 3^2 * 5 * 7^2 * 17 * 37 * 113 * 346711 * 10570477 * 53779522273 * 101731021547
1259,2,8,x^16 + x^15 + 31,2^6 * 3^2 * 5 * 7 * 17 * 29 * 37 * 27329 * 4225841 * 117156449 * 6375239329 * 1256240888281
1259,2,9,x^18 + x^17 + 93,2^3 * 3^4 * 5 * 7 * 17 * 19 * 37 * 73 * 937 * 1009 * 1693 * 11719 * 527941 * 1537901587 * 209604585729931759
