p,n,poly,factorization
8467,2,x^2 + x + 3,2^3 * 3 * 17 * 29 * 73 * 83
8467,3,x^3 + x^2 + 11,2 * 3^2 * 7 * 17 * 83 * 3414217
8467,4,x^4 + x^3 + 3,2^4 * 3 * 5 * 17 * 29 * 37 * 73 * 83 * 193757
8467,5,x^5 + x^4 + 17,2 * 3 * 17 * 31 * 83 * 101 * 1641672287611
8467,6,x^6 + x^5 + 2,2^3 * 3^2 * 7 * 13 * 17 * 19 * 29 * 73 * 83 * 290209 * 3414217
8467,7,x^7 + x^6 + 4,2 * 3 * 17 * 83 * 204163 * 1804893644139255559
8467,8,x^8 + x^7 + 32,2^5 * 3 * 5 * 17 * 29 * 37 * 73 * 83 * 89 * 20297 * 193757 * 1422546217
8467,9,x^9 + x^8 + 167,2 * 3^3 * 7 * 17 * 83 * 541 * 298999 * 3414217 * 759257521623829
8467,10,x^10 + x^9 + 32,2^3 * 3 * 11^2 * 17 * 29 * 31 * 73 * 83 * 101 * 16871 * 2517333491 * 1641672287611
8467,11,x^11 + x^10 + 13,2 * 3 * 17 * 23 * 67 * 83 * 1228978413166551439671627794438015497
8467,12,x^12 + x^11 + 28,2^4 * 3^2 * 5 * 7 * 13 * 17 * 19 * 29 * 37 * 73 * 83 * 7309 * 190657 * 193757 * 290209 * 3414217 * 3688141
8467,13,x^13 + x^12 + 117,2 * 3 * 17 * 83 * 2909655806829799 * 46662112355134569911870188497679
8467,14,x^14 + x^13 + 104,2^3 * 3 * 17 * 29 * 43 * 73 * 83 * 337 * 3347 * 204163 * 7595773400443859 * 1804893644139255559
8467,15,x^15 + x^14 + 40,2 * 3^2 * 7 * 17 * 31 * 83 * 101 * 571 * 661 * 3414217 * 11375191 * 996479581 * 6173344501 * 1641672287611
8467,16,x^16 + x^15 + 75,2^6 * 3 * 5 * 17 * 29 * 37 * 73 * 83 * 89 * 20297 * 193757 * 646433 * 1422546217 * 20430686684791655126490737
8467,17,x^17 + x^16 + 40,2 * 3 * 17^2 * 83 * 2381 * 17239153440217682700423197920862534570140248952389806607893
8467,18,x^18 + x^17 + 45,2^3 * 3^3 * 7 * 13 * 17 * 19 * 29 * 73 * 83 * 541 * 290209 * 298999 * 3414217 * 759257521623829 * 368448980044875270191407
8467,19,x^19 + x^18 + 154,2 * 3 * 17 * 83 * 457 * 647 * 100126792421 * 110932165153 * 15231935694025468935315454669869828863243911
8467,20,x^20 + x^19 + 230,2^4 * 3 * 5^2 * 11^2 * 17 * 29 * 31 * 37 * 41 * 73 * 83 * 101 * 5881 * 16871 * 193757 * 102520021 * 2517333491 * 1641672287611 * 213708967052294281
