p,n,poly,factorization
2309,2,x^2 + x + 8,2^3 * 3 * 5 * 7 * 11 * 577
2309,3,x^3 + x^2 + 3,2^2 * 577 * 5333791
2309,4,x^4 + x^3 + 19,2^4 * 3 * 5 * 7 * 11 * 13 * 53^2 * 73 * 577
2309,5,x^5 + x^4 + 10,2^2 * 101 * 331 * 577 * 8821 * 96431
2309,6,x^6 + x^5 + 52,2^3 * 3^2 * 5 * 7 * 11 * 283 * 577 * 6277 * 5333791
2309,7,x^7 + x^6 + 19,2^2 * 71 * 113 * 211 * 577 * 115361 * 776342687
2309,8,x^8 + x^7 + 11,2^5 * 3 * 5 * 7 * 11 * 13 * 53^2 * 73 * 257 * 577 * 55300952633
2309,9,x^9 + x^8 + 2,2^2 * 523^2 * 577 * 8317 * 5333791 * 66615227947
2309,10,x^10 + x^9 + 67,2^3 * 3 * 5^2 * 7 * 11 * 31 * 61 * 101 * 331 * 577 * 8821 * 96431 * 3005011591
2309,11,x^11 + x^10 + 37,2^2 * 23 * 577 * 7151 * 2023913 * 44746417 * 289322852323847
2309,12,x^12 + x^11 + 28,2^4 * 3^2 * 5 * 7 * 11 * 13 * 53^2 * 73 * 283 * 577 * 6277 * 5333791 * 28424684321881
2309,13,x^13 + x^12 + 12,2^2 * 79 * 577 * 1592761 * 3201628069890329 * 57033068753296091
2309,14,x^14 + x^13 + 31,2^3 * 3 * 5 * 7^2 * 11 * 71 * 113 * 211 * 577 * 115361 * 776342687 * 21640012660252248571
2309,15,x^15 + x^14 + 15,2^2 * 101 * 331 * 577 * 8821 * 96431 * 5333791 * 807613062950775803509547761
2309,16,x^16 + x^15 + 40,2^6 * 3 * 5 * 7 * 11 * 13 * 17 * 53^2 * 73 * 257 * 577 * 55300952633 * 23763617114408467245252833
2309,17,x^17 + x^16 + 46,2^2 * 577 * 1667 * 154432157827 * 2536867095963697065273050718875553592169
2309,18,x^18 + x^17 + 41,2^3 * 3^3 * 5 * 7 * 11 * 19 * 283 * 523^2 * 577 * 6277 * 8317 * 5333791 * 167367241 * 15885404749 * 66615227947
2309,19,x^19 + x^18 + 53,2^2 * 577 * 79086721332151997 * 44026620426740644018520322663820044795405563
2309,20,x^20 + x^19 + 17,2^4 * 3 * 5^2 * 7 * 11 * 13 * 31 * 53^2 * 61 * 73 * 101 * 331 * 577 * 641 * 4621 * 8821 * 96431 * 3005011591 * 272770489987958888501
2309,21,x^21 + x^20 + 2,2^2 * 71 * 113 * 211 * 577 * 3571 * 115361 * 2623867 * 5333791 * 177227191 * 776342687 * 109941483793 * 125740577551
2309,22,x^22 + x^21 + 137,2^3 * 3 * 5 * 7 * 11^2 * 23 * 577 * 7151 * 2023913 * 44746417 * 289322852323847 * 3640195449789163 * 107531051988048877
2309,23,x^23 + x^22 + 27,2^2 * 47 * 577 * 178638287 * 11788057596103550432549996041526646743014321652521511130140106619
