p,r,n,poly,factorization
3851,1,2,x^2 + x + 18,2^3 * 3^2 * 5^2 * 7 * 11 * 107
3851,1,3,x^3 + x^2 + 20,2 * 5^2 * 7 * 11 * 13 * 1141081
3851,1,4,x^4 + x^3 + 26,2^4 * 3^2 * 5^2 * 7 * 11 * 107 * 7415101
3851,1,5,x^5 + x^4 + 37,2 * 5^3 * 7 * 11 * 2289401 * 19218301
3851,1,6,x^6 + x^5 + 33,2^3 * 3^3 * 5^2 * 7 * 11 * 13 * 107 * 991 * 4987 * 1141081
3851,1,7,x^7 + x^6 + 17,2 * 5^2 * 7^2 * 11 * 29 * 1373 * 1777973 * 6583580711
3851,1,8,x^8 + x^7 + 72,2^5 * 3^2 * 5^2 * 7 * 11 * 17 * 41 * 107 * 193^2 * 257 * 16481 * 7415101
3851,1,9,x^9 + x^8 + 66,2 * 5^2 * 7 * 11 * 13 * 73 * 1141081 * 31840363 * 1403266770847
3851,1,10,x^10 + x^9 + 33,2^3 * 3^2 * 5^3 * 7 * 11 * 71 * 107 * 9941 * 2289401 * 19218301 * 311524991
3851,1,11,x^11 + x^10 + 17,2 * 5^2 * 7 * 11^2 * 603510799 * 10071394628549 * 10731999191101
3851,1,12,x^12 + x^11 + 63,2^4 * 3^3 * 5^2 * 7 * 11 * 13 * 107 * 991 * 4987 * 1141081 * 7415101 * 219934846870201
3851,1,13,x^13 + x^12 + 29,2 * 5^2 * 7 * 11 * 131 * 84449 * 961898407392288020436596589175811827
3851,1,14,x^14 + x^13 + 200,2^3 * 3^2 * 5^2 * 7^2 * 11 * 29 * 107 * 1373 * 1777973 * 6583580711 * 3260831456649505789051
3851,1,15,x^15 + x^14 + 23,2 * 5^3 * 7 * 11 * 13 * 31 * 151 * 271 * 1141081 * 2289401 * 19218301 * 38121275903964641569351
3851,1,16,x^16 + x^15 + 2,2^6 * 3^2 * 5^2 * 7 * 11 * 17 * 41 * 107 * 193^2 * 257 * 16481 * 7415101 * 133102200929 * 181707526447954769
3851,1,17,x^17 + x^16 + 25,2 * 5^2 * 7 * 11 * 22271 * 105087090759914537311899470617207878922167421627871327
3851,1,18,x^18 + x^17 + 239,2^3 * 3^4 * 5^2 * 7 * 11 * 13 * 19 * 37 * 73 * 107 * 991 * 4987 * 147853 * 1141081 * 2140543 * 4886641 * 31840363 * 1403266770847
3851,1,19,x^19 + x^18 + 48,2 * 5^2 * 7 * 11 * 624607 * 55568577221055353846831669448073734558136517666040025164667
3851,1,20,x^20 + x^19 + 133,2^4 * 3^2 * 5^3 * 7 * 11 * 61 * 71 * 107 * 9941 * 40801 * 2289401 * 7415101 * 19218301 * 311524991 * 19435131222473464231141
3851,1,21,x^21 + x^20 + 70,2 * 5^2 * 7^2 * 11 * 13 * 29 * 43 * 1009 * 1373 * 2731 * 33013 * 164011 * 1141081 * 1777973 * 6583580711 * 16577923985393509224478231
3851,1,22,x^22 + x^21 + 40,2^3 * 3^2 * 5^2 * 7 * 11^2 * 23 * 107 * 3917 * 603510799 * 886885583 * 2771854669 * 3238194774343 * 10071394628549 * 10731999191101
3851,2,2,x^4 + x^3 + 26,2^4 * 3^2 * 5^2 * 7 * 11 * 107 * 7415101
3851,2,3,x^6 + x^5 + 33,2^3 * 3^3 * 5^2 * 7 * 11 * 13 * 107 * 991 * 4987 * 1141081
3851,2,4,x^8 + x^7 + 72,2^5 * 3^2 * 5^2 * 7 * 11 * 17 * 41 * 107 * 193^2 * 257 * 16481 * 7415101
3851,2,5,x^10 + x^9 + 33,2^3 * 3^2 * 5^3 * 7 * 11 * 71 * 107 * 9941 * 2289401 * 19218301 * 311524991
3851,2,6,x^12 + x^11 + 63,2^4 * 3^3 * 5^2 * 7 * 11 * 13 * 107 * 991 * 4987 * 1141081 * 7415101 * 219934846870201
3851,2,7,x^14 + x^13 + 200,2^3 * 3^2 * 5^2 * 7^2 * 11 * 29 * 107 * 1373 * 1777973 * 6583580711 * 3260831456649505789051
3851,2,8,x^16 + x^15 + 2,2^6 * 3^2 * 5^2 * 7 * 11 * 17 * 41 * 107 * 193^2 * 257 * 16481 * 7415101 * 133102200929 * 181707526447954769
3851,2,9,x^18 + x^17 + 239,2^3 * 3^4 * 5^2 * 7 * 11 * 13 * 19 * 37 * 73 * 107 * 991 * 4987 * 147853 * 1141081 * 2140543 * 4886641 * 31840363 * 1403266770847
3851,2,10,x^20 + x^19 + 133,2^4 * 3^2 * 5^3 * 7 * 11 * 61 * 71 * 107 * 9941 * 40801 * 2289401 * 7415101 * 19218301 * 311524991 * 19435131222473464231141
3851,2,11,x^22 + x^21 + 40,2^3 * 3^2 * 5^2 * 7 * 11^2 * 23 * 107 * 3917 * 603510799 * 886885583 * 2771854669 * 3238194774343 * 10071394628549 * 10731999191101
3851,3,2,x^6 + x^5 + 33,2^3 * 3^3 * 5^2 * 7 * 11 * 13 * 107 * 991 * 4987 * 1141081
3851,3,3,x^9 + x^8 + 66,2 * 5^2 * 7 * 11 * 13 * 73 * 1141081 * 31840363 * 1403266770847
3851,3,4,x^12 + x^11 + 63,2^4 * 3^3 * 5^2 * 7 * 11 * 13 * 107 * 991 * 4987 * 1141081 * 7415101 * 219934846870201
3851,3,5,x^15 + x^14 + 23,2 * 5^3 * 7 * 11 * 13 * 31 * 151 * 271 * 1141081 * 2289401 * 19218301 * 38121275903964641569351
3851,3,6,x^18 + x^17 + 239,2^3 * 3^4 * 5^2 * 7 * 11 * 13 * 19 * 37 * 73 * 107 * 991 * 4987 * 147853 * 1141081 * 2140543 * 4886641 * 31840363 * 1403266770847
3851,3,7,x^21 + x^20 + 70,2 * 5^2 * 7^2 * 11 * 13 * 29 * 43 * 1009 * 1373 * 2731 * 33013 * 164011 * 1141081 * 1777973 * 6583580711 * 16577923985393509224478231
3851,4,2,x^8 + x^7 + 72,2^5 * 3^2 * 5^2 * 7 * 11 * 17 * 41 * 107 * 193^2 * 257 * 16481 * 7415101
3851,4,3,x^12 + x^11 + 63,2^4 * 3^3 * 5^2 * 7 * 11 * 13 * 107 * 991 * 4987 * 1141081 * 7415101 * 219934846870201
3851,4,4,x^16 + x^15 + 2,2^6 * 3^2 * 5^2 * 7 * 11 * 17 * 41 * 107 * 193^2 * 257 * 16481 * 7415101 * 133102200929 * 181707526447954769
