p,n,poly,factorization
3709,2,x^2 + x + 2,2^3 * 3^2 * 5 * 7 * 53 * 103
3709,3,x^3 + x^2 + 24,2^2 * 3^3 * 103 * 4586797
3709,4,x^4 + x^3 + 30,2^4 * 3^2 * 5 * 7 * 53 * 103 * 6878341
3709,5,x^5 + x^4 + 41,2^2 * 3^2 * 103 * 189297309425981
3709,6,x^6 + x^5 + 21,2^3 * 3^3 * 5 * 7 * 13 * 53 * 103 * 691 * 1531 * 4586797
3709,7,x^7 + x^6 + 50,2^2 * 3^2 * 43 * 103 * 60560527905384040297
3709,8,x^8 + x^7 + 10,2^5 * 3^2 * 5 * 7 * 53 * 103 * 137 * 468641 * 1473793 * 6878341
3709,9,x^9 + x^8 + 44,2^2 * 3^4 * 19^2 * 37 * 103 * 17209 * 4586797 * 3775332308689
3709,10,x^10 + x^9 + 33,2^3 * 3^2 * 5^2 * 7 * 11 * 53 * 71 * 103 * 48449491001 * 189297309425981
3709,11,x^11 + x^10 + 107,2^2 * 3^2 * 23 * 67 * 103 * 1871 * 1027730256367 * 166314407358788723
3709,12,x^12 + x^11 + 41,2^4 * 3^3 * 5 * 7 * 13 * 53 * 103 * 691 * 1531 * 4586797 * 6878341 * 189246258379081
3709,13,x^13 + x^12 + 46,2^2 * 3^2 * 103 * 911 * 737387610780809 * 10092177826795125898442659
3709,14,x^14 + x^13 + 150,2^3 * 3^2 * 5 * 7^2 * 43 * 53 * 103 * 248454053 * 1496510602007 * 60560527905384040297
3709,15,x^15 + x^14 + 54,2^2 * 3^3 * 31 * 103 * 151 * 241 * 4586797 * 189297309425981 * 31738169491723750785241
3709,16,x^16 + x^15 + 50,2^6 * 3^2 * 5 * 7 * 17 * 53 * 103 * 137 * 769 * 10369 * 468641 * 991409 * 1473793 * 4183937 * 6878341 * 31847441
3709,17,x^17 + x^16 + 41,2^2 * 3^2 * 103 * 6245252697072721 * 183178567544474974481 * 1121506427681310235921
3709,18,x^18 + x^17 + 222,2^3 * 3^4 * 5 * 7 * 13 * 19^2 * 37 * 53 * 103 * 163 * 487 * 691 * 1531 * 17209 * 4586797 * 3775332308689 * 32796268580136673
3709,19,x^19 + x^18 + 74,2^2 * 3^2 * 103 * 157475497 * 112079741362860505651271397464007959790153181459451807263
3709,20,x^20 + x^19 + 46,2^4 * 3^2 * 5^2 * 7 * 11 * 53 * 71 * 103 * 1806221 * 6878341 * 12003689981 * 48449491001 * 1651843799161 * 189297309425981
3709,21,x^21 + x^20 + 83,2^2 * 3^3 * 43 * 103 * 337 * 547 * 4586797 * 5863327 * 60560527905384040297 * 6269076208417187126103016091197
3709,22,x^22 + x^21 + 153,2^3 * 3^2 * 5 * 7 * 23 * 53 * 67 * 103 * 1871 * 1027730256367 * 1077197200052579 * 166314407358788723 * 457252449970534745759
