p,e,n,poly,factorization
5987,1,2,x^2 + x + 5,2^3 * 3 * 41 * 73 * 499
5987,1,3,x^3 + x^2 + 9,2 * 7 * 41 * 73 * 283 * 18097
5987,1,4,x^4 + x^3 + 15,2^4 * 3 * 5 * 41 * 73 * 499 * 3584417
5987,1,5,x^5 + x^4 + 3,2 * 11 * 31 * 41 * 61 * 73 * 281 * 219846241
5987,1,6,x^6 + x^5 + 17,2^3 * 3^2 * 7 * 41 * 73 * 283 * 499 * 1399 * 8539 * 18097
5987,1,7,x^7 + x^6 + 4,2 * 41 * 73 * 3361 * 13704385984420886917
5987,1,8,x^8 + x^7 + 99,2^5 * 3 * 5 * 41 * 73 * 137 * 499 * 3584417 * 4689067340513
5987,1,9,x^9 + x^8 + 26,2 * 7 * 41 * 73 * 283 * 18097 * 78571 * 586129079235139903
5987,1,10,x^10 + x^9 + 11,2^3 * 3 * 11 * 31 * 41 * 61 * 73 * 281 * 499 * 2553871 * 219846241 * 502997171
5987,1,11,x^11 + x^10 + 10,2 * 41 * 67 * 73 * 180711103 * 24567507031 * 198950208527947207
5987,1,12,x^12 + x^11 + 98,2^4 * 3^2 * 5 * 7 * 13 * 41 * 73 * 109 * 283 * 499 * 1399 * 8539 * 18097 * 3584417 * 906707420929
5987,1,13,x^13 + x^12 + 3,2 * 41 * 73 * 79 * 547 * 49087309150920885848329492032698123563597
5987,1,14,x^14 + x^13 + 2,2^3 * 3 * 29 * 41 * 71 * 73 * 337 * 499 * 3361 * 66358531690082521 * 13704385984420886917
5987,1,15,x^15 + x^14 + 12,2 * 7 * 11 * 31 * 41 * 61 * 73 * 281 * 283 * 18097 * 219846241 * 1650446760287842741279287877201
5987,1,16,x^16 + x^15 + 43,2^6 * 3 * 5 * 17 * 41 * 73 * 97 * 137 * 499 * 3584417 * 429736019201 * 4689067340513 * 1164720333470689
5987,1,17,x^17 + x^16 + 27,2 * 41 * 73 * 103 * 1973 * 4013 * 23371771 * 10045998803 * 68920908153465301 * 206514937593826571
5987,1,18,x^18 + x^17 + 60,2^3 * 3^3 * 7 * 19 * 37 * 41 * 73 * 283 * 499 * 541 * 1399 * 8539 * 18097 * 78571 * 84760111 * 476200873 * 586129079235139903
5987,1,19,x^19 + x^18 + 9,2 * 41 * 73 * 4806773 * 19488805261567 * 7647135341713659977267 * 136364582337159805742947741
5987,1,20,x^20 + x^19 + 135,2^4 * 3 * 5^2 * 11 * 31 * 41 * 61 * 73 * 281 * 499 * 1061 * 2553871 * 3584417 * 219846241 * 502997171 * 311163512163805659325013401
