p,e,n,poly,factorization
3011,1,2,x^2 + x + 6,2^3 * 3 * 5 * 7 * 43 * 251
3011,1,3,x^3 + x^2 + 14,2 * 5 * 7 * 43 * 9069133
3011,1,4,x^4 + x^3 + 72,2^4 * 3 * 5 * 7 * 13 * 43 * 157 * 251 * 2221
3011,1,5,x^5 + x^4 + 5,2 * 5^2 * 7 * 31 * 41 * 43 * 12938136451
3011,1,6,x^6 + x^5 + 138,2^3 * 3^2 * 5 * 7 * 43 * 251 * 331 * 9127 * 9069133
3011,1,7,x^7 + x^6 + 3,2 * 5 * 7^2 * 29 * 43 * 1855712713 * 1978800503
3011,1,8,x^8 + x^7 + 10,2^5 * 3 * 5 * 7 * 13 * 17 * 43 * 157 * 251 * 2221 * 2417486764313
3011,1,9,x^9 + x^8 + 5,2 * 5 * 7 * 19 * 43 * 1117 * 9069133 * 35112177154348291
3011,1,10,x^10 + x^9 + 194,2^3 * 3 * 5^2 * 7 * 11 * 31 * 41 * 43 * 251 * 1621 * 4608112891 * 12938136451
3011,1,11,x^11 + x^10 + 14,2 * 5 * 7 * 43 * 353 * 313699 * 5839373 * 94754044805213521531
3011,1,12,x^12 + x^11 + 77,2^4 * 3^2 * 5 * 7 * 13 * 37 * 43 * 109 * 157 * 251 * 331 * 2017 * 2221 * 3061 * 3301 * 9127 * 9069133
3011,1,13,x^13 + x^12 + 11,2 * 5 * 7 * 43 * 2123369 * 5610593 * 46627173310746831787822420129
3011,1,14,x^14 + x^13 + 28,2^3 * 3 * 5 * 7^2 * 29 * 43 * 251 * 463 * 1855712713 * 1978800503 * 1608938077962606637
3011,1,15,x^15 + x^14 + 15,2 * 5^2 * 7 * 31 * 41 * 43 * 61 * 241 * 9069133 * 12938136451 * 459404142133431767578741
3011,1,16,x^16 + x^15 + 93,2^6 * 3 * 5 * 7 * 13 * 17 * 43 * 113 * 157 * 251 * 977 * 2221 * 2138897 * 2417486764313 * 14305174830535553
3011,1,17,x^17 + x^16 + 11,2 * 5 * 7 * 43 * 16253 * 180228901 * 8609372812804423379 * 1810451369606321898935371
