p,n,poly,factorization
937,2,x^2 + x + 11,2^4 * 3^2 * 7 * 13 * 67
937,3,x^3 + x^2 + 5,2^3 * 3^3 * 13 * 292969
937,4,x^4 + x^3 + 5,2^5 * 3^2 * 5 * 7 * 13 * 67 * 87797
937,5,x^5 + x^4 + 10,2^3 * 3^2 * 13 * 8431 * 91525691
937,6,x^6 + x^5 + 21,2^4 * 3^3 * 7 * 13 * 67 * 709 * 1237 * 292969
937,7,x^7 + x^6 + 33,2^3 * 3^2 * 13 * 22751 * 29778361446737
937,8,x^8 + x^7 + 7,2^6 * 3^2 * 5 * 7 * 13 * 17 * 67 * 97 * 87797 * 233726369
937,9,x^9 + x^8 + 11,2^3 * 3^4 * 13 * 19 * 37 * 292969 * 320893533969607
937,10,x^10 + x^9 + 11,2^4 * 3^2 * 7 * 11 * 13 * 67 * 71 * 8431 * 13381 * 73681 * 91525691
937,11,x^11 + x^10 + 7,2^3 * 3^2 * 13 * 353 * 112275923 * 13176446761635197393
937,12,x^12 + x^11 + 130,2^5 * 3^3 * 5 * 7 * 13 * 67 * 709 * 1237 * 6133 * 87797 * 292969 * 125685421
937,13,x^13 + x^12 + 86,2^3 * 3^2 * 13^2 * 53 * 599 * 1110945587900951873553780809851
937,14,x^14 + x^13 + 56,2^4 * 3^2 * 7^2 * 13 * 29 * 67 * 22751 * 29778361446737 * 3330260911451531
937,15,x^15 + x^14 + 175,2^3 * 3^3 * 13 * 31 * 61 * 8431 * 292969 * 91525691 * 313878419163547690411
937,16,x^16 + x^15 + 134,2^7 * 3^2 * 5 * 7 * 13 * 17 * 67 * 97 * 7537 * 87797 * 16295777 * 233726369 * 2418873425489
937,17,x^17 + x^16 + 30,2^3 * 3^2 * 13 * 137 * 1361 * 1895476934505628402798958606842674558690233
937,18,x^18 + x^17 + 11,2^4 * 3^4 * 7 * 13 * 19 * 37 * 67 * 199 * 709 * 1237 * 5869 * 292969 * 357967 * 1618741 * 320893533969607
937,19,x^19 + x^18 + 92,2^3 * 3^2 * 13 * 14821 * 25317767 * 5043076561865171 * 163975102346860217495080291
937,20,x^20 + x^19 + 45,2^5 * 3^2 * 5^2 * 7 * 11 * 13 * 67 * 71 * 8431 * 13381 * 73681 * 87797 * 91525691 * 118835508290854605674861
937,21,x^21 + x^20 + 47,2^3 * 3^3 * 13 * 22751 * 292969 * 45684481333 * 271213230499 * 29778361446737 * 36925958618767
937,22,x^22 + x^21 + 149,2^4 * 3^2 * 7 * 13 * 23 * 67 * 353 * 34673 * 1606639 * 112275923 * 406719599139086113 * 13176446761635197393
937,23,x^23 + x^22 + 92,2^3 * 3^2 * 13 * 1151 * 5659 * 191700450371 * 191556366636793156949003269023529570607327508113
937,24,x^24 + x^23 + 175,2^6 * 3^3 * 5 * 7 * 13 * 17 * 67 * 97 * 709 * 1237 * 6133 * 87797 * 292969 * 125685421 * 233726369 * 594178218217193689366561
937,25,x^25 + x^24 + 158,2^3 * 3^2 * 13 * 8431 * 9601 * 1914751 * 39319001 * 91525691 * 376496174789641408717173495547132837289251
937,26,x^26 + x^25 + 180,2^4 * 3^2 * 7 * 13^2 * 53 * 67 * 599 * 49193 * 352226360901689 * 26405030827845073 * 1110945587900951873553780809851
