p,r,n,poly,factorization
131,1,2,x^2 + x + 14,2^3 * 3 * 5 * 11 * 13
131,1,3,x^3 + x^2 + 5,2 * 5 * 13 * 17293
131,1,4,x^4 + x^3 + 2,2^4 * 3 * 5 * 11 * 13 * 8581
131,1,5,x^5 + x^4 + 12,2 * 5^2 * 13 * 61 * 973001
131,1,6,x^6 + x^5 + 8,2^3 * 3^2 * 5 * 7 * 11 * 13 * 811 * 17293
131,1,7,x^7 + x^6 + 15,2 * 5 * 13 * 127 * 189967 * 211093
131,1,8,x^8 + x^7 + 17,2^5 * 3 * 5 * 11 * 13 * 113 * 8581 * 1303097
131,1,9,x^9 + x^8 + 21,2 * 5 * 13 * 19 * 17293 * 395533 * 672499
131,1,10,x^10 + x^9 + 50,2^3 * 3 * 5^2 * 11 * 13 * 61 * 973001 * 292268861
131,1,11,x^11 + 2*x^10 + 75,2 * 5 * 13 * 23 * 67 * 353 * 1453 * 15401 * 123210869
131,1,12,x^12 + x^11 + 82,2^4 * 3^2 * 5 * 7 * 11 * 13 * 811 * 8581 * 17293 * 294482761
131,1,13,x^13 + 2*x^12 + 108,2 * 5 * 13^2 * 79 * 25061845458479893445539
131,1,14,x^14 + x^13 + 104,2^3 * 3 * 5 * 11 * 13 * 43 * 127 * 189967 * 201251 * 211093 * 579587
131,1,15,x^15 + x^14 + 35,2 * 5^2 * 13 * 31 * 61 * 6451 * 17293 * 973001 * 430381781941
131,1,16,x^16 + 2*x^15 + 57,2^6 * 3 * 5 * 11 * 13 * 17^2 * 113 * 7841 * 8581 * 1303097 * 19136877329
131,1,17,x^17 + x^16 + 46,2 * 5 * 13 * 167517083 * 291092780479 * 155445494017421
131,1,18,x^18 + x^17 + 127,2^3 * 3^3 * 5 * 7 * 11 * 13 * 19 * 811 * 17293 * 395533 * 672499 * 1684636965397
131,1,19,x^19 + x^18 + 21,2 * 5 * 13 * 571 * 139941921745500859 * 1627898501375482741
131,1,20,x^20 + x^19 + 126,2^4 * 3 * 5^2 * 11 * 13 * 41 * 61 * 8581 * 973001 * 27539381 * 76808101 * 292268861
131,1,21,x^21 + x^20 + 25,2 * 5 * 13 * 127 * 3529 * 17293 * 25033 * 189967 * 211093 * 15319459 * 18729225187
131,1,22,x^22 + x^21 + 14,2^3 * 3 * 5 * 11^2 * 13 * 23 * 67 * 353 * 1453 * 4643 * 15401 * 3983453 * 123210869 * 7260378379
131,1,23,x^23 + x^22 + 4,2 * 5 * 13 * 47 * 139 * 277 * 21169179259842295601898786882680246643293
131,1,24,x^24 + x^23 + 119,2^5 * 3^2 * 5 * 7 * 11 * 13 * 113 * 313 * 811 * 8581 * 9001 * 17293 * 1303097 * 294482761 * 30784724017
