p,n,poly,factorization
1319,2,x^2 + x + 17,2^4 * 3 * 5 * 11 * 659
1319,3,x^3 + x^2 + 3,2 * 79 * 659 * 22039
1319,4,x^4 + x^3 + 58,2^5 * 3 * 5 * 11 * 509 * 659 * 1709
1319,5,x^5 + x^4 + 9,2 * 659 * 1168751 * 2591711
1319,6,x^6 + x^5 + 92,2^4 * 3^2 * 5 * 7 * 11 * 19 * 79 * 659 * 4357 * 22039
1319,7,x^7 + x^6 + 9,2 * 659 * 256934819 * 20510450339
1319,8,x^8 + x^7 + 41,2^6 * 3 * 5 * 11 * 509 * 659 * 1709 * 2441 * 15361 * 40361
1319,9,x^9 + x^8 + 24,2 * 79 * 659 * 22039 * 36523 * 144179106624667
1319,10,x^10 + x^9 + 46,2^4 * 3 * 5^2 * 11 * 101 * 281 * 431 * 659 * 49451 * 1168751 * 2591711
1319,11,x^11 + x^10 + 15,2 * 23 * 199 * 659 * 661 * 121001 * 43571850949249741933
1319,12,x^12 + x^11 + 145,2^5 * 3^2 * 5 * 7 * 11 * 13 * 19 * 79 * 373 * 509 * 659 * 1709 * 4357 * 11689 * 22039 * 53401
1319,13,x^13 + x^12 + 5,2 * 53 * 659 * 6163 * 8748853699 * 9710637459748168121621
1319,14,x^14 + x^13 + 13,2^4 * 3 * 5 * 11 * 71 * 659 * 183247 * 371057 * 1089943 * 256934819 * 20510450339
1319,15,x^15 + x^14 + 2,2 * 79 * 659 * 22039 * 87511 * 198571 * 852661 * 1168751 * 2591711 * 617837281
1319,16,x^16 + x^15 + 59,2^7 * 3 * 5 * 11 * 17 * 509 * 659 * 1709 * 2441 * 15361 * 40361 * 299681 * 899125341181242673
1319,17,x^17 + x^16 + 12,2 * 659 * 83993584205275585660471014732345837393435557519041
1319,18,x^18 + x^17 + 138,2^4 * 3^3 * 5 * 7 * 11 * 19 * 79 * 659 * 4357 * 6607 * 22039 * 36523 * 39979 * 6645249397 * 144179106624667
1319,19,x^19 + x^18 + 31,2 * 659 * 1217 * 120072935127817960710145203830534697131833064079609113
1319,20,x^20 + x^19 + 34,2^5 * 3 * 5^2 * 11 * 61 * 101 * 281 * 431 * 509 * 659 * 1709 * 19841 * 49451 * 1168751 * 2591711 * 7569456937363301621
1319,21,x^21 + x^20 + 7,2 * 79 * 659 * 1093 * 22039 * 256934819 * 20510450339 * 73004796296146051 * 347245483723417567
1319,22,x^22 + x^21 + 438,2^4 * 3 * 5 * 11^2 * 23 * 89 * 199 * 659 * 661 * 121001 * 119445679 * 43571850949249741933 * 136196417608605949871
1319,23,x^23 + x^22 + 6,2 * 47 * 277 * 659 * 1657 * 45541 * 10474451670241495380152425597 * 42981433114756687201693631891
1319,24,x^24 + x^23 + 109,2^6 * 3^2 * 5 * 7 * 11 * 13 * 19 * 79 * 373 * 509 * 659 * 1709 * 2441 * 4357 * 11689 * 15361 * 22039 * 40361 * 53401 * 20640001 * 443862699744791521
1319,25,x^25 + x^24 + 22,2 * 251 * 659 * 1168751 * 2591711 * 4487298849601109693351 * 225547072941878345386862380343434613701
