p,r,n,poly,factorization
3739,1,2,x^2 + x + 18,2^3 * 3 * 5 * 7 * 11 * 17 * 89
3739,1,3,x^3 + x^2 + 5,2 * 3^2 * 7 * 89 * 2017 * 2311
3739,1,4,x^4 + x^3 + 51,2^4 * 3 * 5 * 7 * 11 * 13 * 17 * 89 * 109 * 4933
3739,1,5,x^5 + x^4 + 45,2 * 3 * 7 * 89 * 281 * 1021 * 681406021
3739,1,6,x^6 + x^5 + 67,2^3 * 3^2 * 5 * 7 * 11 * 17 * 89 * 379 * 2017 * 2311 * 36877
3739,1,7,x^7 + x^6 + 25,2 * 3 * 7^2 * 43 * 89 * 9227 * 9585143 * 102665221
3739,1,8,x^8 + x^7 + 15,2^5 * 3 * 5 * 7 * 11 * 13 * 17 * 89 * 109 * 4933 * 97721891587321
3739,1,9,x^9 + x^8 + 20,2 * 3^3 * 7 * 73 * 89 * 2017 * 2311 * 3032551 * 4114154176849
3739,1,10,x^10 + x^9 + 50,2^3 * 3 * 5^2 * 7 * 11 * 17 * 89 * 281 * 541 * 1021 * 681406021 * 72233465981
3739,1,11,x^11 + x^10 + 47,2 * 3 * 7 * 23 * 89 * 1277 * 21087991 * 4591601323 * 187824701132267
3739,1,12,x^12 + x^11 + 78,2^4 * 3^2 * 5 * 7 * 11 * 13 * 17 * 89 * 109 * 379 * 2017 * 2311 * 4933 * 36877 * 195443769194521
3739,1,13,x^13 + x^12 + 41,2 * 3 * 7 * 89 * 36155352403 * 45230953254397 * 4566394310520483871
3739,1,14,x^14 + x^13 + 208,2^3 * 3 * 5 * 7^2 * 11 * 17 * 43 * 89 * 9227 * 9585143 * 27685967 * 102665221 * 98663599814501
3739,1,15,x^15 + x^14 + 345,2 * 3^2 * 7 * 31 * 89 * 281 * 1021 * 2017 * 2311 * 681406021 * 643996059241 * 1912857638267671
3739,1,16,x^16 + x^15 + 293,2^6 * 3 * 5 * 7 * 11 * 13 * 17 * 89 * 109 * 4933 * 26801633 * 97721891587321 * 712610914074080568977
3739,1,17,x^17 + x^16 + 69,2 * 3 * 7 * 89 * 1912739 * 10393000218568954403 * 73418745775423853864761888749593
3739,1,18,x^18 + x^17 + 155,2^3 * 3^3 * 5 * 7 * 11 * 17 * 19 * 73 * 89 * 181 * 379 * 2017 * 2311 * 36877 * 103591 * 2299249 * 3032551 * 3335743 * 4114154176849
3739,1,19,x^19 + x^18 + 56,2 * 3 * 7 * 89 * 7823897 * 2607902895108586117100609324159652310950697913460041260253
3739,1,20,x^20 + x^19 + 65,2^4 * 3 * 5^2 * 7 * 11 * 13 * 17 * 41 * 89 * 109 * 281 * 541 * 1021 * 3041 * 4933 * 601021 * 246202441 * 681406021 * 2070434101 * 72233465981
3739,1,21,x^21 + x^20 + 91,2 * 3^2 * 7^2 * 43 * 89 * 337 * 2017 * 2311 * 9227 * 9585143 * 102665221 * 330653863 * 66980118566617947087164207601631
3739,1,22,x^22 + x^21 + 221,2^3 * 3 * 5 * 7 * 11^2 * 17 * 23 * 89 * 881 * 1277 * 1607 * 21087991 * 4591601323 * 187824701132267 * 34281044366351185890480644003
3739,2,2,x^4 + x^3 + 51,2^4 * 3 * 5 * 7 * 11 * 13 * 17 * 89 * 109 * 4933
3739,2,3,x^6 + x^5 + 67,2^3 * 3^2 * 5 * 7 * 11 * 17 * 89 * 379 * 2017 * 2311 * 36877
3739,2,4,x^8 + x^7 + 15,2^5 * 3 * 5 * 7 * 11 * 13 * 17 * 89 * 109 * 4933 * 97721891587321
3739,2,5,x^10 + x^9 + 50,2^3 * 3 * 5^2 * 7 * 11 * 17 * 89 * 281 * 541 * 1021 * 681406021 * 72233465981
3739,2,6,x^12 + x^11 + 78,2^4 * 3^2 * 5 * 7 * 11 * 13 * 17 * 89 * 109 * 379 * 2017 * 2311 * 4933 * 36877 * 195443769194521
3739,2,7,x^14 + x^13 + 208,2^3 * 3 * 5 * 7^2 * 11 * 17 * 43 * 89 * 9227 * 9585143 * 27685967 * 102665221 * 98663599814501
3739,2,8,x^16 + x^15 + 293,2^6 * 3 * 5 * 7 * 11 * 13 * 17 * 89 * 109 * 4933 * 26801633 * 97721891587321 * 712610914074080568977
3739,2,9,x^18 + x^17 + 155,2^3 * 3^3 * 5 * 7 * 11 * 17 * 19 * 73 * 89 * 181 * 379 * 2017 * 2311 * 36877 * 103591 * 2299249 * 3032551 * 3335743 * 4114154176849
