p,e,n,poly,factorization
6863,1,2,x^2 + x + 10,2^5 * 3 * 11 * 13 * 47 * 73
6863,1,3,x^3 + x^2 + 2,2 * 47 * 67 * 73 * 193 * 3643
6863,1,4,x^4 + x^3 + 37,2^6 * 3 * 5 * 11 * 13 * 47 * 73 * 821 * 5737
6863,1,5,x^5 + x^4 + 2,2 * 41 * 47 * 73 * 54117213172601
6863,1,6,x^6 + x^5 + 55,2^5 * 3^2 * 7 * 11 * 13 * 47 * 67 * 73 * 193 * 709 * 3163 * 3643
6863,1,7,x^7 + x^6 + 3,2 * 47 * 73 * 169639 * 616057962020666887
6863,1,8,x^8 + x^7 + 10,2^7 * 3 * 5 * 11 * 13 * 47 * 73 * 821 * 1201 * 5737 * 923598018481
6863,1,9,x^9 + x^8 + 18,2 * 19 * 47 * 67 * 73 * 109 * 193 * 2179 * 3643 * 27783361 * 833416093
6863,1,10,x^10 + x^9 + 90,2^5 * 3 * 11 * 13 * 41 * 47 * 73 * 54117213172601 * 2218159234907621
6863,1,11,x^11 + x^10 + 26,2 * 23 * 47 * 73 * 171403 * 1413017 * 1944134967919 * 21408351193219
6863,1,12,x^12 + x^11 + 120,2^6 * 3^2 * 5 * 7 * 11 * 13 * 47 * 67 * 73 * 193 * 709 * 821 * 3163 * 3643 * 5737 * 2218482393290593
6863,1,13,x^13 + x^12 + 22,2 * 47 * 73 * 3121 * 125269 * 27931476428072737129956273872001846829
6863,1,14,x^14 + x^13 + 45,2^5 * 3 * 11 * 13 * 47 * 73 * 113 * 4229 * 111847 * 169639 * 1954700612173 * 616057962020666887
6863,1,15,x^15 + x^14 + 6,2 * 41 * 47 * 67 * 73 * 193 * 3643 * 26881 * 71671 * 151674841 * 16840162296031 * 54117213172601
6863,1,16,x^16 + x^15 + 5,2^8 * 3 * 5 * 11 * 13 * 17 * 47 * 73 * 241 * 821 * 1201 * 5737 * 7057078001 * 923598018481 * 85112062313621713
6863,1,17,x^17 + x^16 + 6,2 * 47 * 73 * 1021 * 835394752477771 * 28403364191266614180474735251075701991941471
6863,1,18,x^18 + x^17 + 70,2^5 * 3^3 * 7 * 11 * 13 * 19 * 47 * 67 * 73 * 109 * 193 * 709 * 2179 * 3163 * 3643 * 351361 * 27783361 * 46141129 * 833416093 * 2148428809
6863,1,19,x^19 + x^18 + 24,2 * 47 * 73 * 583339 * 3436284331 * 81383676259 * 1284266991869 * 5446437649522639296219790513007
6863,1,20,x^20 + x^19 + 10,2^6 * 3 * 5^2 * 11 * 13 * 41 * 47 * 73 * 821 * 5737 * 76561 * 2589341 * 185140121 * 26819124041 * 54117213172601 * 2218159234907621
6863,2,2,x^4 + x^3 + 37,2^6 * 3 * 5 * 11 * 13 * 47 * 73 * 821 * 5737
6863,2,3,x^6 + x^5 + 55,2^5 * 3^2 * 7 * 11 * 13 * 47 * 67 * 73 * 193 * 709 * 3163 * 3643
6863,2,4,x^8 + x^7 + 10,2^7 * 3 * 5 * 11 * 13 * 47 * 73 * 821 * 1201 * 5737 * 923598018481
