p,n,poly,factorization
881,2,x^2 + x + 15,2^5 * 3^2 * 5 * 7^2 * 11
881,3,x^3 + x^2 + 3,2^4 * 5 * 11 * 19 * 40897
881,4,x^4 + x^3 + 3,2^6 * 3^2 * 5 * 7^2 * 11 * 388081
881,5,x^5 + x^4 + 3,2^4 * 5^2 * 11 * 146521 * 823241
881,6,x^6 + x^5 + 17,2^5 * 3^3 * 5 * 7^2 * 11 * 13 * 19 * 103 * 193 * 40897
881,7,x^7 + x^6 + 24,2^4 * 5 * 11 * 43 * 10886298318204709
881,8,x^8 + x^7 + 17,2^7 * 3^2 * 5 * 7^2 * 11 * 1553 * 13681 * 14177 * 388081
881,9,x^9 + x^8 + 15,2^4 * 5 * 11 * 19 * 40897 * 52903 * 285139 * 30996919
881,10,x^10 + x^9 + 35,2^5 * 3^2 * 5^2 * 7^2 * 11 * 61 * 311 * 491 * 64601 * 146521 * 823241
881,11,x^11 + x^10 + 23,2^4 * 5 * 11^2 * 661 * 1547261 * 25066551862378295281
881,12,x^12 + x^11 + 14,2^6 * 3^3 * 5 * 7^2 * 11 * 13 * 19 * 103 * 193 * 36709 * 40897 * 388081 * 16410829
881,13,x^13 + x^12 + 3,2^4 * 5 * 11 * 2006369 * 109092106603441315488108610637
881,14,x^14 + x^13 + 17,2^5 * 3^2 * 5 * 7^3 * 11 * 43 * 127 * 197 * 2666826651077 * 10886298318204709
881,15,x^15 + x^14 + 31,2^4 * 5^2 * 11 * 19 * 40897 * 42841 * 146521 * 823241 * 8461637811621991081
881,16,x^16 + x^15 + 14,2^8 * 3^2 * 5 * 7^2 * 11 * 17 * 97 * 1553 * 13681 * 14177 * 388081 * 2652289777 * 41489255777
881,17,x^17 + x^16 + 30,2^4 * 5 * 11 * 137 * 221870081353 * 4337989146450270444310202747694977
881,18,x^18 + x^17 + 46,2^5 * 3^4 * 5 * 7^2 * 11 * 13 * 19 * 37 * 103 * 193 * 40897 * 52903 * 285139 * 30996919 * 4212427807860031
881,19,x^19 + x^18 + 53,2^4 * 5 * 11 * 4485179 * 208482061 * 5018076718469 * 21810911681617146712846009
881,20,x^20 + x^19 + 249,2^6 * 3^2 * 5^2 * 7^2 * 11 * 41 * 61 * 311 * 491 * 64601 * 146521 * 388081 * 823241 * 1728581 * 5120744603232901
881,21,x^21 + x^20 + 287,2^4 * 5 * 11 * 19 * 43 * 673 * 5881 * 40897 * 1931203 * 10886298318204709 * 28570871919645685010179
881,22,x^22 + x^21 + 310,2^5 * 3^2 * 5 * 7^2 * 11^2 * 23^2 * 199 * 661 * 1547261 * 32137403 * 83166204178397077 * 25066551862378295281
881,23,x^23 + x^22 + 53,2^4 * 5 * 11 * 461 * 3083 * 976905401931161333153401 * 44405448425183278620035254607629201
881,24,x^24 + x^23 + 73,2^7 * 3^3 * 5 * 7^2 * 11 * 13 * 19 * 103 * 193 * 1553 * 13681 * 14177 * 36709 * 40897 * 388081 * 445297 * 16410829 * 814999792240506193
881,25,x^25 + x^24 + 27,2^4 * 5^3 * 11 * 15901 * 146521 * 823241 * 997984339476235292088091857631135038725081009911930901
881,26,x^26 + x^25 + 167,2^5 * 3^2 * 5 * 7^2 * 11 * 79 * 313 * 911 * 2006369 * 83785672309 * 115706740508380997 * 109092106603441315488108610637
881,27,x^27 + x^26 + 39,2^4 * 5 * 11 * 19 * 109 * 40897 * 52903 * 285139 * 468019 * 30996919 * 3688507701774757 * 543282448193431944334382932129
