p,e,n,poly,factorization
4649,1,2,x^2 + x + 3,2^4 * 3 * 5^2 * 7 * 31 * 83
4649,1,3,x^3 + x^2 + 11,2^3 * 7 * 61 * 83 * 354391
4649,1,4,x^4 + x^3 + 3,2^5 * 3 * 5^2 * 7 * 13 * 31 * 83 * 277 * 3001
4649,1,5,x^5 + x^4 + 13,2^3 * 7 * 41 * 83 * 281 * 40554722581
4649,1,6,x^6 + x^5 + 59,2^4 * 3^2 * 5^2 * 7 * 31 * 61 * 83 * 151 * 47701 * 354391
4649,1,7,x^7 + x^6 + 55,2^3 * 7^2 * 83 * 113 * 2647 * 4823033506992863
4649,1,8,x^8 + x^7 + 42,2^6 * 3 * 5^2 * 7 * 13 * 17 * 31 * 83 * 277 * 2777 * 3001 * 4947472489
4649,1,9,x^9 + x^8 + 26,2^3 * 7 * 61 * 83 * 163 * 2053 * 354391 * 7464979 * 4041588871
4649,1,10,x^10 + x^9 + 3,2^4 * 3 * 5^3 * 7 * 11 * 31 * 41 * 83 * 281 * 40554722581 * 8491454532791
4649,1,11,x^11 + x^10 + 12,2^3 * 7 * 23 * 83 * 205097823952576064090665191091490837
4649,1,12,x^12 + x^11 + 301,2^5 * 3^2 * 5^2 * 7 * 13 * 31 * 61 * 83 * 151 * 277 * 373 * 3001 * 47701 * 354391 * 1252360417837
4649,1,13,x^13 + x^12 + 3,2^3 * 7 * 79 * 83 * 78780615426158491 * 16381796268916150359880009
4649,1,14,x^14 + x^13 + 142,2^4 * 3 * 5^2 * 7^2 * 29 * 31 * 71 * 83 * 113 * 2647 * 4823033506992863 * 4902386230197432523
4649,1,15,x^15 + x^14 + 15,2^3 * 7 * 41 * 61 * 83 * 281 * 8521 * 354391 * 2919451 * 40554722581 * 8769830244277434331
4649,1,16,x^16 + x^15 + 71,2^7 * 3 * 5^2 * 7 * 13 * 17 * 31 * 83 * 277 * 353^2 * 2777 * 3001 * 330361169 * 4947472489 * 2650378920708881
4649,1,17,x^17 + x^16 + 19,2^3 * 7 * 83 * 103 * 409 * 9929 * 54737770961 * 97846558065911 * 21259226603856765508723457
4649,1,18,x^18 + x^17 + 19,2^4 * 3^3 * 5^2 * 7 * 19 * 31 * 61 * 83 * 109 * 151 * 163 * 1459 * 2053 * 47701 * 354391 * 7464979 * 4041588871 * 1113783119890759
4649,1,19,x^19 + x^18 + 88,2^3 * 7 * 83 * 168300699920744370715694537 * 6116167011531565094492146621416123279923
4649,1,20,x^20 + x^19 + 3,2^5 * 3 * 5^3 * 7 * 11 * 13 * 31 * 41 * 83 * 277 * 281 * 3001 * 40554722581 * 8491454532791 * 218210854196585070455204186401
4649,1,21,x^21 + x^20 + 151,2^3 * 7^2 * 61 * 83 * 113 * 2647 * 126757 * 354391 * 83616919 * 4823033506992863 * 9615126760779569098771678893547
