p,e,n,poly,factorization
907,1,2,x^2 + x + 5,2^3 * 3 * 151 * 227
907,1,3,x^3 + x^2 + 13,2 * 3^2 * 7 * 151 * 39217
907,1,4,x^4 + x^3 + 3,2^4 * 3 * 5^2 * 151 * 227 * 16453
907,1,5,x^5 + x^4 + 4,2 * 3 * 11 * 31 * 151 * 1986798661
907,1,6,x^6 + x^5 + 37,2^3 * 3^2 * 7 * 13 * 151 * 227 * 39217 * 63211
907,1,7,x^7 + x^6 + 4,2 * 3 * 43 * 151 * 783259 * 16548131461
907,1,8,x^8 + x^7 + 20,2^5 * 3 * 5^2 * 151 * 227 * 16453 * 24097 * 14042233
907,1,9,x^9 + x^8 + 40,2 * 3^3 * 7 * 151 * 15607 * 39217 * 11890579963033
907,1,10,x^10 + x^9 + 29,2^3 * 3 * 11 * 31 * 151 * 227 * 12641 * 53477261 * 1986798661
907,1,11,x^11 + x^10 + 9,2 * 3 * 151 * 419 * 168296833 * 5348869392189741991
907,1,12,x^12 + x^11 + 5,2^4 * 3^2 * 5^2 * 7 * 13 * 151 * 227 * 661 * 12457 * 16453 * 39217 * 63211 * 82189
907,1,13,x^13 + x^12 + 40,2 * 3 * 79 * 151 * 3927710256625217528671926773955319
907,1,14,x^14 + x^13 + 37,2^3 * 3 * 43 * 151 * 211 * 227 * 783259 * 16548131461 * 2635619460710713
907,1,15,x^15 + x^14 + 194,2 * 3^2 * 7 * 11 * 31 * 151 * 39217 * 54331 * 1986798661 * 8420376471910125571
907,1,16,x^16 + x^15 + 98,2^6 * 3 * 5^2 * 17^2 * 151 * 227 * 16453 * 24097 * 14042233 * 792374440386592011409
907,1,17,x^17 + x^16 + 33,2 * 3 * 151 * 409 * 1531 * 92753 * 3615507096637895426474594845214346523
907,1,18,x^18 + x^17 + 66,2^3 * 3^3 * 7 * 13 * 19 * 151 * 227 * 15607 * 39217 * 63211 * 6139117 * 4772920609 * 11890579963033
907,1,19,x^19 + x^18 + 40,2 * 3 * 151 * 2129 * 15619 * 58856719 * 88264348852985656227052745740499798153
907,1,20,x^20 + x^19 + 2,2^4 * 3 * 5^3 * 11 * 31 * 41 * 61 * 151 * 227 * 12641 * 16453 * 74021 * 12211981 * 40516601 * 53477261 * 1986798661
907,1,21,x^21 + x^20 + 78,2 * 3^2 * 7^2 * 43 * 151 * 547 * 39217 * 774439 * 783259 * 16548131461 * 104408480194737004824514579
907,1,22,x^22 + x^21 + 59,2^3 * 3 * 23 * 151 * 227 * 419 * 67057 * 168296833 * 5348869392189741991 * 244018275212131300278113
907,1,23,x^23 + x^22 + 77,2 * 3 * 47 * 151 * 1151 * 2161057005783260069730727397899311329809195607986643716645181
907,1,24,x^24 + x^23 + 102,2^5 * 3^2 * 5^2 * 7 * 13 * 151 * 227 * 601 * 661 * 12457 * 16453 * 24097 * 39217 * 63211 * 82189 * 1505089 * 14042233 * 506315989637209
907,1,25,x^25 + x^24 + 195,2 * 3 * 11 * 31 * 151 * 1986798661 * 14421384340301 * 9843256219954188540619620831391922764498766701
907,1,26,x^26 + x^25 + 68,2^3 * 3 * 53 * 79 * 151 * 227 * 1301 * 2029 * 2212960540563227531430730273 * 3927710256625217528671926773955319
907,1,27,x^27 + x^26 + 135,2 * 3^4 * 7 * 109 * 151 * 541 * 1567 * 15607 * 39217 * 1247833 * 11890579963033 * 10420559611564463749 * 47870685193108505509
907,2,2,x^4 + x^3 + 3,2^4 * 3 * 5^2 * 151 * 227 * 16453
907,2,3,x^6 + x^5 + 37,2^3 * 3^2 * 7 * 13 * 151 * 227 * 39217 * 63211
907,2,4,x^8 + x^7 + 20,2^5 * 3 * 5^2 * 151 * 227 * 16453 * 24097 * 14042233
907,2,5,x^10 + x^9 + 29,2^3 * 3 * 11 * 31 * 151 * 227 * 12641 * 53477261 * 1986798661
907,2,6,x^12 + x^11 + 5,2^4 * 3^2 * 5^2 * 7 * 13 * 151 * 227 * 661 * 12457 * 16453 * 39217 * 63211 * 82189
907,2,7,x^14 + x^13 + 37,2^3 * 3 * 43 * 151 * 211 * 227 * 783259 * 16548131461 * 2635619460710713
907,2,8,x^16 + x^15 + 98,2^6 * 3 * 5^2 * 17^2 * 151 * 227 * 16453 * 24097 * 14042233 * 792374440386592011409
907,2,9,x^18 + x^17 + 66,2^3 * 3^3 * 7 * 13 * 19 * 151 * 227 * 15607 * 39217 * 63211 * 6139117 * 4772920609 * 11890579963033
907,2,10,x^20 + x^19 + 2,2^4 * 3 * 5^3 * 11 * 31 * 41 * 61 * 151 * 227 * 12641 * 16453 * 74021 * 12211981 * 40516601 * 53477261 * 1986798661
907,2,11,x^22 + x^21 + 59,2^3 * 3 * 23 * 151 * 227 * 419 * 67057 * 168296833 * 5348869392189741991 * 244018275212131300278113
907,2,12,x^24 + x^23 + 102,2^5 * 3^2 * 5^2 * 7 * 13 * 151 * 227 * 601 * 661 * 12457 * 16453 * 24097 * 39217 * 63211 * 82189 * 1505089 * 14042233 * 506315989637209
907,2,13,x^26 + x^25 + 68,2^3 * 3 * 53 * 79 * 151 * 227 * 1301 * 2029 * 2212960540563227531430730273 * 3927710256625217528671926773955319
907,3,2,x^6 + x^5 + 37,2^3 * 3^2 * 7 * 13 * 151 * 227 * 39217 * 63211
907,3,3,x^9 + x^8 + 40,2 * 3^3 * 7 * 151 * 15607 * 39217 * 11890579963033
907,3,4,x^12 + x^11 + 5,2^4 * 3^2 * 5^2 * 7 * 13 * 151 * 227 * 661 * 12457 * 16453 * 39217 * 63211 * 82189
907,3,5,x^15 + x^14 + 194,2 * 3^2 * 7 * 11 * 31 * 151 * 39217 * 54331 * 1986798661 * 8420376471910125571
907,3,6,x^18 + x^17 + 66,2^3 * 3^3 * 7 * 13 * 19 * 151 * 227 * 15607 * 39217 * 63211 * 6139117 * 4772920609 * 11890579963033
907,3,7,x^21 + x^20 + 78,2 * 3^2 * 7^2 * 43 * 151 * 547 * 39217 * 774439 * 783259 * 16548131461 * 104408480194737004824514579
907,3,8,x^24 + x^23 + 102,2^5 * 3^2 * 5^2 * 7 * 13 * 151 * 227 * 601 * 661 * 12457 * 16453 * 24097 * 39217 * 63211 * 82189 * 1505089 * 14042233 * 506315989637209
907,3,9,x^27 + x^26 + 135,2 * 3^4 * 7 * 109 * 151 * 541 * 1567 * 15607 * 39217 * 1247833 * 11890579963033 * 10420559611564463749 * 47870685193108505509
907,4,2,x^8 + x^7 + 20,2^5 * 3 * 5^2 * 151 * 227 * 16453 * 24097 * 14042233
907,4,3,x^12 + x^11 + 5,2^4 * 3^2 * 5^2 * 7 * 13 * 151 * 227 * 661 * 12457 * 16453 * 39217 * 63211 * 82189
907,4,4,x^16 + x^15 + 98,2^6 * 3 * 5^2 * 17^2 * 151 * 227 * 16453 * 24097 * 14042233 * 792374440386592011409
907,4,5,x^20 + x^19 + 2,2^4 * 3 * 5^3 * 11 * 31 * 41 * 61 * 151 * 227 * 12641 * 16453 * 74021 * 12211981 * 40516601 * 53477261 * 1986798661
907,4,6,x^24 + x^23 + 102,2^5 * 3^2 * 5^2 * 7 * 13 * 151 * 227 * 601 * 661 * 12457 * 16453 * 24097 * 39217 * 63211 * 82189 * 1505089 * 14042233 * 506315989637209
907,5,2,x^10 + x^9 + 29,2^3 * 3 * 11 * 31 * 151 * 227 * 12641 * 53477261 * 1986798661
907,5,3,x^15 + x^14 + 194,2 * 3^2 * 7 * 11 * 31 * 151 * 39217 * 54331 * 1986798661 * 8420376471910125571
907,5,4,x^20 + x^19 + 2,2^4 * 3 * 5^3 * 11 * 31 * 41 * 61 * 151 * 227 * 12641 * 16453 * 74021 * 12211981 * 40516601 * 53477261 * 1986798661
907,5,5,x^25 + x^24 + 195,2 * 3 * 11 * 31 * 151 * 1986798661 * 14421384340301 * 9843256219954188540619620831391922764498766701
907,6,2,x^12 + x^11 + 5,2^4 * 3^2 * 5^2 * 7 * 13 * 151 * 227 * 661 * 12457 * 16453 * 39217 * 63211 * 82189
907,6,3,x^18 + x^17 + 66,2^3 * 3^3 * 7 * 13 * 19 * 151 * 227 * 15607 * 39217 * 63211 * 6139117 * 4772920609 * 11890579963033
907,6,4,x^24 + x^23 + 102,2^5 * 3^2 * 5^2 * 7 * 13 * 151 * 227 * 601 * 661 * 12457 * 16453 * 24097 * 39217 * 63211 * 82189 * 1505089 * 14042233 * 506315989637209
907,7,2,x^14 + x^13 + 37,2^3 * 3 * 43 * 151 * 211 * 227 * 783259 * 16548131461 * 2635619460710713
907,7,3,x^21 + x^20 + 78,2 * 3^2 * 7^2 * 43 * 151 * 547 * 39217 * 774439 * 783259 * 16548131461 * 104408480194737004824514579
907,8,2,x^16 + x^15 + 98,2^6 * 3 * 5^2 * 17^2 * 151 * 227 * 16453 * 24097 * 14042233 * 792374440386592011409
907,8,3,x^24 + x^23 + 102,2^5 * 3^2 * 5^2 * 7 * 13 * 151 * 227 * 601 * 661 * 12457 * 16453 * 24097 * 39217 * 63211 * 82189 * 1505089 * 14042233 * 506315989637209
907,9,2,x^18 + x^17 + 66,2^3 * 3^3 * 7 * 13 * 19 * 151 * 227 * 15607 * 39217 * 63211 * 6139117 * 4772920609 * 11890579963033
907,9,3,x^27 + x^26 + 135,2 * 3^4 * 7 * 109 * 151 * 541 * 1567 * 15607 * 39217 * 1247833 * 11890579963033 * 10420559611564463749 * 47870685193108505509
907,10,2,x^20 + x^19 + 2,2^4 * 3 * 5^3 * 11 * 31 * 41 * 61 * 151 * 227 * 12641 * 16453 * 74021 * 12211981 * 40516601 * 53477261 * 1986798661
907,11,2,x^22 + x^21 + 59,2^3 * 3 * 23 * 151 * 227 * 419 * 67057 * 168296833 * 5348869392189741991 * 244018275212131300278113
907,12,2,x^24 + x^23 + 102,2^5 * 3^2 * 5^2 * 7 * 13 * 151 * 227 * 601 * 661 * 12457 * 16453 * 24097 * 39217 * 63211 * 82189 * 1505089 * 14042233 * 506315989637209
907,13,2,x^26 + x^25 + 68,2^3 * 3 * 53 * 79 * 151 * 227 * 1301 * 2029 * 2212960540563227531430730273 * 3927710256625217528671926773955319
