p,n,poly,factorization
9281,2,x^2 + x + 12,2^7 * 3 * 5 * 7 * 13 * 17 * 29
9281,3,x^3 + x^2 + 11,2^6 * 5 * 29 * 43 * 463 * 4327
9281,4,x^4 + x^3 + 14,2^8 * 3 * 5 * 7 * 13 * 17 * 29 * 37 * 113 * 10301
9281,5,x^5 + x^4 + 3,2^6 * 5^2 * 29 * 61 * 46051 * 528307751
9281,6,x^6 + x^5 + 55,2^7 * 3^2 * 5 * 7 * 13 * 17 * 29 * 43 * 463 * 4327 * 28709227
9281,7,x^7 + x^6 + 28,2^6 * 5 * 29 * 659 * 102551 * 9457799832616843
9281,8,x^8 + x^7 + 101,2^9 * 3 * 5 * 7 * 13 * 17 * 29 * 37 * 73 * 113 * 10301 * 38201 * 1330305857
9281,9,x^9 + x^8 + 12,2^6 * 5 * 19 * 29 * 43 * 109 * 379 * 463 * 4327 * 814234176042524047
9281,10,x^10 + x^9 + 59,2^7 * 3 * 5^2 * 7 * 11 * 13 * 17 * 29 * 61 * 7321 * 46051 * 528307751 * 92123240731
9281,11,x^11 + x^10 + 15,2^6 * 5 * 23 * 29 * 172612199 * 1194524885577405845828015800843
9281,12,x^12 + x^11 + 27,2^8 * 3^2 * 5 * 7 * 13 * 17 * 29 * 37 * 43 * 113 * 463 * 4327 * 10301 * 269341 * 28709227 * 27547146421
9281,13,x^13 + x^12 + 55,2^6 * 5 * 29 * 79 * 5170790916634913360056561942933429179260478307
9281,14,x^14 + x^13 + 30,2^7 * 3 * 5 * 7^2 * 13 * 17 * 29 * 71 * 659 * 19013 * 102551 * 874651 * 77317893031 * 9457799832616843
9281,15,x^15 + x^14 + 3,2^6 * 5^2 * 29 * 43 * 61 * 463 * 1381 * 4327 * 46051 * 57751 * 528307751 * 690173368973998816660891
9281,16,x^16 + x^15 + 82,2^10 * 3 * 5 * 7 * 13 * 17 * 29 * 37 * 73 * 113 * 10301 * 38201 * 91153 * 3294913 * 1330305857 * 91645947853574480689
9281,17,x^17 + x^16 + 14,2^6 * 5 * 29 * 11570983 * 60035331803 * 4363007790409105140196205621986726366464560453
9281,18,x^18 + x^17 + 159,2^7 * 3^3 * 5 * 7 * 13 * 17 * 19 * 29 * 43 * 109 * 379 * 463 * 4327 * 25633 * 347131 * 28709227 * 23941675731889 * 814234176042524047
9281,19,x^19 + x^18 + 15,2^6 * 5 * 29 * 229 * 1140032473342459218508005501185254248263153274971191739689336155276631
9281,20,x^20 + x^19 + 28,2^8 * 3 * 5^2 * 7 * 11 * 13 * 17 * 29 * 37 * 61 * 113 * 1721 * 7321 * 10301 * 46051 * 2578801 * 528307751 * 92123240731 * 12403934837409813275801
