p,n,poly,factorization
5261,2,x^2 + x + 12,2^3 * 3 * 5 * 263 * 877
5261,3,x^3 + x^2 + 15,2^2 * 5 * 7^2 * 13^2 * 263 * 3343
5261,4,x^4 + x^3 + 14,2^4 * 3 * 5 * 29 * 263 * 877 * 477209
5261,5,x^5 + x^4 + 38,2^2 * 5^2 * 11 * 263 * 13931345897611
5261,6,x^6 + x^5 + 12,2^3 * 3^2 * 5 * 7^2 * 13^2 * 211 * 263 * 877 * 3343 * 43717
5261,7,x^7 + x^6 + 21,2^2 * 5 * 263 * 21207641259581197796467
5261,8,x^8 + x^7 + 27,2^5 * 3 * 5 * 17 * 29 * 263 * 877 * 18233 * 477209 * 1235765761
5261,9,x^9 + x^8 + 40,2^2 * 5 * 7^2 * 13^2 * 19 * 37 * 263 * 3343 * 521702299 * 57813829219
5261,10,x^10 + x^9 + 2,2^3 * 3 * 5^2 * 11 * 263 * 877 * 3822191 * 200391031 * 13931345897611
5261,11,x^11 + x^10 + 2,2^2 * 5 * 263 * 661 * 283207123 * 86788052683241211069008737
5261,12,x^12 + x^11 + 12,2^4 * 3^2 * 5 * 7^2 * 13^2 * 29 * 211 * 263 * 877 * 3343 * 43717 * 477209 * 2380897 * 321760393
5261,13,x^13 + x^12 + 2,2^2 * 5 * 263 * 34580573 * 15874374179 * 687000649609 * 1192384256593531
5261,14,x^14 + x^13 + 3,2^3 * 3 * 5 * 263 * 877 * 1709 * 12404669738182335209 * 21207641259581197796467
5261,15,x^15 + x^14 + 57,2^2 * 5^2 * 7^2 * 11 * 13^2 * 61 * 263 * 3343 * 727671334561 * 13931345897611 * 13219004633066821
5261,16,x^16 + x^15 + 21,2^6 * 3 * 5 * 17 * 29 * 193 * 263 * 877 * 18233 * 477209 * 1235765761 * 23562618689 * 64526120455727633
5261,17,x^17 + x^16 + 50,2^2 * 5 * 103 * 263 * 122658429069428393 * 140232433368955128937 * 194442991167680681399
5261,18,x^18 + x^17 + 31,2^3 * 3^3 * 5 * 7^2 * 13^2 * 19 * 37 * 211 * 263 * 877 * 3343 * 43717 * 521702299 * 57813829219 * 7067870051614459990327
5261,19,x^19 + x^18 + 50,2^2 * 5 * 263 * 172927145219376047 * 55137721829517227041442531241668661906779106251657
5261,20,x^20 + x^19 + 12,2^4 * 3 * 5^2 * 11 * 29 * 263 * 877 * 8741 * 18301 * 477209 * 3822191 * 200391031 * 13931345897611 * 3668685282066576596801
5261,21,x^21 + x^20 + 22,2^2 * 5 * 7^3 * 13^2 * 43 * 263 * 3343 * 5209 * 9829 * 24781 * 1630672429 * 24788670103 * 29118439183 * 21207641259581197796467
