p,r,n,poly,factorization
9803,1,2,x^2 + x + 2,2^3 * 3 * 13^2 * 19 * 29 * 43
9803,1,3,x^3 + x^2 + 7,2 * 13^2 * 29 * 96108613
9803,1,4,x^4 + x^3 + 47,2^4 * 3 * 5 * 13^2 * 19 * 29 * 43 * 9609881
9803,1,5,x^5 + x^4 + 7,2 * 13^2 * 29 * 71 * 130083425971151
9803,1,6,x^6 + x^5 + 45,2^3 * 3^2 * 7 * 13^2 * 19 * 29 * 43 * 379 * 12073 * 96108613
9803,1,7,x^7 + x^6 + 21,2 * 13^2 * 29 * 281 * 3157054391 * 1000483512883
9803,1,8,x^8 + x^7 + 45,2^5 * 3 * 5 * 13^2 * 19 * 29 * 43 * 13441 * 9609881 * 343537723801
9803,1,9,x^9 + x^8 + 30,2 * 13^2 * 29 * 96108613 * 10053587809 * 88274027229373
9803,1,10,x^10 + x^9 + 104,2^3 * 3 * 11 * 13^2 * 19 * 29 * 41 * 43 * 71 * 101 * 202718691811 * 130083425971151
9803,1,11,x^11 + x^10 + 13,2 * 13^2 * 29 * 36697 * 32125567 * 6952691625934911396045987427
9803,1,12,x^12 + x^11 + 24,2^4 * 3^2 * 5 * 7 * 13^2 * 19 * 29 * 43 * 97 * 379 * 12073 * 9609881 * 96108613 * 95205989640409
9803,1,13,x^13 + x^12 + 166,2 * 13^3 * 29 * 60591120488049498778717382991441576377532699997
9803,1,14,x^14 + x^13 + 8,2^3 * 3 * 13^2 * 19 * 29 * 43 * 113 * 281 * 3157054391 * 1000483512883 * 7852921793964763706219
9803,1,15,x^15 + x^14 + 13,2 * 13^2 * 29 * 31 * 71 * 181 * 2671 * 3511 * 96108613 * 130083425971151 * 1620625732664504437771
9803,1,16,x^16 + x^15 + 187,2^6 * 3 * 5 * 13^2 * 17 * 19 * 29 * 43 * 337 * 13441 * 9609881 * 22327057 * 64825841 * 343537723801 * 5142609673297
9803,1,17,x^17 + x^16 + 11,2 * 13^2 * 29 * 4124167 * 71861995537 * 24544423217406383788059553403371316755785712039
9803,1,18,x^18 + x^17 + 184,2^3 * 3^3 * 7 * 13^2 * 19 * 29 * 43 * 127 * 163 * 379 * 3727 * 12073 * 16993 * 96108613 * 10053587809 * 225637866991 * 88274027229373
9803,1,19,x^19 + x^18 + 36,2 * 13^2 * 29 * 27236843 * 9533878490032474999 * 2692030475002821672323973219794072371609895369
9803,1,20,x^20 + x^19 + 148,2^4 * 3 * 5^2 * 11 * 13^2 * 19 * 29 * 41 * 43 * 71 * 101 * 401 * 15241 * 32941 * 9609881 * 35414261 * 202718691811 * 2392374770741 * 130083425971151
9803,2,2,x^4 + x^3 + 47,2^4 * 3 * 5 * 13^2 * 19 * 29 * 43 * 9609881
9803,2,3,x^6 + x^5 + 45,2^3 * 3^2 * 7 * 13^2 * 19 * 29 * 43 * 379 * 12073 * 96108613
9803,2,4,x^8 + x^7 + 45,2^5 * 3 * 5 * 13^2 * 19 * 29 * 43 * 13441 * 9609881 * 343537723801
9803,2,5,x^10 + x^9 + 104,2^3 * 3 * 11 * 13^2 * 19 * 29 * 41 * 43 * 71 * 101 * 202718691811 * 130083425971151
9803,2,6,x^12 + x^11 + 24,2^4 * 3^2 * 5 * 7 * 13^2 * 19 * 29 * 43 * 97 * 379 * 12073 * 9609881 * 96108613 * 95205989640409
9803,2,7,x^14 + x^13 + 8,2^3 * 3 * 13^2 * 19 * 29 * 43 * 113 * 281 * 3157054391 * 1000483512883 * 7852921793964763706219
9803,2,8,x^16 + x^15 + 187,2^6 * 3 * 5 * 13^2 * 17 * 19 * 29 * 43 * 337 * 13441 * 9609881 * 22327057 * 64825841 * 343537723801 * 5142609673297
9803,2,9,x^18 + x^17 + 184,2^3 * 3^3 * 7 * 13^2 * 19 * 29 * 43 * 127 * 163 * 379 * 3727 * 12073 * 16993 * 96108613 * 10053587809 * 225637866991 * 88274027229373
