p,e,n,poly,factorization
8699,1,2,x^2 + x + 6,2^3 * 3 * 5^2 * 29 * 4349
8699,1,3,x^3 + x^2 + 5,2 * 397 * 4349 * 190633
8699,1,4,x^4 + x^3 + 30,2^4 * 3 * 5^2 * 29 * 661 * 4349 * 57241
8699,1,5,x^5 + x^4 + 5,2 * 11 * 131 * 421 * 4349 * 9440199541
8699,1,6,x^6 + x^5 + 14,2^3 * 3^2 * 5^2 * 7 * 29 * 103 * 397 * 4349 * 34981 * 190633
8699,1,7,x^7 + x^6 + 28,2 * 71 * 4349 * 41803137209 * 146015408659
8699,1,8,x^8 + x^7 + 10,2^5 * 3 * 5^2 * 29 * 661 * 4349 * 57241 * 1563137 * 1831682873
8699,1,9,x^9 + x^8 + 3,2 * 19 * 397 * 4349 * 190633 * 24660343 * 924832900590553
8699,1,10,x^10 + x^9 + 41,2^3 * 3 * 5^3 * 11 * 29 * 131 * 151 * 271 * 421 * 4349 * 29501 * 948581 * 9440199541
8699,1,11,x^11 + x^10 + 26,2 * 1277 * 2531 * 4349 * 62921 * 48706967 * 250537933285567284589
8699,1,12,x^12 + x^11 + 44,2^4 * 3^2 * 5^2 * 7 * 13^2 * 29 * 103 * 397 * 661 * 3373 * 4349 * 34981 * 57241 * 190633 * 10045562773
8699,1,13,x^13 + x^12 + 5,2 * 4349 * 10766263 * 17442828589786054484484134608665782074927
8699,1,14,x^14 + x^13 + 8,2^3 * 3 * 5^2 * 29 * 71 * 127 * 4349 * 1082761 * 5394229 * 584117689 * 41803137209 * 146015408659
8699,1,15,x^15 + x^14 + 87,2 * 11 * 31 * 131 * 397 * 421 * 571 * 4349 * 190633 * 443492431 * 9440199541 * 4176579042731837971
8699,1,16,x^16 + x^15 + 89,2^6 * 3 * 5^2 * 17 * 29 * 661 * 1201 * 4349 * 5233 * 57241 * 1563137 * 19130801 * 1831682873 * 8021375245197841
8699,1,17,x^17 + x^16 + 104,2 * 1973 * 4349 * 7753 * 1937491 * 36284626583812950811764432215639473602898516737719
8699,1,18,x^18 + x^17 + 51,2^3 * 3^3 * 5^2 * 7 * 19 * 29 * 37 * 103 * 397 * 4349 * 34981 * 190633 * 24660343 * 3559839139 * 1096636338307 * 924832900590553
8699,1,19,x^19 + x^18 + 22,2 * 457 * 4349 * 178066278655677352032993499497909657963455420776076394912743322535693
8699,1,20,x^20 + x^19 + 30,2^4 * 3 * 5^3 * 11 * 29 * 61 * 131 * 151 * 271 * 421 * 461 * 661 * 4349 * 29501 * 57241 * 948581 * 1544680481 * 9440199541 * 754892693452779001
8699,2,2,x^4 + x^3 + 30,2^4 * 3 * 5^2 * 29 * 661 * 4349 * 57241
8699,2,3,x^6 + x^5 + 14,2^3 * 3^2 * 5^2 * 7 * 29 * 103 * 397 * 4349 * 34981 * 190633
8699,2,4,x^8 + x^7 + 10,2^5 * 3 * 5^2 * 29 * 661 * 4349 * 57241 * 1563137 * 1831682873
8699,2,5,x^10 + x^9 + 41,2^3 * 3 * 5^3 * 11 * 29 * 131 * 151 * 271 * 421 * 4349 * 29501 * 948581 * 9440199541
8699,2,6,x^12 + x^11 + 44,2^4 * 3^2 * 5^2 * 7 * 13^2 * 29 * 103 * 397 * 661 * 3373 * 4349 * 34981 * 57241 * 190633 * 10045562773
8699,2,7,x^14 + x^13 + 8,2^3 * 3 * 5^2 * 29 * 71 * 127 * 4349 * 1082761 * 5394229 * 584117689 * 41803137209 * 146015408659
8699,2,8,x^16 + x^15 + 89,2^6 * 3 * 5^2 * 17 * 29 * 661 * 1201 * 4349 * 5233 * 57241 * 1563137 * 19130801 * 1831682873 * 8021375245197841
8699,2,9,x^18 + x^17 + 51,2^3 * 3^3 * 5^2 * 7 * 19 * 29 * 37 * 103 * 397 * 4349 * 34981 * 190633 * 24660343 * 3559839139 * 1096636338307 * 924832900590553
8699,2,10,x^20 + x^19 + 30,2^4 * 3 * 5^3 * 11 * 29 * 61 * 131 * 151 * 271 * 421 * 461 * 661 * 4349 * 29501 * 57241 * 948581 * 1544680481 * 9440199541 * 754892693452779001
8699,3,2,x^6 + x^5 + 14,2^3 * 3^2 * 5^2 * 7 * 29 * 103 * 397 * 4349 * 34981 * 190633
8699,3,3,x^9 + x^8 + 3,2 * 19 * 397 * 4349 * 190633 * 24660343 * 924832900590553
8699,3,4,x^12 + x^11 + 44,2^4 * 3^2 * 5^2 * 7 * 13^2 * 29 * 103 * 397 * 661 * 3373 * 4349 * 34981 * 57241 * 190633 * 10045562773
8699,3,5,x^15 + x^14 + 87,2 * 11 * 31 * 131 * 397 * 421 * 571 * 4349 * 190633 * 443492431 * 9440199541 * 4176579042731837971
8699,3,6,x^18 + x^17 + 51,2^3 * 3^3 * 5^2 * 7 * 19 * 29 * 37 * 103 * 397 * 4349 * 34981 * 190633 * 24660343 * 3559839139 * 1096636338307 * 924832900590553
8699,4,2,x^8 + x^7 + 10,2^5 * 3 * 5^2 * 29 * 661 * 4349 * 57241 * 1563137 * 1831682873
8699,4,3,x^12 + x^11 + 44,2^4 * 3^2 * 5^2 * 7 * 13^2 * 29 * 103 * 397 * 661 * 3373 * 4349 * 34981 * 57241 * 190633 * 10045562773
8699,4,4,x^16 + x^15 + 89,2^6 * 3 * 5^2 * 17 * 29 * 661 * 1201 * 4349 * 5233 * 57241 * 1563137 * 19130801 * 1831682873 * 8021375245197841
8699,4,5,x^20 + x^19 + 30,2^4 * 3 * 5^3 * 11 * 29 * 61 * 131 * 151 * 271 * 421 * 461 * 661 * 4349 * 29501 * 57241 * 948581 * 1544680481 * 9440199541 * 754892693452779001
8699,5,2,x^10 + x^9 + 41,2^3 * 3 * 5^3 * 11 * 29 * 131 * 151 * 271 * 421 * 4349 * 29501 * 948581 * 9440199541
8699,5,3,x^15 + x^14 + 87,2 * 11 * 31 * 131 * 397 * 421 * 571 * 4349 * 190633 * 443492431 * 9440199541 * 4176579042731837971
8699,5,4,x^20 + x^19 + 30,2^4 * 3 * 5^3 * 11 * 29 * 61 * 131 * 151 * 271 * 421 * 461 * 661 * 4349 * 29501 * 57241 * 948581 * 1544680481 * 9440199541 * 754892693452779001
8699,6,2,x^12 + x^11 + 44,2^4 * 3^2 * 5^2 * 7 * 13^2 * 29 * 103 * 397 * 661 * 3373 * 4349 * 34981 * 57241 * 190633 * 10045562773
8699,6,3,x^18 + x^17 + 51,2^3 * 3^3 * 5^2 * 7 * 19 * 29 * 37 * 103 * 397 * 4349 * 34981 * 190633 * 24660343 * 3559839139 * 1096636338307 * 924832900590553
8699,7,2,x^14 + x^13 + 8,2^3 * 3 * 5^2 * 29 * 71 * 127 * 4349 * 1082761 * 5394229 * 584117689 * 41803137209 * 146015408659
8699,8,2,x^16 + x^15 + 89,2^6 * 3 * 5^2 * 17 * 29 * 661 * 1201 * 4349 * 5233 * 57241 * 1563137 * 19130801 * 1831682873 * 8021375245197841
