p,n,poly,factorization
1907,2,x^2 + x + 2,2^3 * 3^2 * 53 * 953
1907,3,x^3 + x^2 + 9,2 * 13 * 19 * 953 * 14731
1907,4,x^4 + x^3 + 2,2^4 * 3^2 * 5^2 * 53 * 953 * 72733
1907,5,x^5 + x^4 + 9,2 * 11 * 31 * 271 * 953 * 143188091
1907,6,x^6 + x^5 + 11,2^3 * 3^3 * 7 * 13 * 19 * 53 * 73 * 953 * 2371 * 14731
1907,7,x^7 + x^6 + 13,2 * 127 * 953 * 394588027 * 960250033
1907,8,x^8 + x^7 + 14,2^5 * 3^2 * 5^2 * 53 * 97 * 281^2 * 401 * 953 * 2153 * 72733
1907,9,x^9 + x^8 + 52,2 * 13 * 19 * 953 * 14731 * 48095468363380957093
1907,10,x^10 + x^9 + 8,2^3 * 3^2 * 11 * 31 * 53 * 131 * 271 * 953 * 1321 * 76383751 * 143188091
1907,11,x^11 + x^10 + 4,2 * 463 * 953 * 1374528459124269969994084603939
1907,12,x^12 + x^11 + 125,2^4 * 3^3 * 5^2 * 7 * 13 * 19 * 53 * 73 * 313 * 953 * 2371 * 14731 * 72733 * 42253074481
1907,13,x^13 + x^12 + 16,2 * 953 * 1093 * 2117463590080616095477104512831074357
1907,14,x^14 + x^13 + 8,2^3 * 3^2 * 29 * 53 * 127 * 953 * 2437 * 394588027 * 960250033 * 680178584295491
1907,15,x^15 + x^14 + 28,2 * 11 * 13 * 19 * 31 * 61 * 271 * 953 * 14731 * 143188091 * 2865813424099213666845541
1907,16,x^16 + x^15 + 43,2^6 * 3^2 * 5^2 * 17 * 53 * 97 * 281^2 * 401 * 641 * 953 * 2153 * 72733 * 8025435298843741736833
1907,17,x^17 + x^16 + 16,2 * 953 * 92243 * 6552442920722142402949 * 50640993822353376129404543
1907,18,x^18 + x^17 + 82,2^3 * 3^4 * 7 * 13 * 19 * 53 * 73 * 487 * 953 * 1693 * 2371 * 14731 * 34327 * 566449417 * 48095468363380957093
1907,19,x^19 + x^18 + 62,2 * 953 * 4751 * 7829 * 36671 * 81606771159660397800133038915838140816466181273
1907,20,x^20 + x^19 + 105,2^4 * 3^2 * 5^3 * 11 * 31 * 41 * 53 * 131 * 271 * 953 * 1321 * 72733 * 76383751 * 143188091 * 385749571681 * 2211801312181
1907,21,x^21 + x^20 + 38,2 * 13 * 19 * 43 * 127 * 953 * 14731 * 699511 * 394588027 * 960250033 * 76863032711712137278607639560813
1907,22,x^22 + x^21 + 2,2^3 * 3^2 * 23 * 53 * 463 * 953 * 595717 * 26039267 * 1781897295170602919 * 1374528459124269969994084603939
1907,23,x^23 + x^22 + 7,2 * 47 * 139 * 953 * 10259 * 10391805491 * 11284452097 * 114417959287 * 1637041433941430487761372682510719
1907,24,x^24 + x^23 + 44,2^5 * 3^3 * 5^2 * 7 * 13 * 19 * 53 * 73 * 97 * 281^2 * 313 * 401 * 953 * 1153 * 2153 * 2371 * 14731 * 72733 * 58834969 * 42253074481 * 2578343098231993
