p,n,poly,factorization
4493,2,x^2 + x + 8,2^3 * 3 * 7 * 107 * 1123
4493,3,x^3 + x^2 + 8,2^2 * 1123 * 2797 * 7219
4493,4,x^4 + x^3 + 2,2^4 * 3 * 5^2 * 7 * 13^2 * 107 * 1123 * 2389
4493,5,x^5 + x^4 + 8,2^2 * 11 * 1123 * 37055242539191
4493,6,x^6 + x^5 + 8,2^3 * 3^2 * 7 * 107 * 1123 * 2797 * 7219 * 6727519
4493,7,x^7 + x^6 + 41,2^2 * 43 * 71 * 1123 * 2315839 * 1163804453729
4493,8,x^8 + x^7 + 3,2^5 * 3 * 5^2 * 7 * 13^2 * 107 * 1123 * 1601 * 2389 * 127269502601
4493,9,x^9 + x^8 + 7,2^2 * 19 * 37 * 1123 * 1171 * 2797 * 7219 * 42024259 * 237796921
4493,10,x^10 + x^9 + 33,2^3 * 3 * 7 * 11 * 31 * 107 * 1123 * 13142782809671 * 37055242539191
4493,11,x^11 + x^10 + 32,2^2 * 23 * 397 * 1123 * 585970200749539 * 626710517935738127
4493,12,x^12 + x^11 + 45,2^4 * 3^2 * 5^2 * 7 * 13^2 * 61 * 107 * 1123 * 2389 * 2797 * 7219 * 30829 * 6727519 * 216698737
4493,13,x^13 + x^12 + 28,2^2 * 131 * 1093 * 1123 * 1868812083139 * 252974416620827292889523273
4493,14,x^14 + x^13 + 31,2^3 * 3 * 7^2 * 43 * 71 * 107 * 1123 * 2315839 * 1163804453729 * 1174962002547252953251
4493,15,x^15 + x^14 + 17,2^2 * 11 * 1123 * 2797 * 7219 * 7741 * 1413991 * 16419541 * 923825514631 * 37055242539191
4493,16,x^16 + x^15 + 32,2^6 * 3 * 5^2 * 7 * 13^2 * 17^2 * 107 * 1123 * 1601 * 2389 * 22369 * 92849 * 127269502601 * 138337432209880289
4493,17,x^17 + x^16 + 45,2^2 * 103 * 1123 * 89148341 * 9644785333343 * 311484408196101087899621730831616309
4493,18,x^18 + x^17 + 89,2^3 * 3^3 * 7 * 19 * 37 * 107 * 1123 * 1171 * 2797 * 7219 * 6727519 * 42024259 * 237796921 * 2742188194652716555831
4493,19,x^19 + x^18 + 3,2^2 * 1123 * 21117959062667 * 101298889045331 * 220749405035320901 * 1179223262306250454859
4493,20,x^20 + x^19 + 195,2^4 * 3 * 5^3 * 7 * 11 * 13^2 * 31 * 107 * 1123 * 2389 * 13142782809671 * 37055242539191 * 33214010826658915679883655901
4493,21,x^21 + x^20 + 12,2^2 * 43 * 71 * 547 * 1123 * 2797 * 7219 * 964027 * 1039921 * 2315839 * 756709801 * 4734386581 * 34440575821 * 1163804453729
